company,country,county,city,address,postal_code,category,subcategory,type,registration_id,email,email2,email3,phone,phone2,phone3,website,contact_person,contact_dept,contact_title,products,services,activity,employees,revenue,founded,vat_id,cui,status,notes,anofm_email,anofm_phone,anofm_address,web_email,web_phone,web_website,best_email,best_phone,best_address,verified,source_file,source_system,scrape_date,update_date,export_date,priority,score,tags,campaign_id,notes2
Metropol Famoisa SRL,Alba,,,,,Bar,,,,enescuionela60@yahoo.com,,,+40743199310,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Miomar Universal SRL,Alba,,,,,Depozit alimentar,,,,reurseumane@miomaruniversal.com,,,40742212343,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Neptun SRL,Alba,,,,,Carmangerie,,,,neptunalbaiulia@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
PROFI ROM FOOD SRL,Alba,,,,,COACERE PRODUSE CONGELATE,,,,ana.barbu@profi.ro,,,40746067130,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Alina Company SRL,Alba,,,,,Depozit alimentar,,,,pavenioana@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Axel Company SRL,Alba,,,,,Depozit alimentar,,,,axii617@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC BOEMA SRL,Alba,,,,,DEPOZIT,,,,welcome@pensiuneaboema.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC COMCEREAL SRL,Alba,,,,,DEPOZIT CEREALE,,,,mihaela.bursuc@comcerealbt.ro,,,40758990515,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Coralia SRL,Alba,,,,,Pizzerie,,,,pensiuneacoraliamurighiol@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Emanuel SRL,Alba,,,,,Rulota,,,,emanuelbota81@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC ISABELA SRL,Alba,,,,,DEPOZIT,,,,neghinaisabela@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC La Dolce Vita SRL,Alba,,,,,Bar,,,,offie@deltainvest.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Selgros Cash & Carry SRL,Alba,,,,,Carmangerie,,,,monica.balas@selgros.ro,,,40265203000,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Sergiana Retail SRL,Alba,,,,,Fast-Food,,,,recrutare@sergiana.ro,,,40725594472,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Unicarm SRL,Alba,,,,,Supermarket,,,,bogdan.ilies@unicarm.ro,,,40755030084,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
ALDOR,Arad,,,,,unitate comercializare produse alimentare de origine nonanimala congelate,,,,dorubarbu1975@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
CORAL COMPANY SRL,Arad,,,,,Magazin alimentar,,,,vasile.bobon@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
LOSEMA LORZSE SRL,Arad,,,,,"preparare si comercializare produse proaspete de patiserie si panificatie(langos, gogosi, clatite)",,,,biancalorena71@yahoo.com,,,+40753133278,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
MARVI LOGISTIC SRL,Arad,,,,,Magazin alimentar,,,,iulia.c@marvilogistic.ro,,,40753038465,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
MEDA PROD 98 S.A.,Arad,,,,,Depozit alimentar,,,,daniela.ruiu@medaprod.ro,,,40734668786,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC PARC SRL,Arad,,,,,Restaurant,,,,hotel_parc@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC PRODLACTA SRL,Arad,,,,,Depozit alimentar,,,,resurse.umane@prodlacta.ro,,,40734772976,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC SUPECO INVESTMENT SRL,Arad,,,,,Hipermarket / Supermarket,,,,ovidiu_frandas@supeco.ro,,,40745073026,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
WINE PRINCESS SRL,Arad,,,,,unitate fabricare vinuri din struguri si comercializare vinuri,,,,office@wineprincess.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
CASA TANTI MARIA,Arges,,,,,COMERT PPRODUSE ALIMENTARE,,,,casatantimaria@yahoo.com,,,40754767017,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
DRAGONUL COMPANY SRL,Arges,,,,,COMERT CU RIDICATA,,,,romnelsrl@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
HADITON GROUP,Arges,,,,,Unitati produse de origine nonanimala inregistrate,,,,tanta@haditon.ro,,,40752096081,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
LABORATORUL DE BUSINESS,Arges,,,,,COACERE PRODUSE PATISERIE CONGELATE,,,,cosmina@laboratoruldebusiness.com,,,+40774466581,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
MEDEEA SRL,Arges,,,,,SUPLIMENTE ALIMENTARE,,,,contact@pensiuneamedeea.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
S.C.Flomar S.R.L.,Arges,,,,,unitati produse origine animala inregistrate,,,,tanipastrans@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
S.C.Metropol S.R.L.,Arges,,,,,unitati produse origine animala inregistrate,,,,mariustololoi@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
S.C.Prestige Impex S.R.L.,Arges,,,,,unitati produse origine animala inregistrate,,,,welcome@hotelprestigecraiova.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Albatros SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,ispasstf@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Alexe SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,alexeconon73@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Alfrid SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office@pensiunealfrid.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Ardealul SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,pensiunea_ardealul@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Avicarvil SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,marinica.batoanca@carmistin.ro,,,40737944914,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC BETTY ICE SRL,Arges,,,,,COMERCIALIZARE INGHETATA,,,,,,,0230533621,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Bradet SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,bradetpensiune@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Bujor de Munte,Arges,,,,,unitati  produse de origine animala inregistrate,,,,budacmarcela@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Carmen SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,pensiunea_carmen_borsa@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Casa Stefanescu SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,szylvia_60@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Codru verde SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,an.beetti@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Coliba Haiducilor SRL,Arges,,,,,Unitati produse de origine nonanimala inregistrate,,,,office@domeniulhaiducilor.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Com Grecu SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,pensiunea_grecu@yahoo.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Com Orient SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,pensiune@grandhotelorient.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Complet Com SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,tomanicu1718@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Cosmin Impex SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,cosmin_7891@yahoo.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Cris SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office@westpetrol.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC DEDEMAN SRL,Arges,,,,,unitati produse origine nonanimala inregistrate,,,,resurse65@dedeman.ro,,,+40746194293,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Daiana SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,vasilicacornelia@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Dan&Adi SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office@splendidhotel.ro,,,+40341412541,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Dana Top Safir SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,ionouts@yahoo.com,,,+40725374709,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Diana Com SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,home@pensiuneadiana.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Excalibur,Arges,,,,,unitati produse origine animala inregistrate,,,,monicalukacs@gmail.com,,,+40728858611,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Fast Com SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,rezervari@fast-radauti.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Felix SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,florin_andra23@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Fulgerul SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office_fulgerul@yahoo.ro,,,40374013500,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Garofita Com SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,sandu.violeta1@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Gladiola SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,mateiscl@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC LAGUNA SRL,Arges,,,,,DEPOZIT,,,,liviu.avramut@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC LS TRAVEL RETAIL ROMANIA SRL,Arges,,,,,COACERE PRODUSE PATISERIE CONGELATE,,,,,,,0741266793,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Lido SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office@lido-craiova.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Marton Impex SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,marikavendeghazfarkaslaka@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Mega Image SRL,Arges,,,,,unitati  produse de origine animala inregistrate,,,,mnica@mega-image.ro,,,40729994786,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Merisor SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,pensiuneamerisor@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Mirific SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,pensiuneamirific@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Net Company SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office@intercontgsm.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Olimpic Impex SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office@hotelolimpic.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Palas SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,marghitas1@yahoo.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Papusa SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,marius.pirnuta@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Piatra craiului SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,ilie.con53@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Radicstar,Arges,,,,,unitati produse origine animala inregistrate,,,,resurseumane@radicstar.ro,,,40248265600,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Rehoma SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,rezervari@rehoma.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Rustic Impex SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office@restaurantrustic.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC SELENA SRL,Arges,,,,,DEPOZIT,,,,c.gogau13@yahoo.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Stan SRL,Arges,,,,,unitati  produse de origine animala inregistrate,,,,pensiuneastan@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC THEO&COMPANY SRL,Arges,,,,,INACTIV,,,,tanurandreia@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Uno impex SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,receptie@atradoftane.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Ursuletul SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,reception@ursuletul.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC VEL PITAR  SA,Arges,,,,,DEPOZIT,,,,sorinela.fintina@grupobimbo.com,,,40752141937,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Visina SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,cirstocmaria@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC Zorba Company,Arges,,,,,DEPOZIT,,,,zorbacompany@yahoo.com,,,40731850699,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC impex Venus SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,office@alfahotels.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SPARKS & BUZZ,Arges,,,,,COACERE PRODUSE PATISERIE CONGELATE,,,,buzz.restaurante@gmail.com,,,+40799999887,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Sc Crizantema Com SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,reception@theodoraclub.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Sc La Vasile SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,vasile.orga@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Sc Top Market trading SRL,Arges,,,,,unitati produse origine animala inregistrate,,,,pastravariazavoi@gmail.com,,,+40740208589,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
VATRA VECHE PAN,Arges,,,,,COACERE PRODUSE PATISERIE CONGELATE,,,,sanlev_consulting@yahoo.com,,,+40742679022,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Bingo,BA,,,,,Supermarket,,,,nabavka@bfrm.ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Greenyard,BE/EU,,,,,Distributor,,,,info@greenyard.group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Eurasie,BE/NL,,,,,Ethnic Shop,,,,info@eurasie.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Bella Bulgaria,BG,,,,,Meat,,,,procurement@bellabulgaria.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Billa Bulgaria,BG,,,,,Supermarket,,,,dostavchici@billa.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
CBA Bulgaria,BG,,,,,Supermarket,,,,info@cba.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Fantastico,BG,,,,,Supermarket,,,,dostavchici@fantastico.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Kaufland Bulgaria,BG,,,,,Supermarket,,,,dostavchici@kaufland.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
LB Bulgaricum,BG,,,,,Dairy,,,,procurement@lbbg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Lidl Bulgaria,BG,,,,,Supermarket,,,,dostavchici@lidl.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
T-Market,BG,,,,,Supermarket,,,,dostavchici@t-market.bg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
Le Moulin Bardin VOF,Belgium,,,,,Food Contact,,,,lmbfoodbar@outlook.com,,,+32080067891011,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
TRANSPORT JULES FRANS NV,Belgium,,,,,Food Contact,,,,rabia.burgu@gmail.com,,,+32080067891011,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
AGROFROSTA COLECTARE COOPERATIVA AGRICOLA,Bihor,,,,,DEPOZIT LEGUME,,,,agrofrosta@gmail.com,,,+40770429750,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
ALTEX ROMANIA SRL,Bihor,,,,,COMERT CU AMNUNTUL CAFEA,,,,chiajna-dm@bricostore.ro,,,40762073502,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
CERTINVEST SRL,Bihor,,,,,COMERT CU AMANUNTUL NON ANIMAL,,,,adriana.simuleac@tgie.ro,,,40731890699,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
CORAL BIOGREENS SRL,Bihor,,,,,DEPOZIT LEGUME FRUCTE,,,,florica_nov@yahoo.com,,,40728115317,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
DIVINGARDEN SRL,Bihor,,,,,CIUPERCARIE,,,,resurseumane@divingarden.com,,,40740358782,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
EUROPEAN FOOD INTERNATIONAL SRL,Bihor,,,,,MAGAZIN ALIMENTAR (CHIOSC),,,,macrina.mester@europeanfood.ro,,,40731890699,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
FILDENIS  SRL,Bihor,,,,,SUPERMARKET,,,,fildenis_lugas@yahoo.com,,,40740187382,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
HONEST FOOD SRL,Bihor,,,,,BRUTARIE SI PATISERIE,,,,cariere@piata9.com,,,+40756137375,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC AQUILA PART PROD COM,Bihor,,,,,DEPOZIT ALIMENTAR,,,,,,,0268334271,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC ELGEKA FERFELIS ROMANIA,Bihor,,,,,DEPOZIT ALIMENTAR.,,,,bm_oradea@elgeka-ferfelis.ro,,,40744318157,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC LA MARIA SRL,Bihor,,,,,MACELARIE,,,,adicadariu@me.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC SERGIANA PRODIMPEX SRL,Bihor,,,,,MAG.ALIMENTAR,,,,nicoleta.popa@sergiana.ro,,,40733008631,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
TRAMOS SRL,Bihor,,,,,DEPOZIT ALTE PRODUSE ALIMENTARE,,,,office@crossdocking.ro,,,40737027593,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
TURISM  FELIX  SA,Bihor,,,,,COMERT CU AMANUNTUL COFETARIE,,,,recrutare@felixspa.com,,,+40757052213,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
VESPAN SRL,Bihor,,,,,COMERT CU AMANUNTUL PATISERIE,,,,vespansalonta@gmail.com,,,40753366287,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
ELIEZER LOGISTIC SRL,Bistrita Nasaud,,,,,magazin alimentar,,,,eliezerlogistic@gmail.com,,,40728136542,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
GLOBAL NOMADIC SRL,Bistrita Nasaud,,,,,magazin alimentar,,,,camelia_sorecau@yahoo.com,,,40748918231,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
SC MAN GROUP SRL,Bistrita Nasaud,,,,,VA produse congelate,,,,13monica.hmm@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MASTER_CLEAN.csv,,,,,,,,,
