company,country,county,city,address,postal_code,category,subcategory,type,registration_id,email,email2,email3,phone,phone2,phone3,website,contact_person,contact_dept,contact_title,products,services,activity,employees,revenue,founded,vat_id,cui,status,notes,anofm_email,anofm_phone,anofm_address,web_email,web_phone,web_website,best_email,best_phone,best_address,verified,source_file,source_system,scrape_date,update_date,export_date,priority,score,tags,campaign_id,notes2
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,5598/13.11.2013,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_1.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,9392/28.08.2024,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_1.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,9424/28.08.2024,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_1.xls,,,,,,,,,
Ada Lacta Distribution SRL,RO,Alba,,5623/25.11.2013,,Depozit alimentar,,,5623/25.11.2013,,,,,,,,,,,,,29.inregistrate depozit alimentar,,,,,,,,,,,,,,,,"Alba Iulia,Str. Emil Racovita, Nr.9",,29.inregistrate-depozit-alimentar_1_2.xls,,,,,,,,,
Diamar Distribution SRL,RO,Alba,,"Alba Iulia, Str. Livezii, Nr37",,DEPOZIT PROD NONANIMAL,,,724/08.04.2015,,,,,,,,,,,,,31.inregistrate depozite alte produse alimentare,,,,,,,,,,,,,,,,"Alba Iulia, Str. Livezii, Nr37",,31.inregistrate-depozite-alte-produse-alimentare_1_2.xls,,,,,,,,,
KARLEX DISTRIBUTION SRL,RO,Alba,,"ALBA IULIA, STR. SIRETULUI, NR.31D",,DEPOZIT PROD NONANIMAL,,,778/22.04.2016,,,,,,,,,,,,,31.inregistrate depozite alte produse alimentare,,,,,,,,,,,,,,,,"ALBA IULIA, STR. SIRETULUI, NR.31D",,31.inregistrate-depozite-alte-produse-alimentare_1_2.xls,,,,,,,,,
SIMBA PRO DISTRIBUTION SRL,RO,Alba,,"ALBA IULIA,STR.GHE SINCAI,NR.6",,DEPOZIT ALIMENTAR PT. PRODUSE DE ORIGINE NONANIMALA,,,1200/28.05.2025,,,,,,,,,,,,,31.inregistrate depozite alte produse alimentare,,,,,,,,,,,,,,,,"ALBA IULIA,STR.GHE SINCAI,NR.6",,31.inregistrate-depozite-alte-produse-alimentare_1_2.xls,,,,,,,,,
Karlex Distribution SRL,RO,Alba,,"ALBA IULIA, STR. SIRETULUI, NR.31D",,DEPOZIT,,,595/23.11.2012,,,,,,,,,,,,,31.inregistrate depozite alte produse alimentare,,,,,,,,,,,,,,,,"ALBA IULIA, STR. SIRETULUI, NR.31D",,31.inregistrate-depozite-alte-produse-alimentare_1_2.xls,,,,,,,,,
Mold Prosper Distributionn SRL,RO,Alba,,"Alba Iulia, Str. Iasilor,Nr. 2",,DEPOZIT,,,630/10.07.2013,,,,,,,,,,,,,31.inregistrate depozite alte produse alimentare,,,,,,,,,,,,,,,,"Alba Iulia, Str. Iasilor,Nr. 2",,31.inregistrate-depozite-alte-produse-alimentare_1_2.xls,,,,,,,,,
INDPRODCOM SRL,RO,Alba,VA - BN - 3151 din 07.04.2021,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,Automate vanzare produse alimentare,,,2/18.01.2023,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare,,,,,,,,,,,,,,,,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare_2.xls,,,,,,,,,
NORDEXIM COFFEE  SERVICES SRL,RO,Alba,VA - BN - 3155 din 22.04.2021,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,Automate vanzare produse alimentare,,,10/11.03.2021,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare,,,,,,,,,,,,,,,,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare_2.xls,,,,,,,,,
LIDL Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Automate vanzare produse alimentare,,,18/12.07.2021,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,28.inregistrate-automate-vanzare-prod-alimentare_2.xls,,,,,,,,,
OMV Petrom Marketing SRL,RO,Alba,VA - BN - 3161 din 03.07.2023,comercializarea bauturilor calde catre consumatorul final,,Automate vanzare produse alimentare,,,29/21.11.2022,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare,,,,,,,,,,,,,,,,comercializarea bauturilor calde catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare_2.xls,,,,,,,,,
INDPRODCOM SRL,RO,Alba,VA - BN - 3151 din 07.04.2021,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,Automate vanzare produse alimentare,,,2/18.01.2023,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare,,,,,,,,,,,,,,,,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare_1_2.xls,,,,,,,,,
NORDEXIM COFFEE  SERVICES SRL,RO,Alba,VA - BN - 3155 din 22.04.2021,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,Automate vanzare produse alimentare,,,10/11.03.2021,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare,,,,,,,,,,,,,,,,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare_1_2.xls,,,,,,,,,
LIDL Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Automate vanzare produse alimentare,,,18/12.07.2021,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,28.inregistrate-automate-vanzare-prod-alimentare_1_2.xls,,,,,,,,,
OMV Petrom Marketing SRL,RO,Alba,VA - BN - 3161 din 03.07.2023,comercializarea bauturilor calde catre consumatorul final,,Automate vanzare produse alimentare,,,29/21.11.2022,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare,,,,,,,,,,,,,,,,comercializarea bauturilor calde catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare_1_2.xls,,,,,,,,,
Rompetrol Downstreet SRL,RO,Alba,,"ALBA IULA,STR.ALEXANDRU IOAN CUZA,Nr.30",,Magazin alimentar-Vanzare internet,,,8238/08.11.2021,,,,,,,,,,,,,25.inregistrate unitati vanzare internet,,,,,,,,,,,,,,,,"Alba Iulia,Bdul Ferdinand,Nr.66,Statie Distributie Carburanti",,25.inregistrate-unitati-vanzare-internet_1_2_3.xls,,,,,,,,,
Rompetrol Downstreet SRL,RO,Alba,,"ALBA IULA,STR.ALEXANDRU IOAN CUZA,Nr.30",,Fast-Food-Vanzare internet,,,8238/08.11.2021,,,,,,,,,,,,,25.inregistrate unitati vanzare internet,,,,,,,,,,,,,,,,"Alba Iulia,Bdul Ferdinand,Nr.66,Statie Distributie Carburanti",,25.inregistrate-unitati-vanzare-internet_1_2_3.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,5598/13.11.2013,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_2.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,9392/28.08.2024,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_2.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,9424/28.08.2024,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_2.xls,,,,,,,,,
SC MP Petroleum Distributie SRL,RO,Alba,,283/18.06.07,,Magazin alimentar,,,283/18.06.07,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,"Alba Iulia, B-dul Ferdinand,nr.76",,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
SC Arco Distribution SRL,RO,Alba,,201/18.05.07,,Magazin alimentar,,,201/18.05.07,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,"Alba Iulia, str.Regina Maria,nr.21",,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
SC OMV Petrom Marketing SRL,RO,Alba,VA - BN - 3161 din 03.07.2023,comercializarea bauturilor calde catre consumatorul final,,Magazin alimentar,,,2981/23.09.2010,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,comercializarea bauturilor calde catre consumatorul final,,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
SC Ulpia Traiana Distributie SRL,RO,Alba,,2097/14.07.2009,,Magazin alimentar,,,2097/14.07.2009,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,"Alba Iulia,str.Arnsberg,nr.29",,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
SC OMV Petrom Marketing SRL,RO,Alba,VA - BN - 3161 din 03.07.2023,comercializarea bauturilor calde catre consumatorul final,,Magazin alimentar,,,2980/23.09.2010,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,comercializarea bauturilor calde catre consumatorul final,,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
SC OMV Petrom Marketing SRL,RO,Alba,VA - BN - 3161 din 03.07.2023,comercializarea bauturilor calde catre consumatorul final,,Magazin alimentar,,,2979/23.09.2010,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,comercializarea bauturilor calde catre consumatorul final,,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
SC OMV Petrom Marketing SRL,RO,Alba,VA - BN - 3161 din 03.07.2023,comercializarea bauturilor calde catre consumatorul final,,Magazin alimentar,,,2978/23.09.2010,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,comercializarea bauturilor calde catre consumatorul final,,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
SC Mitos Distribution SRL,RO,Alba,,4412/14.08.2012,,Magazin alimentar,,,4412/14.08.2012,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,"Alba Iulia, Str. Ariesului, Nr. 52, Bl. 242, Ap. 3",,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
OMV Petrom Marketing SRL,RO,Alba,VA - BN - 3161 din 03.07.2023,comercializarea bauturilor calde catre consumatorul final,,Magazin alimentar,,,7264/15.06.2016,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,comercializarea bauturilor calde catre consumatorul final,,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
Roumasport srl,RO,Alba,Stand comercializare produse alimentare,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Magazin alimentar,,,10028/06.10.2022,,,,,,,,,,,,,23.inregistrate magazin alimentar,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,23.inregistrate-magazin-alimentar_3.xls,,,,,,,,,
Betty Ice Distribution SRL,RO,Alba,,"Cugir,Str.Alexandru Sahia,Nr.18",,Toneta fixa inghetata,,,10345/17.05.2023,,,,,,,,,,,,,27.inregistrate punct vanzare mobil.xls,,,,,,,,,,,,,,,,"Cugir,Str.Alexandru Sahia,Nr.18",,27.inregistrate-punct-vanzare-mobil.xls,,,,,,,,,
Betty Ice Distribution SRL,RO,Alba,,"Alba Carolina Mall,Str.Alex.I.Cuza,Nr.2,R19",,Stand comercial (toneta inghetata),,,10506/04.09.2023,,,,,,,,,,,,,27.inregistrate punct vanzare mobil.xls,,,,,,,,,,,,,,,,"Alba Carolina Mall,Str.Alex.I.Cuza,Nr.2,R19",,27.inregistrate-punct-vanzare-mobil.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,5598/13.11.2013,,,,,,,,,,,,,24.inregistrate hipermarket supermarket.xls,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,9392/28.08.2024,,,,,,,,,,,,,24.inregistrate hipermarket supermarket.xls,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,9424/28.08.2024,,,,,,,,,,,,,24.inregistrate hipermarket supermarket.xls,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket.xls,,,,,,,,,
INDPRODCOM SRL,RO,Alba,VA - BN - 3151 din 07.04.2021,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,Automate vanzare produse alimentare,,,2/18.01.2023,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare.xls,,,,,,,,,,,,,,,,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare.xls,,,,,,,,,
NORDEXIM COFFEE  SERVICES SRL,RO,Alba,VA - BN - 3155 din 22.04.2021,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,Automate vanzare produse alimentare,,,10/11.03.2021,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare.xls,,,,,,,,,,,,,,,,comercializarea bauturilor calde si a diverselor produse alimentare ambalate catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare.xls,,,,,,,,,
LIDL Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Automate vanzare produse alimentare,,,18/12.07.2021,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare.xls,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,28.inregistrate-automate-vanzare-prod-alimentare.xls,,,,,,,,,
OMV Petrom Marketing SRL,RO,Alba,VA - BN - 3161 din 03.07.2023,comercializarea bauturilor calde catre consumatorul final,,Automate vanzare produse alimentare,,,29/21.11.2022,,,,,,,,,,,,,28.inregistrate automate vanzare prod alimentare.xls,,,,,,,,,,,,,,,,comercializarea bauturilor calde catre consumatorul final,,28.inregistrate-automate-vanzare-prod-alimentare.xls,,,,,,,,,
PLEUROTUS VINEREA SRL,RO,Alba,,"CUGIR, VINEREA, STR. PRINCIPALA, NR.386A",,"UNITATE PT. PRODUCTIA, PROCESAREA SI COMERCIALIZAREA CIUPERCILOR",,,881/14.05.2018,,,,,,,,,,,,,41.inregistrate prod proces comercializ ciuperci,,,,,,,,,,,,,,,,"CUGIR, VINEREA, STR. PRINCIPALA, NR.386A",,41.inregistrate-prod_proces_comercializ-ciuperci_1_2.xls,,,,,,,,,
Ada Lacta Distribution SRL,RO,Alba,,5623/25.11.2013,,Depozit alimentar,,,5623/25.11.2013,,,,,,,,,,,,,29.inregistrate depozit alimentar,,,,,,,,,,,,,,,,"Alba Iulia,Str. Emil Racovita, Nr.9",,29.inregistrate-depozit-alimentar_2.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,5598/13.11.2013,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_1_2.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,9392/28.08.2024,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_1_2.xls,,,,,,,,,
Lidl Discount SRL,RO,Alba,Supermarket,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,Supermarket,,,9424/28.08.2024,,,,,,,,,,,,,24.inregistrate hipermarket supermarket,,,,,,,,,,,,,,,,"Magazin pentru comercializarea hranei pentru animale de companie, accesoriilor",,24.inregistrate-hipermarket_supermarket_1_2.xls,,,,,,,,,
Ada Lacta Distribution SRL,RO,Alba,,5623/25.11.2013,,Depozit alimentar,,,5623/25.11.2013,,,,,,,,,,,,,29.inregistrate depozit alimentar,,,,,,,,,,,,,,,,"Alba Iulia,Str. Emil Racovita, Nr.9",,29.inregistrate-depozit-alimentar_3.xls,,,,,,,,,
Ada Lacta Distribution SRL,RO,Alba,,5623/25.11.2013,,Depozit alimentar,,,5623/25.11.2013,,,,,,,,,,,,,29.inregistrate depozit alimentar.xls,,,,,,,,,,,,,,,,"Alba Iulia,Str. Emil Racovita, Nr.9",,29.inregistrate-depozit-alimentar.xls,,,,,,,,,
Betty Ice Distribution SRL,RO,Alba,,"Cugir,Str.Alexandru Sahia,Nr.18",,Toneta fixa inghetata,,,10345/17.05.2023,,,,,,,,,,,,,27.inregistrate punct vanzare mobil,,,,,,,,,,,,,,,,"Cugir,Str.Alexandru Sahia,Nr.18",,27.inregistrate-punct-vanzare-mobil_1_2_3.xls,,,,,,,,,
Betty Ice Distribution SRL,RO,Alba,,"Alba Carolina Mall,Str.Alex.I.Cuza,Nr.2,R19",,Stand comercial (toneta inghetata),,,10506/04.09.2023,,,,,,,,,,,,,27.inregistrate punct vanzare mobil,,,,,,,,,,,,,,,,"Alba Carolina Mall,Str.Alex.I.Cuza,Nr.2,R19",,27.inregistrate-punct-vanzare-mobil_1_2_3.xls,,,,,,,,,
