email,company,country,city,website,contract_value_eur,commodity,commodity_short,trade_agreement,tariff_benefit,supplier_count,supplier_provinces,top_suppliers
acateringcr@email.cz,"Acatering, s.r.o.",CZE,Praha,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
accounts@burnsfarmmeats.ie,Burns Farm Meats,IRL,Sligo,www.burnsfarmmeats.ie,6534167,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
accueil_bhs@bhs.fr,SAS BHS,FRA,Vemars,,5640000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
accueil.castelnau@unapei34.fr,ENTREPRISE ADAPTEE DE L'ETANG DE L'OR,FRA,Castelnau Le Lez,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
accueil@cdub.fr,LES CHANTIERS DU BARROIS SAS,FRA,BAR LE DUC,,270000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
accueil@neocorner.fr,NSEDA NEOCORNER,FRA,ASNIERES-SUR-SEINE,,338927,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
achavez@nosacarne.com,"NOSA CARNE,SL",ES,OURENSE,,421650,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
achillebertrand@krill.fr,ACHILLE BERTRAND,FRA,LES HERBIERS,,596000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
achizitii@andromi.ro,ANDROMI COM,RO,Oradea,,51457275,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
achizitiidgaspcneamt@yahoo.com,Carpatis SRL,ROU,Suceava,,167752,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
achizitii.publice@ecogardenconstruct.com,ECO GARDEN CONSTRUCT SRL,ROU,Cluj-Napoca,https://www.ecogardenconstruct.com,1999630,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
achizitii@vascar.ro,VASCAR S.A.,RO,Vaslui,WWW.VASCAR.RO,1529690,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
acirlan74@gmail.com,S.C. Fleischparty SRL S.R.L.,RO,Vaslui,www.fleischparty.ro,5117658,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
acquisti@lacerenzaservizi.it,LACERENZA MULTISERVICE SRL,ITA,POTENZA (PZ),,834066,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
acropoli@cytanet.com.cy,THEODOSIS TOURIST CO LTD,CYP,ΛΕΥΚΩΣΙΑ,https://www.acropolisgroup-cy.com,18614000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
a.dahiry.792@gmail.com,Nieves Rosa Martínez Ortega,ESP,Los Llanos de Aridane,,1595,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adam@hand-mies.pl,Hand-Mięs Polowczyk Sp.z o.o.,POL,Nowe Miasto nad Wartą,,1253850,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adelaida_67@yahoo.com,AS PATATAS PRODUCTION,ROU,Constanta,https://www.aspatatasproduction.com,2627556,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adiandro2004@yahoo.com,PROVIZII DE IARNĂ S.R.L.,ROU,Petrila,https://www.delirs.com,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
a.dichmann@ley-baumschule.de,Wilhelm Ley GmbH,DEU,Meckenheim,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adinaconstantin@yahoo.com,ADCON,ROU,Ramnicu Valcea,https://adcon.ro,14040939,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
ad.lazdijuduona@gmail.com,Egidijaus Jurkevičiaus įmonė,LTU,Lazdijai,,1331000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adm@gjennestad.no,Gjennestad Drift AS,NOR,STOKKE,,5900000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
admin.at@thermo.com,Thermo Fisher Scientific wissenschaftliche Geräte GmbH,AUT,Wien,,3042006,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
admin.at@thermofisher.com,Thermo Fisher Scientific wissenschaftliche Geräte GmbH,AUT,Wien,,758179,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
admin@frutasbonachia.es,"FRUTAS BONACHIA, S.L",ESP,VILLAFRIA BURGOS,,1,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion2@levelalgeciras.es,LEVEL ALGECIRAS SERVICES S.L.,ESP,ALGECIRAS,,1321008,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@adamantiumgroup.com,"ADAMANTIUM 353, S.L.",ESP,Alcalá la Real,,1500,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@carnicasquesada.es,INDUSTRIAS CARNICAS QUESADA S.L.,ESP,TRUJILLO,,112904,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@cateringhgonzalez.com,"Restauración y Catering Hermanos González, S.L.",ESP,Alcolea Del Río,,2160261,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@enjesa.com,"EN-JE, S.A.",ESP,Algezares Murcia,,185127,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@frutasjesusdelao.com,"FRUTAS JESUS DE LA O, S.L.U",ESP,PUEBLA DE LA CALZADA,,225275,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@loslagosnature.com,LOS ARCOS DE CANGAS SL,ESP,Cangas de Onis,,5940026,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@micafe.es,MICAFE D.R.M. S.L.,ESP,Vall d'Uxo - Castelló,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@pintxaki.es,"THE PINBALL BAR, S.L.",ESP,BOADILLA DEL MONTE,,16020,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@piodosaleiro.es,"García Candal, S.L.",ESP,A Coruña,https://garciacandalalimentacion.com,522560,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@salagradin.com,RESTAURANTE SALA GRADIN SL,ES,A Estrada,www.salagradin.com,23770698,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@serpeska.com,DISTRIBUCIONES MOZOS S.A.,ESP,Madrid,,1727272,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion.tevisa@bigmat.es,"BM TEVISA, S.A.U.",ESP,MERIDA,,364462,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@towerbridge.es,TOWER BRIDGE S.L.,ESP,Madrid,,95710,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@troulodistribucion.es,"Congelados Blanco y Garrido, S.L.U",ESP,Rábade,,335094,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@valimen.com,"VALIMEN, S.A.",ESP,Silla,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administracion@xeneticafontao.com,"Xenetica Fontao, SA",ES,Lugo,,81800,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administratie@uytewaalcatering.nl,Uytewaal Catering B.V.,NLD,Houten,http://www.uytewaalcatering.nl,1280000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administratif.neubourg@socopa.fr,SOCOPA VIANDES,FRA,LE NEUBOURG,,11971617,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
administration.fr@ericsalmon.com,ERIC SALMON ET PARTNERS,FRA,PARIS,,5361952,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
admin@neriku.com,Nd Events,MLT,Paola,,703032,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
admnistratif@lesgorronnaises.com,LES RILLETTES GORRONNAISES,FRA,GORRON,https://www.lesgorronnaises.com/,2307292,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
admon.alz@alzafrut.es,"ALZAFRUT, S.L.",ESP,Zaragoza,,472120,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
admon@biomip.com,BIOMIP BIOLOGICAL QUALITY,ESP,CAMPOHERMOSO,,300000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adriainfo@smithersoasis.com,"SMITHERS-OASIS ADRIA, proizvodnja in dobava cvetličarskih izdelkov d.o.o.",SVN,Gradac,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adriana.parizatto@thermofisher.com,Thermo Fisher Scientific- FEI Europe BV. Branch Denmark,DNK,København,,970000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adrian.barbat@apa-cezara.ro,APE MINERALE BACAIA SRL,ROU,Bacaia,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
a.drozdz@impel.pl,IMPEL CATERING Sp. z o.o. ,POL,Wrocław,,7785788,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
ads@agriplanthuguet.cat,"AGRIPLANT HUGUET, S.L.",ESP,BARCELONA,,358000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adus@meyers.dk,Meyers Contract Catering A/S,DK,Nordhavn,,16000000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adv@coop-valsiagne.fr,SASU VALSIAGNE,FRA,PEGOMAS,,600000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adverbiopaciente@gmail.com,ADVÉRBIO PACIENTE UNIPESSOAL LDA,PRT,Odivelas,,268772,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adv-provence-languedoc@terreazur.fr,POMONA TERRE AZUR,FRA,BERRE L'ETANG,https://www.marches-securises.fr,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adv.restauration@groupe-vt.com,ALPES FRAIS PRODUCTION SAS,FRA,Rives,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
adv@vertys.fr,VERTYS,FRA,Fontenay-Le-Comte,,270385,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agence.sudbourgogne@api-restauration.com,SA API restauration,FR,Genlis,,1060000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agencetoulouse@ansamble.fr,ANSAMBLE,FRA,Vannes,,200000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agencevannes@ansamble.fr,ANSAMBLE,FRA,VANNES,,5960000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agencevannes@ansemble.fr,ANSEMBLE,FRA,Vannes,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agmies@wp.pl,AGMIĘS AGNIESZKA KOLP,POL,Puck,,2377712,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agnes.pruul@maag.ee,Horeca Grupp OÜ,EST, Rae vald,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agnieszka@onecatering.pl,One&Only Sp. z o.o.,POL,Łódź,,31102087,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agricolafrugal@yahoo.com,AGRICOLA FRUGAL S.R.L.,RO,Dorohoi,www.agricolafrugal.ro,741926,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agritwins@yahoo.com,AGRITWINS S.R.L.,ROU,Unirea,https://www.facebook.com/profile.php?id=1000771518,1789015,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agrobio@seznam.cz,AGRO-BIO spol. s r.o.,CZE,Praha - Stodůlky,,5978853,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agrojilm@agrojilm.cz,"AGROJILM, s.r.o.",CZE,Jilemnice,https://www.agrojilm.cz/,946685,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agrokor@agrokor.si,"AGROKOR proizvodnja in promet kmetijskih, cvetličarskih, vrtnarskih in sadjarskih kultur, d.o.o., Ljubljana",SVN,Ljubljana,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agrolineoffice@yahoo.com,AGROLINEVOL S.R.L.,ROU,Volovat,https://www.agrolinebucovina.ro,19809412,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agrolinevanzari@yahoo.com,AGROLINEVOL S.R.L.,ROU,Volovat,https://www.agrolinebucovina.ro,5994000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agrooil1@abv.bg,АГРО - ОЙЛ ЕООД,BGR,гр. Стара Загора,http://agrooil-bg.com/,802748,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agropenevi@gmail.com,ЕТ СТЕФАН ГЕОРГИЕВ-НИМ,BGR,гр. Лозница,,23595,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agroselecta@hotmail.com,"AGROSELECTA, S.A.",ESP,Majadahonda,,164305,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agros-trzewik@o2.pl,AGROS MACIEJ TRZEWIK,POL,WARSZAWA,,4613541,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agrovosges@wanadoo.fr,AGROVOSGES,FRA,Neuvillers Sur Fave,,2420000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
aguacana@aguacana.es,"AGUACANA,SA",ESP,VALSEQUILLO DE GRAN CANARIA,,630443,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
agustin@adurizdelasarte.com,"ADURIZ DE LASARTE, S.A.",ESP,Lasarte-Oria,,1055304,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
aivforest@gmail.com,АЛ И ИВ ФОРЕСТ КОНСУЛТ ЕООД,BGR,гр. София,,25500,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
ajakubik@szpitalpraski.pl,Szpital Praski p. w. Przemienienia Pańskiego Sp. z o.o.,POL,Warszawa,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
a.kaiser@kaiberg-catering.de,KAIBERG EVENTS & CATERING UG (HAFTUNGSBESCHRAENKT),DEU,WIESBADEN,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
a.kubacka@bruno-tassi.pl,Bruno Tassi Sp. z o.o.,POL,Warszawa,,2202356,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
a.kuczynska@pib.pl,PiB Sp. z o.o.,POL,Gołymin-Ośrodek,,3169310,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alberto.losa@edenred.com,"EDENRED ESPAÑA, S.A.",ESP,Madrid,,454359,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alberto@miko-curacao.com,Miko Curacao,BES,Willemstad,,975000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
albertomozosrodriguez@gmail.com,BAR ALMIRANTE S.L. ,ESP,MURCIA,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
a.leiva@cateringelcantaro.com,CATERING EL CANTARO SL,ESP,MALAGA,,77899495,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
aleksan.bialek@gmail.com,"HURTOWNIA Mięso, wędliny, nabiał Aleksandra Białek",POL,Mińsk Mazowiecki,,2190130,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
aleksandra@banasik.com.pl,FHU BANASIK Sp.k.,POL,Sosnowiec,,1835379,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
aleksandra_furmanska@wp.pl,Usługi Gastronomiczne Aleksandra Furmańska,POL,Kwidzyn,,2553310,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alenka.cesarica@gmail.com,"KLAONICA CESARICA BR. 802, OBRT ZA PRERADU I KONZERVIRANJE MESA, VL. ROBERT ČAČIĆ, CESARICA, DUBRAVE 1Kla",HRV,Gospic,,242190,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
a.lepinaitis@samsonas.lt,"UAB ""Samsonas""",LTU,Kaunas,,1064987,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alexander@houseofflowers.se,House of Flowers Sweden AB,SWE,ULRICEHAMN,,0,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alexandra.damberg@gmail.com,Blomstertid i Borensberg,SE,Borensberg,,2000000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alexandre.thomas@hotmail.fr,ASS RESEAU POUR UNE ALIMENTATION LOCALE INNOVANTE ET SOLIDAIRE,FRA,Saint-Maixent-De-Beugne,,3476475,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alexandre.varin@colinet.fr,COLINET,FRA,Saint-Martin-En-Haut,,500000,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alexandru.cojoaca@scandia.ro,Carniprod,ROU,Tulcea,https://www.carniprodtl.eu,18096516,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
alexandrumalaescu@yahoo.com,DOIMAN COM S.R.L.,RO,Craiova,www.doimancom.ro,2771950,Seafood & Fishery Products,seafood,CETA,+65%,5,"BC, NL, NB, NS","Clearwater Seafoods, High Liner Foods, Cooke Aquaculture"
