email,company,country,city,website,contract_value,sector,suppliers
alek.gola@widok.com.pl,Agencja Handlowo - Usługowa Widok Sp. z o.o.,POL,Lublin,,81383.16,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alex@agencetapisrouge.com,AGENCE TAPIS ROUGE LOT 4,FRA,MOUANS SARTOUX,https://www.agencetapisrouge.com,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alexander.svensen@st1.com,ST1 NORGE AS,NOR,Oslo,,1700000000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alexandra.radu@modeshift.com,TELELINK SERVICES ROMANIA,ROU,Bucuresti,https://www.modeshift.com,1072000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alexandre.lienart@ibc-dialog.fr,IBC DIALOG SAS,FRA,MONDEVILLE,,200000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alexandru.irimia@telelink-city.com,Telelink Services Romania,RO,Bucuresti,www.telelink.com,10575336.8,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alex.kinnander@robursafe.com,Robur Safe,SWE,Slöinge,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alex.kirmitsis@kirmico.com.cy,A. KIRMITSIS Ltd,CYP,Nicosia Cyprus,https://kirmico.com/,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alex.parry@wf-education.com,WF Education Group Ltd,GBR,Shrewsbury,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alfilstore@alfilstore.com,ALFILSTORE SL,ESP,Bilbao,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alicia.cordente@cruzroja.es,CRUZ ROJA,ESP,CEUTA,,1217958,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alize.sarl@wanadoo.fr,ALIZE PAPETERIE,FRA,KAWENI,,400000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
a.lobodziec@wamasoft.pl,WAMA SOFT Sp. z o.o.,POL,Olsztyn,,323720,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alonsosalinas@alonsosalinas.com,"ALONSO SALINAS,S.L.",ESP,VALENCIA,,3.68,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alopez@formpaper.es,"FORMPAPER PACKAGING, S.A.",ESP,ALMANSA,,5284730,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
alpa@alpacopiadoras.com,ALPA COPIADORAS,ESP,Valladolid,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
am05_2023@ricoh.es,Ricoh España Slu,ESP,Madrid,,1672381.79,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
am05.dgrycc@teknoservice.es,Teknoservice Sl,ESP,Sevilla,,185410.74,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
amanda.hedlund@stratsys.se,Stratsys AB,SWE,Stockholm,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
a.melnik@systemypubliczne.pl,Instytut Systemów Publicznych Leszek Sułkowski Jacek Kowalewicz Paweł Łaziński Spółka Jawna,POL,Warszawa,,93600,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
amministrazione@pec.medicalcalo.it,Medical Calò,ITA,Santeramo in Colle,,7997000.00,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
amministrazione@pec.unirig.it,UNIRIG SRL,ITA,FORLI (FC),,344936.55,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
amm@pec.ecolaserinformatica.it,ECOLASER INFORMATICA - S.R.L.,ITA,Roma,,536028.33,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
amnext@arubapec.it,AM-NEXT S.R.L.,ITA,Bari,,7997000.00,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
amodio.uno@libero.it,ANGELO AMODIO S.R.L.,ITA,Taranto,,837096.54,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anabel.vazquez@proconsi.com,"PROCONSI, S.L.",ESP,León,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
ana.bredahl@lyreco.com,Lyreco Finland Oy,SWE,Vantaa,,468000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anamaria.moreno@antalis.com,ANTALIS IBERIA S.A.,ESP,Velilla de San Antonio,,3048340,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
ana@reprocana.es,"REPRODUCCIONES OCAÑA, S.L.",ESP,GRANADA,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anaseabra@seabratavares.com,"SEABRA TAVARES- Formulários, Lda",PRT, VILA NOVA DE GAIA,www.seabratavares.com,217780,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anbud@abaskol.se,ABA Skol Aktiebolag,SWE,MALMÖ,,8000000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anbud@abenaab.se,Abena AB,SWE,Växjö,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anbud.boras@staples-solutions.com,Staples Sweden AB,SE,Boras,http://www.staplesnetshop.se,15000000.0,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anbud.corporate.se@lyreco.com,Lyreco Sverige AB,SE,BORAS,https://www.lyrecocontract.se/web/ePortal/,680220000.0,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anbud.corporate.SE@lyreco.com,Lyreco Sverige AB,SWE,BORÅS,,60000000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anca.nica@certsign.ro,CERTSIGN,RO,Bucuresti,www.certsign.ro,18232353.81,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andanimpex@yahoo.com,ANDAN IMPEX,ROU,Focsani,https://www.andanimpex.ro,58850,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anders.gester@nordlo.com,Nordlo Mitt AB,SWE,Falun,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
anders.lindstrom@olsonic.se,Olsonic AB,SE,MOLNDAL,http://www.olsonic.se,680220000.0,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andrea.lunau@nagels.com,Nagels Druck GmbH,DEU,Kempen,,238102.8,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andreas@antnicolaides.com,Ant. A. Nicolaides-Sanitools Ltd.,CY,Nicosia,https://www.eprocurement.gov.cy,335899.0,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andreas@bensegger.de,Bensegger GmbH,DE,Rosenheim,http://www.bensegger.de,316239.69,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andreas.oeing@isfort.ms,ISFORT GmbH & Co.KG,DEU,Münster,,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andreas@spendbyexitia.se,Spend by Exitia AB,SE,Uppsala,,1000000.0,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andreas.stockinger@enilive.com,Enilive Austria GmbH,AUT,Wien,,38400000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andreas.wilms@officexpress.de,OfficeXpress GmbH,DEU,Kamp-Lintfort,,0.01,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andrea.wilfinger@welog.at,Welog Gmbh & CO KG,AUT,Ilz,,108300000,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andrei_voicu@eutron.ro,EUTRON INVEST ROMANIA,ROU,Bucuresti,https://www.eutron.ro,885600,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andre.schenk@evatecnet.com,Evatec Europe GmbH,DEU,Aschheim,,0.01,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
andres.ubeda@trazins.com,GESTION Y TRAZABILIDAD DEL INSTRUMENTAL QUIRURGICO SL,ESP,Barcelona,,98034.72,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
ang@ang.gr,A & G PAPER ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΕΜΠΟΡΙΑΣ ΚΑΙ ΕΠΕΞΕΡΓΑΣΙΑΣ ΧΑΡΤΟΥ,GRC,ΚΡΥΟΝΕΡΙ ΑΤΤΙΚΗΣ,,427800,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
ang@angpaper.gr,A G PAPER AEBE,GRC,ΚΡΥΟΝΕΡΙ ΑΤΤΙΚΗΣ,,1147049.85,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
AnG@AnGpaper.gr,A&G PAPER Α.Ε.Β.Ε.,GRC,ΕΛΛΑΔΑ,https://www.angpaper.gr/,,pulp_paper,"Brazil, Chile, Uruguay (Suzano, CMPC, UPM)"
