email,company,country,city,website,contract_value,sector,suppliers
administracion@aridosanaya.es,ARIDOS ANAYA SL,ESP,CASTELLAR,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@aridoslopez.com,Áridos López S.L.U,ESP,Villena,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@arvisa.net,"UTE CYCASA CANTERAS Y CONSTRUCCIONES S.A. - CANTERAS AVILA S.L. - ARIDOS DE VILLACASTIN S.A. - INFRAESTRUCTURAS Y CANTERAS, S.L.",ESP,Bilbao,,1339641.9,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@atesur.es,ARIDOS TRANSPORTES Y EXCAVACIONES DEL SUR,ESP,CARTAYA,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@avdos.es,Audiovisuales Avellán S.L.,ESP,PATERNA,,89265.14,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@canteracarranza.com,"CANTERA CARRANZA - KARRANTZA HARROBI, S.L. ",ESP,ABANTO Y ZIERBENA,,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@canteras-cuarcita.com,CANTERAS DE CUARCITA S.A.,ESP,Onzonilla,,800000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@canterassantabarbara.com,"CANTERAS SANTA BARBARA, S.L.U.",ESP,NIJAR,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@carmelolobera.com,"Áridos y Excavaciones Carmelo Lobera, S.L.",ESP,ZARAGOZA,,0.17,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@ceramicaasclepiades.com,"ASCLEPIADES FERNANDEZ, S.L. ",ESP,Santa Cruz de Mudela (Ciudad Real),,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@citisend.io,CITISEND-URD SL,ESP,Lleida,,1250000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@dem-iberica.com,DAVID PÉREZ CABALLERO,ESP,Murcia,,125500,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@dionisioruiz.es,"DIONISIO RUIZ, S.L.",ESP,Logroño (La Rioja),,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@eltrini.es,"SUMINISTROS Y PINTURAS EL TRINI, S.L.",ESP,ARCOS DE LA FRONTERA,,558410.08,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@exmisur.com,UTE OFITAS DE CERRO SILLADO SL - ARIDOS Y DERIVADOS EXMISUR SLU ,ESP,Vitoria,https://www.qdq.com/canteras-ofitas-de-cerro-sillado-526472,830357.5,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@gesatran.com,"Gestión de Áridos y Transportes de Aragón, S.L.",ESP,Cuarte de Huerva,,0.17,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@gestion99.com,"RECICLADOS SOSTENIBLES, S.L.",ESP,Valladolid,,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@gruposereno.es,"PROYECTOS HELUMAN, S.L.",ESP,ALCALA DEL RIO,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@herretam.com,"HERRETAM, S.L.U.",ESP,Santiago de Compostela,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@hierrosvelez.com,"Hierros Velez, S.A.",ESP,Velez Malaga,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@hnosvique.com,EXCAVACIONES HERMANOS VIQUE S.L.,ESP,Almeria,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@hormigonesacedo.com,"HORMIGONES ACEDO, S.L.",ESP,Antequera,,93792,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@hormigonesfraga.es,"HORMIGONES FRAGA, S.L.",ESP,FRAGA,,0.17,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@hormigonesreinares.com,hormigones reinares sa,ESP,Calahorra,,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@juliobaza.com,"Julio Baza, S.A.",ESP,Baza,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@losjustos.com,OBRAS Y SERVICIOS LOS JUSTOS S.L.,ESP,PUEBLA DE DON FADRIQUE,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@mapilo.es,"TRANSPORTES MAPILO, S.A.",ESP,Alfaro,,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@mavegasl.com,"BOMBEOS ARCENSES, S.L.",ESP,ARCOS DE LA FRONTERA,,558410.08,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@nogalescarrillo.com,"NOGALES CARRILLO, S.L.",ESP,PUEBLA DE LA CALZADA,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@nordiberica.com,"NORD EASY IBERICA, S.L.U.",ESP," Madrid, Comunidad de ",,248820,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion.olga@transapaval.com,"TRANSAPAVAL, S.L.",ESP,REVENGA ,,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@quinsa.es,"Canteras y Hormigones Quintana, S.A.",ESP,Ambrosero,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@rototank.com,"ROTOTANK, S.L.",ESP,Alicante,,260000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@sevenpoolscanarias.com,"SEVEN POOLS CANARIAS, S.L.U.",ESP,Ingenio,,98760,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@sevillanevado.com,VILLAR DEL REY NATURAL STONES S.L.,ESP,CACERES,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@tallereslopezborton.es,"TALLERES LOPEZ BORTON, S.L.",ESP,Bunyola,,67072.61,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administracion@zubeton.com,"ZUBETON, S.L.",ESP,ZUERA ,,0.17,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
administration@scmr.re,SCMR,FRA,Saint-Paul,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
adminlavola@anthesisgroup.com,"LAVOLA 1981, SAU",ESP,Manlleu,,1004000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
admon@imanox.es,IMANOX LEVANTE SOCIEDAD LIMITADA,ESP,Llíria,,319260,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
adriandrutu@gmail.com,Geobest Construct,ROU,Visan,,2099575,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
adrian.ranzburg@gmail.com,QUICK MED SOLUTIONS S.R.L.,ROU,Bucuresti,https://www.quickmedsolutions.ro,1156740,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
advcompoeco@orange.fr,COMPOECO,FRA,Tarbes,,800000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ae87@neometrixgroup.com,Neometrix Defence Limited,IND,Noida,,206000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
afemeimarius@gmail.com,EDIL STONE,RO,Iasi,,2523350.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aga_trans_srl@yahoo.com,AGA TRANS,RO,Dorohoi,,829133.6,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
agec@agec-sa.com,SASU AGEC,FRA,LAHONCE,,352394.02,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
agence.arve@colas.com,COLAS,FRA,Bonneville,,600000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
agicur@wanadoo.fr,ARGICUR,FRA,Le Buisson-De-Cadouin,,995670,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aglomsa@aglomsa.com,AGLOMERADOS MALLORCA S. A,ESP,PALMA,,103237.54,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
agr@agr-residuos.com,ACTIVIDADES DE GESTIÓN DE RESIDUOS S.L.U.,ESP,Lastrilla (La),,171854,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
agripublic@agris.pt,"Agripublic, Unipessoal, Lda",PRT,Cadaval,,1523020.20,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
agris@agris.pt,"Agripublic, Unipessoal, Lda.",PRT,Lisboa,https://agris.pt/,330805,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
a.guillerminat@sbscholding.fr,CARRIERE DU BASSIN DE BRIVE - LOT 1 & LOT 3,FRA,CHASTEAUX,https://sbc-holding.fr/site/crochet/,460000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
agustinsanz@esama.es,"NIVELACIONES Y DESMONTES ESAMA, S.L.",ESP,Golmayo,,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
 a.hiszpanski@o2.pl,"Arkadiuszem Hiszpańskim, przedsiębiorcą prowadzącym działalność gospodarczą pod nazwą Mesta Arkadiusz Hiszpański",POL,Poświętne,,979000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ahlsell@tenders.se,Ahlsell Sverige AB,SWE,STOCKHOLM,,6000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aigars@minmat.lv,"SIA ""Minerālie materiāli""",LVA,Rauna,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
a.karakatsanis@athens.gr,ΔΗΜΟΣ ΑΘΗΝΑΙΩΝ,GRC,ΑΘΗΝΑ ,,295427.2,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aki.hyotylainen@mikkelinautokuljetus.fi,Mikkelin Autokuljetus Oy,FIN,Mikkeli,,250000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aki@pmoy.fi,Pielisen Maanrakennus Oy,FIN,Juuka,,250000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aki.putkinen@gmail.com,Maanrakennus A. Putkinen Oy,FIN,Kouvola,,250000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
akquise@ten.de,"TEN Ingenieure GmbH
",DEU,"Aachen
",https://www.ten.de,923946.78,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alab@alab.com.pl,ALAB Sp. z o.o.,POL,Warszawa,,981336,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alain.payan@colas.com,AGENCE COZZI - COLAS FRANCE,FRA,Annot,,460000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alain.vanderheyden@rentokil-initial.com,INITIAL BELUX,BE,Schelle,https://www.initial.com/be/,226627.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alan.mackovic@kamen-psunj.hr,Kamen-Psunj d.o.o.,HR,Okucani,,33966550.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
albert.heinonen@ncc.fi,NCC Industry Oy,FIN,HELSINKI,https://www.ncc.fi/,2000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
albinas@jurbarkokarjerai.lt,UAB Jurbarko karjerai,LTU,Tauragė,www.jurbarkokarjerai.lt,265675,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alejandro@opp2002.com,OPP 2002 OBRA CIVIL S.L.,ESP,Villarcayo,,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aleksandra.urbaniak@draeger.com,Dräger Polska sp. z o. o.,POL,Warszawa,,134989.2,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ales.hapala@expono.cz,"EXPONO, a.s.",CZ,Ostrava,,16759650.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alexander.fundin@ilabcontainer.se,ILAB Container AB,SWE,Tranås,,9671000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alexander.krafft@four-pack.de,Four Pack GmbH,DEU,Hude,,949250.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alexander.weber@skanska.se,Skanska Industrial Solutions AB,SWE,Rosersberg,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alexandre.gueret@colas.com,SOCIETE ROUTIERE DU MASSIF CENTRAL ET DU LIMOUSIN,FRA,Vebret,,800000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alexandre.journaud@framatome.com,FRAMATOME,FRA,Courbevoie,https://www.framatome.com,11592191,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alexandru.tiganus@holcim.com,HOLCIM (ROMANIA),ROU,Bucuresti,https://www.holcim.ro,247757.42,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alex.hagerstrom@ncc.se,NCC Industry Aktiebolag,SWE,SOLNA,,15000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alfasolsk2@gmail.com,"Alfasol, s. r. o.",SVK,Bratislava - mestská časť Staré Mesto,,333332.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alfred.born@gquadflieg.de,G.Quadflieg GmbH Bauunternehmung,DEU,Würselen,,3760693.35,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
algae@synoxis.com,SAS SYNOXIS ALGAE,FRA,LE CELLIER,,12500000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
allar@ruukivi.eu,Ruu Kivi Osaühing,EST, Saaremaa vald,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
allgoengineering@yahoo.com,Allgo Mechanical Engineering ,IRL,Derry,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alser.power369@gmail.com,ALSER POWER S.R.L.,ROU,Sacele (Brasov),https://www.echipamentedepadure.ro,1462520,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
alstom.lecco@legalmail.it,RTC Alstom Ferroviaria SpA (mandataria) 51% con Iselfa Srl (mandante) 49%,ITA,Pescate,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aluminium@sag.at,Alutech Gesellschaft m.b.H,AT,Lend,,1950400.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
AMARCDHPP@PEC.EDSLEGAL.IT,AMARC DHP S.r.l.,ITA,Milano,,1732586.96,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
amesa@contenur.es,"CONTENUR, S.L.",ESP,GETAFE,,28,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
amg@salt.no,Saltimport AS,NOR,Bergen,,17000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ammasteel@yahoo.com,AMMASTEEL MET SRL,RO,Ploiesti,,44807.75,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
 amministrazione@ampere.com,A.M.P.E.R.E. Italia S.r.l.,ITA,Milano,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
amministrazione@pec.urbaniasrl.it,URBANIA SRL,ITA,PALERMO,,189288.83,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
amministrazionetecamsrl@pec.it,TEC.AM S.R.L.,ITA,Albino,,475000.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anbud@stjarnurmakarna.se,Stjarnurmakarna Aktiebolag,SE,Stockholm,,2600000.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
Anbudvagdrift7780@peab.se,Peab anläggning AB,SWE,Ängelholm,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anca@custodia.ro,Custodia Group,RO,Bucuresti,www.custodia.ro,1388400.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andela@andela-bg.com, ,BG,. ,,1266000.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anders@bgg-service.se,BGG-Service AB,SWE,Arvika,,2080000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anders.caris@swerock.se,Kungsörs Grus AB,SWE,Kungsör,,35000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anders@techpack.se,TechPack in Scandinavia AB,SWE,ÖRKELLJUNGA,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ando@septox.hu,"Septox Egeszsegugyi Hulladekokat Gyujto, Szallito es Artalmatlanito Korlatozott Felelosegu Tarsasag",HU,Budapest,,274366575.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andrea.novello@omp-italia.com,OMP ENGINEERING SRL,ITA,Dueville,,1681900,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andreas.andersson1@ncc.se,Ncc Industry AB,SWE,Östersund,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andreas@backstroms.se,Bäckström Stockholm Aktiebolag,SWE,HÄGERSTEN,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andreas.berner@bccab.com,Björkemar Construction & Consulting BCC Aktiebolag,LVA,Landskrona,,0.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
Andreas.berner@bccab.com,Bjorkemar Construction & Consulting BCC Aktiebolag,SWE,Landskrona,,572599.80,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andreas.ellmauer@sag.at,SAG New Technologies GmbH,AUT,Lend,,1476480,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andreas@foxberg.ee,Foxberg OÜ,EST, Rae vald,,84960.04,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andreas.groth@stenarecycling.se,Stena Recycling AB,SWE,Borlänge,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andreas.karlsson@norrvidinge.se,Norrvidinge Lastbilscentral AB,SWE,Helsingborg,,36000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andreas.pettersson@lantzmetall.se,Lantz Järn & Metall i Dalarna AB,SWE,Borlänge,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andrea.szigetfu@huntraco.hu,Huntraco Kereskedelmi és Szolgáltató Zrt,HUN,Budaörs,https://www.huntraco.hu,136331385.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andrej.jedlicka@rtc-engineering.com,REVOL TT CONSULTING SRO,SVK,TRNAVA,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andrescaper@hotmail.com,"YOLANDA PEREZ RAMOS,S.L. ",ESP,MELILLA ,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andres.lagares@contenur.es,Contenur S.L.,ESP,Getafe,,369502,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
andre.zebahl@rts-gmbh.de,RTS GmbH Gebäudedienstleistungen,DEU,Kupferzell,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anette.brattaker@swerock.no,Swerock AS,NOR,Oslo,,160000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anettesheim@roggendorf-art.de,Roggendorf fine art - master packer GmbH,DEU,Köln,,0.01,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anga@anga.pl,„ANGA” Sp. z o. o. z siedzibą w Gdańsku,POL,Gdańsk,,7107093.75,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
angebote@grube.de,Grube KG,DEU,Bispingen,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
angelotudisco@ecoplast-srl.it,Ecoplast S.r.l.,ITA,Gela,,178888.91,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
angel.salazar.mateo@hotmail.com,"CONTRATAS Y MOVIMIENTOS DE TIERRAS CARMIN, S.L.",ESP,"Barrios, Los",,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
angel.tunon@saniplast.es,SANIPLAST SOLUCIONES SOSTENIBLES DEL AGUA SLU,ESP,Meres-Siero,,247884.25,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anlagenbau-und-service@jhk.de,J.H.K. Anlagenbau und Service GmbH & Co. KG,DEU,Bremerhaven,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anlaggning@wetternlogistik.se,Wettern Logistik AB,SWE,GRÄNNA,,15000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
annalisa.lazzari@eurosintex.com,Eurosintex S.p.a.,ITA,Ciserano,,501680.20,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
annamaria.ruuskanen@rudus.fi,Rudus Oy,FIN,49490,,5000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anna.sitarz@brenntag.com,Brenntag Polska Spółka z o.o. ,POL,ul. J. Bema 21Kędzierzyn-Koźle,https://www.brenntag.com/pl-pl/,1298000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ann-maj.niemi@rudus.fi,Rudus Oy,FIN,Helsinki,,1905000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ansaldonucleare@ann.ansaldoenergia.com,Ansaldo Nucleare S.p.A.,ITA,Genova,,3734552.70,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ansar@ansar-analitika.hr,Ansar-analitika d.o.o.,HR,Zagreb,,517048.0,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
antoine.garrido@carrieres-malet.fr,SOCIETE DES CARRIERES DE PEYREBRUNE,FRA,Toulouse,,6000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
antoine.vellicos@tokheimservices.com,TOKHEIM SERVICES FRANCE,FRA,Le Plessis-Robinson,,2000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
anton.svanberg@steriks.se,S:t Eriks AB,SWE,STAFFANSTORP,,7000000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
antti.kaukonen@kaukomaa.fi,Kaukomaa Oy,FIN,ROVANIEMI,,2660000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
antti.niinimaki@kymp.net,Käävänkylän maansiirto ky,FIN,Käävänkylä,,250000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
antti.rantakari@karjaanktk.fi,Karjaan KTK Oy,FIN,KARJAA,,1905000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
antti.ryhanen@nakuoy.fi,NAPAPIIRIN KULJETUS OY,FIN,ROVANIEMI,,2660000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ao.alfi-im@airliquide.com,AIR LIQUIDE France Industrie,FRA,PARIS,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aobaures@prolians.eu,ETS BAURES-PRODUITS METALLURGIQUES,FRA,Montpellier,,1200000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ao.cryopal@cryopal.com,CRYOPAL,FRA,BOUSSY-SAINT-GEORGES,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aodcpaca@prolians.eu,Prolians Provence Côte d'Azur,FRA,La Garde,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ao.environnement@blard.fr,BLARD ENVIRONNEMENT,FRA,PONT-AUDEMER CEDEX,,2400000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
ao@hervegroupe.fr,HERVE SAS,FRA,Juigne Des Moutiers,,1860000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aomarche@airproducts.com,AIR PRODUCTS SAS,FRA,Aubervilliers,,300000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
appalti@dalbenspa.com,DAL BEN SPA,ITA,SAN STINO DI LIVENZA,,,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
appalti@pec.ecologia.re.it,ECOLOGIA SOLUZIONE AMBIENTE S.p.A. a socio unico,ITA,BIBBIANO (RE),,3511438,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
appels-offres@kmoreau.fr,CARRIERES KLEBER MOREAU,FRA,Pouzauges,,3200000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
aqua-sopot@aqua-sopot.com.pl,AQUA-Sopot Sp. z o.o.,POL,Sopot,,2235000,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
archimedesrls@pec.it,ARCHIMEDE SRLS,ITA,NAPOLI (NA),,670147.36,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
archimedetecnologie@libero.it,ARCHIMEDE,ITA,Napoli,,755217,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
areino@grupo-sp.es,GRUPO SP LORCA S.L.,ESP,LORCA,,73044.48,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
areitio@amantegui.com,"ARIDOS Y HORMIGONES DE LOSA, S.L.U.",ESP,DURANGO (VIZCAYA),,1.00,copper,"Chile, Peru (Codelco, Antamina, Southern Copper)"
