company_name,email,country,city,website,address,contract_value,authority,authority_country,cpv,notice_id,year
HADERSLEV EL-TEKNIK ApS,aa@el-teknik.dk,DNK,Haderslev,,Norgesvej 51 E,19900000,PROVAS HOLDING A/S,DNK,50711000,183514-2024,2024
A-Flex ApS,aah300@gmail.com,DNK,Kongens Lyngby,,Maglebjergvej 6,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
emagine A/S,aajn@emagine.org,DNK,København SV,,"Sydhavnsgade 16, 2.",4193000000,Staten og Kommunernes Indkøbsservice A/S,DNK,72000000,349254-2025,2025
Bitware ApS,aak@bitware.dk,DNK,Roskilde,,Kildehusvej 22,3617507930.00,Staten og Kommunernes Indkøbsservice A/S,DNK,48000000,504876-2024,2024
BMS A/S,aalborg@bms.dk,DNK,Aalborg,,Sofiendalsvej 94,6500000,Gas Storage Danmark A/S,DNK,60181000,566282-2025,2025
C.F.Mller Danmark A/S,aalborg@cfmoller.com,DNK,Aalborg,www.cfmoller.com,Strandvejen 17,15732142.0,"Aalborg Kommune, By og Land",DK,71000000,612091-2022,2022
"Kirkens Korshær, Aalborg",aalborg@kirkenskorshaer.dk,DNK,Aalborg,,Søndergade 14,10725000,Aalborg kommune,DNK,85310000,95145-2024,2024
NIRAS A/S,aalborg@niras.dk,DNK,Aalborg,,,1050000000,Forsvarsministeriets Ejendomsstyrelse,DNK,71000000,704530-2024,2024
EPICO-IT A/S,aal@epico.dk,DNK,Ballerup,,Borupvang 2C,777975000,Andel Holding A/S,DNK,72000000,402124-2025,2025
Martin Aalykke Jensen,Aalykke_89@hotmail.com,DNK,Nørre Nebel,,,12111222,Naturstyrelsen,DNK,77100000,346995-2025,2025
AAM Bus ApS,aambus7944@gmail.com,DNK,Glostrup,,Farverland 4,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Aspau service,aamir786@live.dk,DNK,Rødovre,,Rødovrevej 112,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Kemp & Lauritzen A/S,aam@kemp-lauritzen.dk,DNK,Albertslund,,Roskildevej 12,,Egedal Fjernvarme,DNK,45330000,518780-2025,2025
Aage Olesen Transport V/Aage Olesen,aaot@sol.dk,DNK,Gedved,,Kirkevej 37,7200000,Skanderborg kommune,DNK,90600000,491832-2025,2025
ERIK Arkitekter,aarhus@erik.dk,DNK,Aarhus C,,"Mindet 2, 2. sal",4628461.6,AL2bolig,DK,71000000,357182-2021,2021
Jorton A/S,aarhus@jorton.dk,DNK,Aarhus,https://www.jorton.dk/,Robert Fultons Vej 16,41533500,Danmarks Nationalbank,DNK,45262300,228241-2025,2025
LINK arkitektur A/S,aarhus@linkarkitektur.dk,DNK,Aarhus,,,113700000,Byggeskadefonden,DNK,71000000,100901-2025,2025
Niras,aarhus@niras.dk,DNK,Aarhus C,https://www.niras.dk/,Ceres Allé 3,,Region Midtjylland,DNK,71000000,39204-2025,2025
P + P Arkitekter A/S,aarhus@pplusp.dk,DNK,Aarhus C,https://pplusp.dk/,"Kystvejen 17, 5",2665350,H. Skjøde Knudsen A/S,DNK,71000000,723805-2025,2025
AART architects A/S,aart@aart.dk,DNK,Aarhus C,https://aart.dk/,Marianne Thomsens Gade 1c,,Bovia Administrationsselskab,DNK,71000000,403028-2024,2024
JCT Consult ApS,a@asmussen.link,DNK,Værløse,,,250000,Danmarks Tekniske Universitet - DTU,DNK,73200000,415940-2025,2025
Badi-II ApS,a_baadi@hotmail.com,DNK,Odense,,,1414937765,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,681656-2025,2025
Foreningen Taxa f.m.b.a.,ab@aarhus-taxa.dk,DNK,Århus V,,Sommervej 10,1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Hørkram Foodservice A/S,aba@hoka.dk,DNK,Sorø,,Centervej 1,53592155,Andel Holding A/S,DNK,15000000,801462-2025,2025
Brødsgaard ApS,ab@brgaard.com,DNK,Brabrand,,Gjellerupvej 104 A,,Aarhus Kommune,DNK,45000000,92886-2025,2025
Allaham bus,abd20023455@hotmail.com,DNK,Holbæk,,agervang 21.3tv.,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
JAD.A APS,abd71821158@gmail.com,DNK,SMØRUM,,RÅDHUSLUNDEN 5B,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
AB Dental Service,abdental@abdental.dk,DNK,Silkeborg,,A.C. Illumsvej 27,450000,Ringkøbing-Skjern Kommune,DNK,33130000,136063-2024,2024
Vognmand Farah,abdifatah2699@hotmail.com,DNK,Brønshøj,,Ruten 211 2.2,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
kalicar ApS,Abdirasak2009@hotmail.com,DNK,Odense NØ,,Egeparken 174 2 th,1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Abdi Rizak Ali ApS,abdirizakali294@gmail.com,DNK,Odense NØ,,Åsumvej 69,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
ELY Flex ApS,abdo.elias2015@gmail.com,DNK,Humlebæk,,"Ida Tesdorpfsvej 4B, 2. tv",400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Dralle A/S,ab@dralle.dk,DNK,Hørsholm,,,4495000,Naturstyrelsen,DNK,71355000,205343-2025,2025
AAD/APS,abdul2609@gmail.com,DNK,Glostrup,,hovedvejen 102 1.4,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
AbdulApS,abdulaps114@gmail.com,DNK,Odense Nø,,,1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Dukaan.dk,abdul@dukaan.dk,DNK,Søborg,,Vandtårnsvej 62 A,12000000,Brøndby Kommune,DNK,85312200,90584-2024,2024
Vognmand AK,a_bdul@hotmail.com,DNK,Brønshøj,,Ruten 239 1.4,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
ANDIAMO,abdulwase_omer@hotmail.com,DNK,herlev,,"toggangen 27,2 tv",400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Abena A/S,abena@abena.dk,DNK,Aabenraa,,Egelund 35,7000000,Københavns Kommune - Økonomiforvaltningen,DNK,19640000,143058-2025,2025
Sweco Danmark A/S,abhs@bane.dk,DNK,København ,,Ørestads Boulevard 41,24000000,Banedanmark,DNK,71600000,297454-2024,2024
Alm. Brand Leasing A/S,abjsro@almbrand.dk,DNK,Kbenhavn ,,Midtermolen 7,0,SERVIA A.m.b.a.,DK,34136000,357785-2021,2021
Severin A/S,abl@severinkursuscenter.dk,DNK,Middelfart,,Skovsvinget 25,934000000,Staten og Kommunernes Indkøbsservice A/S,DNK,55000000,317988-2025,2025
Comwell Kolding,abm@comwell.com,DNK,Kolding,,Skovbrynet 1,6548429,KL,DNK,55120000,422596-2025,2025
UCL Erhvervsakademi og Professionshøjskole ,abmi@ucl.dk,DNK,Odense M,https://www.ucl.dk/,Niels Bohrs Allé 1,1300000,Social- og Boligstyrelsen,DNK,80000000,60350-2024,2024
Codan Forsikring A/S,abpere@almbrand.dk,DNK,Frederiksberg C,https://www.codan.dk/,Gammel Kongevej 60,5643255, Frederiksborg Brand og Redning,DNK,66510000,61151-2024,2024
Per AarslffA/S,abr@aarsleff.com,DNK,Odense S,,Handelsvej 20,5200000.0,VandCenter Syd,DK,45232000,463315-2023,2023
Alm. Brand Forsikring,abrbtm@almbrand.dk,DNK,Kbenhavn ,,Midtermolen 7,7985500.0,Willis Towers Watson,DK,66515000,044651-2020,2020
ABS Alarm og Sikkerhed A/S,abs@absalarm.dk,DNK,Greve,,,30000000,Skatteforvaltningen,DNK,31625300,415944-2024,2024
3x9 Aps,abshir3x9@gmail.com,DNK,Odense NØ,,"Egeparken 152. 2, th",1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
STEENBERGs tegnestue ApS,ab@steenberg.dk,DNK,Rønne,,Aakirkebyvej 27,2154000,Bornholms Regionskommune,DNK,71000000,578692-2024,2024
Specialklinik for Tandregulering ApS,ab@tandreg.dk,DNK,København K,,Hauser Plads 20,56000000,Tandreguleringen I/S,DNK,85130000,182345-2025,2025
TEKT A/S,ab@tekt.dk,DNK,Esbjerg,,"Skolegade 85, 1",16000000,"Esbjerg Kommune, Ejendomme",DNK,71000000,42387-2024,2024
KMD A/S,abv@kmd.dk,DNK,Ballerup,,Lautrupparken 40,45000000,Aalborg kommune,DNK,72000000,239076-2025,2025
VBT A/S,abw@vbt-as.dk,DNK,Glostrup,,Farverland 1a,272580283,Trafikselskabet Movia,DNK,60000000,743839-2025,2025
BI Asset Management Fondsmæglerselskab A/S ,ach@bankinvest.dk,DNK,Copenhagen,https://bankinvest.dk/,Bredgade 40,12250000,Lønmodtagernes Dyrtidsfond ('LD Pensions'),DNK,66140000,401324-2024,2024
achcitytrafik,achcitytrafik@gmail.com,DNK,københavn,,"tomsgårdsvej 69 st,tv",400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Danx A/S,ach@danx.dk,DNK,Ishøj ,,Vejleåvej 9,3600000,Københavns Universitet,DNK,64113000,530359-2024,2024
BVI Danmark A/S,acp@dj-instrumenter.dk,DNK,Copenhagen V,,Axeltorv 2,7276459,Region Sjælland,DNK,33100000,199931-2025,2025
HEEDS A/S,acr@heeds.dk,DNK,Svendborg,,Grønnemosevej 5,2.611040,Forsvarsminiteriet Materiel- og Indkøbsstyrelsen,DNK,42000000,366309-2024,2024
Signalteknik ApS,ac@signalteknik.dk,DNK,Vejle,,Knabberupvej 25,6349200,Banedanmark,DNK,71000000,293795-2024,2024
 FEI EUROPE B.V. - BRANCH DENMARK,adam.fuller@thermofisher.com,DNK,København ,,,15750000,Syddansk Universitet,DNK,38000000,262689-2024,2024
Lekolar A/S,adam.kadosh@lekolar.dk,DNK,Glostrup,,"Sydvestvej 21, 4.",922500,Assens Kommune,DNK,48912000,24167-2025,2025
Adams Have ApS,adamshave@ebhbyg.dk,DNK,Mårsø,https://adamshave.dk/,Mårsøvej 4,33385856,"MNV Bolig, afdeling 70 59",DNK,45000000,635303-2024,2024
Ranlytics Limited,adam.stott@ranlytics.com,DNK,Esbjerg,https://www.ranlytics.com/,"C/O Revisionscentret 5R Esbjerg ApS Frodesgade 109, 1",8500000,Commission for Communications Regulation,IRL,98110000,141795-2024,2024
SUPERFLEX,adam@superflex.net,DNK,Copenhagen,https://superflex.net/,Nyborggade 13,1500000.0,"Region Skane, Regionfastigheter",SE,92311000,644337-2023,2023
Adecco A/S,adecco@adecco.dk,DNK,Frederiksberg,,"Falkoner Alle 1, 4 sal",8500000.0,Kbenhavns Kommune - konomiforvaltningen,DK,79620000,257269-2020,2020
Bavarian Nordic A/S,adgu@bavarian-nordic.com,DNK,Gentofte,,Philip Heymans Alle 3,,Adda Inköpscentral AB,SWE,33651600,466848-2025,2025
VIEGAND MAAGOE AS,adil@viegandmaagoe.dk,DNK,KOBENHAVN,,NORRE SOGADE 35,,"European Commission, DG CLIMA - Climate Action",BEL,90000000,800419-2025,2025
H.J. HANSEN RECYCLING A/S,adk@hjhansen.dk,DNK,Odense C,,Havnegade 110,24012120,SVENDBORG AFFALD A/S,DNK,90510000,697050-2025,2025
Cephalon A/S,administration@cephalon.eu,DNK,Nörresundby,,Sundsholmen 29,98000000,"Region Skåne, Koncernstab inköp och ekonomistyrning",SWE,33000000,55607-2025,2025
De 5 Stjerner A/S,administration@de5stjerner.dk,DNK,Hvidovre,,,138907361,Albertslund Kommune,DNK,90910000,694870-2024,2024
DAB,administrationsafdelingk@dabbolig.dk,DNK,Frederiksberg,,Finsensvej 33,1.0,Gribskov Kommune,DK,70330000,029106-2020,2020
Silkeborg Taxi ApS,administration@silkeborgtaxi.com,DNK,Hampen,,Valmuevej 9,1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Matchbiler A/S,admin@matchbiler.dk,DNK,Viby J,https://matchbiler.dk/,Fabrikvej 16,129359844.67,Staten og Kommunernes Indkøbsservice A/S,DNK,34000000,182531-2024,2024
Nordisk Rengøring,admin@nordiskrengoring.dk,DNK,Solrød,,,1,Boligforeningen AAB,DNK,45442100,241517-2024,2024
SmartRPA,admin@smartrpa.com,DNK,Kgs Lyngby,,Lottenborgvej 26,1766989355.96,Staten og Kommunernes Indkøbsservice A/S,DNK,48000000,249724-2025,2025
Somvision ApS,admin@somvision.com,DNK,Odense m,,"Ørnfeltvej 29, 1.th",1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Visikon ApS,admin@visikon.com,DNK,Risskov,,"Møllehatten 25, 2.1.",1766989355.96,Staten og Kommunernes Indkøbsservice A/S,DNK,48000000,249724-2025,2025
Keolis Danmark A/S,adm@keolis.dk,DNK,Glostrup,,,,Nordjyllands Trafikselskab,DNK,60112000,95552-2025,2025
Madsen & Kastberg VVS A/S,adm@m-k.dk,DNK,Rødovre,,,122000000,Rudersdal Kommune,DNK,45000000,50476-2025,2025
Polarize,adm@polarize.dk,DNK,Frederiksberg C,,Asmussens Alle 1,4000000,Danmarks Tekniske Universitet - DTU,DNK,38000000,101887-2025,2025
G. Tscherning A/S,adm@tscherning.dk,DNK,Hedehusene,https://tscherning.dk/,Guldalderen 32,74445500,Danmarks Nationalbank,DNK,45260000,749219-2024,2024
Væksthuset,adm@vaeksthus.dk,DNK,København S,,"Sundholmsvej 34, 1. sal",74100000,Københavns Kommune - Beskæftigelses- og Integrationsforvaltningen,DNK,85310000,670440-2024,2024
Vores Taxi ApS,adm@vorestaxi.dk,DNK,Ejstrupholm,,Søndermarken 3,1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Thermo Fisher Scientific- FEI Europe BV. Branch Denmark,adriana.parizatto@thermofisher.com,DNK,København,,,970000,University of Helsinki,FIN,38000000,33628-2024,2024
Meyers Contract Catering A/S,adus@meyers.dk,DNK,Nordhavn,,Kattegatvej 53,16000000.0,Kbenhavns Kommune - konomiforvaltningen,DK,55510000,337970-2021,2021
Bech-Bruun Advokatpartnerselskab,advokatudbud@bechbruun.com,DNK,Nordhavn,,Gdanskgade 18,,EIFO - Danmarks Eksport- og Investeringsfond,DNK,79000000,803597-2025,2025
twodat A/S,adwokat@merchel.com.pl,DNK,København V,,Gærtorvet 1,1292000,Ministerstwo Rolnictwa i Rozwoju Wsi ,POL,72610000,389013-2024,2024
DXC Technology Danmark A/S,a.dyreborg@dxc.com,DNK,Valby,,Retortvej 8,196169186,Udviklings- og Forenklingsstyrelsen på vegne af Skatteministeriets koncern,DNK,72000000,618935-2024,2024
Københavns Kommune,ae8n@kk.dk,DNK,København N,,Åboulevard 38,,Social- og Boligstyrelsen,DNK,85312300,777844-2025,2025
Lundbeck Pharma A/S ,aegi@lundbeck.com,DNK,Valby,https://www.lundbeck.com,Ottiliavej 9,,Amgros I/S ,DNK,33600000,759220-2025,2025
DHI A/S,ael@dhigroup.com,DNK,Hoersholm,,,115000,"Agência Portuguesa do Ambiente, IP",PRT,48100000,795018-2025,2025
Novo Nordisk Denmark A/S ,aenk@novonordisk.com,DNK,København S,https://www.novonordisk.dk/,"Kay Fiskers Plads 10, 7",,Amgros I/S ,DNK,33600000,671806-2024,2024
Scansolutions ApS,ae@scansolutions.dk,DNK,Albertslund,,Herstedvang 7C,1796789681.51,Staten og Kommunernes Indkøbsservice A/S,DNK,48000000,452934-2025,2025
Afridana A/S,afridana@afridana.dk,DNK,Albertslund,,Gadagervej 15,68380000,BIOFOS A/S,DNK,24310000,111617-2025,2025
af-service aps,afservice1984@gmail.com,DNK,Vallensbæk,,"Firkløverparken 2,3 Tv",400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Dst flex aps,aftab.mirza@outlook.dk,DNK,Solrød Strand,,Blokhusvej 1,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
BIL & CO. A/S,agc@bilogco.dk,DNK,Kolding,,Ambolten 5,3920393,Kolding kommune,DNK,34110000,775867-2025,2025
Lauritz.com Danmark A/S,ag@lauritz.com,DNK,Nivå,https://www.lauritz.com/da,Lyngebækgårds Allé 4,0,FS Ejendomsselskab A/S,DNK,79342400,793077-2024,2024
AGORA SOCIAL PRODUCTION ApS,agora@agora.as,DNK,København S,,,12000000,Aarhus Vand A/S,DNK,79000000,360244-2024,2024
Ramcon,ag@ramcon.dk,DNK,Birkerød,,Blokken 76,653821,Aarhus Universitet,DNK,38000000,162999-2025,2025
DAHL Advokatpartnerselskab,ags@dahllaw.dk,DNK,København K,,"Hammerensgade 6, 3.",121500000,Aarhus Kommune,DNK,79000000,745314-2024,2024
Carelink A/S,agy@carelink.dk,DNK,Randers SV,,Alsvej 21,6500000,Region Syddanmark,DNK,79625000,117630-2024,2024
AALBORG CSP A/S,aha@aalborgcsp.com,DNK,Aalborg,,Hjulmagervej 55,796500,Helen Ltd,FIN,42511110,230561-2025,2025
AHA bus ApS,ahabus23@gmail.com,DNK,Glostrup,,Farverland 4,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Andersen & Heegaard El A/S,ah@aogh.dk,DNK,Brøndby,,,122000000,Rudersdal Kommune,DNK,45000000,50476-2025,2025
Andersen & Heegaard El A/S,ah@aogh.net,DNK,Brøndby,https://aogh.net/,Knudslundvej 33,72747844,Danmarks Nationalbank,DNK,45300000,549672-2025,2025
Jørgensens Hotel,ah@byens-hotel.dk,DNK,Horsens,,Søndergade 17,934000000,Staten og Kommunernes Indkøbsservice A/S,DNK,55000000,317988-2025,2025
AH-Diagnostics A/S,ahdiagnostics@ahdiagnostics.dk,DNK,Tilst,www.ahdiagnostics.dk,Gammel Viborgvej 11a,10000000.0,Statens Serum Institut,DK,38430000,191555-2021,2021
GO Forlag A/S,ah@goforlag.dk,DNK,København V,,"Anker Heegaards Gade 2,",19187484.00,Staten og Kommunernes Indkøbsservice A/S,DNK,80420000,662492-2024,2024
Bridge Consulting A/S,ahj@bridgeconsulting.dk,DNK,København K,,"Købmagergade 11, 2.sal",54902833.00,Staten og Kommunernes Indkøbsservice,DNK,79000000,543100-2025,2025
Dekkou Flex APS,ahmad.ismail.diko@gmail.com,DNK,Ulstrup,,"Østergade 11,1",1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Taxikørsel 157 ApS,ahmadpal84@hotmail.com,DNK,Glostrup,,Farverland 4,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Ahmad Saad ApS,Ahmad_saad@live.dk,DNK,Odense C,,"Fynsgade 6, 1. 5.",1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
AMA flex APS,ahmadshahoud073@gmail.com,DNK,Slagelse,,"Klokkestøbergade 13, 4200 Slagelse",400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
RAWAL APS,ahmedrawalsy@gmail.com,DNK,KØBENHAVN,,BELLAHØJVEJ 119,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
ibrahim ApS,ahmetcorap@hotmail.com,DNK,svendborg,,ørbækvej 48 2.tv,1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Günes & Co. ApS,ahmet@leadthetalent.dk,DNK,Åbyhøj,https://www.leadthetalent.dk,Vesterløkken 4,28000000,Aarhus Kommune,DNK,80000000,662858-2024,2024
RTE APS,ahmetpolat2006@msn.com,DNK,Albertslund,,Topperne 4.1.leje11,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Meldgaard Miljø A/S,aho@meldgaard.com,DNK,Aabenraa,,Askelund 10,4837638.00,Kolding Kommune,DNK,90500000,380804-2025,2025
Mobilize Strategy Consulting,aho@mobilize-nordic.com,DNK,København V,https://mobilize-nordic.com/,"Vester Farimagsgade 15, 4.sal",3150000000,Staten og Kommunernes Indkøbsservice A/S,DNK,79000000,205359-2025,2025
Søren Knudsen Entreprenørforretning A/S,aho@skent.dk,DNK,Herning,,Virkelyst 70,,N1 A/S,DNK,45000000,832937-2025,2025
"BRUKER NORDIC DENMARK, FILIAL AF BRUKER NORDIC AB",a.hovgaard_pedersen@bruker.co,DNK,København K,,Havnegade 39,3636443,Sykehusbygg HF,NOR,33100000,273577-2025,2025
Bruker Nordic,A.Hovgaard_Pedersen@bruker.com,DNK,København K,,,4100000,Region Hovedstaden,DNK,38000000,285895-2024,2024
PD ELEVATOR A/S,ah@pdelevator.dk,DNK,Vojens,,Lysbjergvej 8 D,61637113,Kolding Stadion Tribune ApS,DNK,45000000,517401-2024,2024
Hirtshals Yard A/S,ahp@hirtshalsyard.dk,DNK,Hirtshals,,Jens Munksvej 1,650000000,Forsvarsministeriets Materiel- og Indkøbsstyrelse,DNK,50640000,79082-2024,2024
Forstas A/S,ahs@forstas.dk,DNK,Fredericia,,Prins Georgs Kvarter 3,9855892,Aalborg Universitet,DNK,77000000,36714-2025,2025
Tang Biler A/S,ah@tang-as.dk,DNK,Holstebro,,,23750000,Holstebro Kommune,DNK,34000000,403249-2024,2024
AI A/S,ai@ai.dk,DNK,København K,,Refshalevej 147,9471396.09,"Boligforeningen AAB, Afd. 113",DNK,71000000,559049-2024,2024
SecureIT ApS,aja@secureit.dk,DNK,Brønshøj,,Kobbelvænget 3,1766989355.96,Staten og Kommunernes Indkøbsservice A/S,DNK,48000000,249724-2025,2025
Nygård,ajblomgreen@mail.dk,DNK,Rødding,,Barslundvej 4,,Haderslev Kommune,DNK,90620000,742521-2025,2025
Insido ApS,aj@insido.dk,DNK,Allerød,,Allerød Stationsvej 4,125705996,Staten og Kommunernes Indkøbsservice A/S,DNK,72000000,261017-2025,2025
Simpel trafik,ajman.96@hotmail.com,DNK,Rødovre,,Maglekær 46 st. Tv,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
Meldgaard Miljø A/S,aj@meldgaard.com,DNK,Aabenraa,,Askelund 10,20419908.00,Vejle Kommune,DNK,90000000,411004-2024,2024
Dubex A/S,aka@dubex.dk,DNK,Søborg,,Gyngemose Parkvej 50,1358386833.00,Staten og Kommunernes Indkøbsservice A/S,DNK,48000000,294230-2024,2024
EG Danmark A/S,akarl@eg.no,DNK,Ballerup,,Lautrupvang 24,65234180,Domea.dk s.m.b.a.,DNK,72000000,283988-2025,2025
Dubex A/S,aka.tender@dubex.dk,DNK,Søborg,,Gyngemose Parkvej 50,1799349017,Staten og Kommunernes Indkøbsservice A/S,DNK,48000000,807050-2025,2025
CRECEA A/S,akc@crecea.dk,DNK,Aarhus C,,Kongsvang Alle 25,2400000.0,Socialstyrelsen,DK,79411000,612119-2022,2022
HF Transport,akdeniz46@gmail.com,DNK,Albertslund,,Topperne 1 3 31,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
COWI A/S,aker@cowi.com,DNK,Kgs. Lyngby,,Parallelvej 2,250000000,Fjernvarme Fyn Service A/S,DNK,71310000,459520-2024,2024
Akha ApS,akhapl98@gmail.com,DNK,København,,Midtfløjene 2 1 th,1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Akio ApS,akioaps@proton.me,DNK,Vejle,,,1700000000,"FynBus,Midttrafik,Sydtrafik",DNK,60000000,208801-2025,2025
Deloitte Statsautoriseret Revisionspartnerselskab,akirk@deloitte.dk,DNK,København S,https://www.deloitte.com/dk/en.html,WEIDEKAMPSGADE 6,3150000000,Staten og Kommunernes Indkøbsservice A/S,DNK,79000000,205359-2025,2025
AALBORG KONGRES & KULTUR CENTER,akkc@akkc.dk,DNK,Aalborg,https://akkc.dk/,Europa Plads 4,36321345,Udenrigsministeriet,DNK,55120000,516138-2024,2024
Bil & Co A/S,akp@bilogco.dk,DNK,Kolding,,Ambolten 5,303014,Aabenraa Kommune,DNK,34100000,426375-2025,2025
I/S AffaldPlus,akr@affaldplus.dk,DNK,Næstved ,,Ved Fjorden 20,97069700,Næstved Kommune,DNK,90513300,29676-2025,2025
Akrawi Flex ApS,akrawiflexaps@gmail.com,DNK,Hvidovre,,Vestre strandvej 2,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
AKTOR innovation ApS,aktor@aktor.dk,DNK,Kbenhavn NV,www.aktor.dk,Engsvinget 34,2000000.0,HOFOR A/S,DK,71800000,290699-2022,2022
2a Aps,Alaa_mezian@hotmail.com,DNK,Vanløse,,Linde alle 54 st th,400000000.00,Trafikselskabet Movia,DNK,60000000,74485-2025,2025
BDO STATSAUTORISERET REVISIONSAKTIESELSKAB,ala@bdo.dk,DNK,Aarhus C,,Vestre Ringgade 28,3286500,Svendborg Kommune,DNK,79000000,87085-2025,2025
