company_name,email,country,city,website,address,contract_value,authority,authority_country,cpv,notice_id,year
4roads s.r.o.,4roads@4roada.cz,CZE,Praha - Střešovice,,Slunná 541/27,1302690,Ředitelství silnic a dálnic s. p.,CZE,71315400,659458-2024,2024
4roads s.r.o.,4roads@4roads.cz,CZE,Praha - Střešovice,,Slunná 541/27,213000,Ředitelství silnic a dálnic s. p.,CZE,71242000,298186-2025,2025
4roads s.r.o.,4roads@roads.cz,CZE,Praha - Střešovice,,Slunná 541/27,,Ředitelství silnic a dálnic s. p.,CZE,71000000,408069-2025,2025
"TRÖDLER, s.r.o.",519519519@seznam.cz,CZE,Brod nad Dyjí,,Brod nad Dyjí 146,17990168.62,Státní pozemkový úřad,CZE,77110000,867534-2025,2025
"Ing. Štěpán Štarha, MBA",5678@567.cz,CZE,Štěpánov nad Svratkou,,,401850,Státní pozemkový úřad,CZE,71319000,480350-2025,2025
Miroslav Malý,7750599@seznam.cz,CZE,Nová Říše,,Želetavská 78,5024659,"Lesy České republiky, s.p.",CZE,77200000,652598-2024,2024
Jiří Haase,7jirihaase@seznam.cz,CZE,Jestřabí v Krkonoších - Roudnice,,Jestřabí v Krkonoších 17,42000000,Správa Krkonošského národního parku,CZE,77211500,4458-2025,2025
Jakub Zavadil,83zavadilj@gmail.com,CZE,Modrava,,Modrava 16,19111883,"Vojenské lesy a statky ČR, s.p.",CZE,77200000,270388-2025,2025
BIG LED SCREEN s.r.o.,98.98@seznam.cz,CZE,Ostravice,,Ostravice 362,7000000,"RBP, zdravotní pojišťovna",CZE,79340000,105658-2024,2024
A69 - architekti s.r.o.,a69@a69.cz,CZE,Cheb,https://www.a69.cz/,Valdštejnova 581/8,21430000,Město Klatovy,CZE,71000000,741730-2025,2025
"ATELIER 6, s.r.o.",a6@a6.cz,CZE,Praha - Žižkov,https://www.a6.cz/,Rokycanova 652/30,37500000,Město Kralupy nad Vltavou,CZE,71322000,694698-2024,2024
AaChutěŠumavy s.r.o.,aachutesumavyeu@gmail.com,CZE,Brloh,,Brloh 47,35908517.44,Správa Národního parku Šumava,CZE,77200000,250375-2025,2025
AAC  PRAGOCEL  s.r.o.,aacpragocel@aacpragocel.cz,CZE,Praha - Horní Počernice,http://www.aacpragocel.cz/,Jiřího ze Vtelna 1731/11,382000000,Severočeské doly a.s.,CZE,43620000,602110-2025,2025
ATELIÉRY BÁRTA s.r.o.,a@a.cz,CZE,Hořice,,Žižkova 312,12215575,Česká filharmonie,CZE,92312000,681425-2025,2025
Ing. arch. Anna Koukolova,a@annakoukolova.cz,CZE,Praha,,Zavadilova 1561/7,9669000.0,Statutarni mesto Jablonec nad Nisou,CZ,71200000,593673-2023,2023
ABA spol. s r.o.,aba@aba-reklama.cz,CZE,Praha 1,http://aba-reklama.cz/,Vlasska 349/15,1079934.0,"CEZ, a.s.",CZ,39294100,389506-2021,2021
Powertica Energie a.s.,a.bartonik@powertica.com,CZE,Praha - Nové Město,https://powertica.com/energie,V celnici 1031/4,473299696,"Vodovody a kanalizace Kroměříž, a.s.",CZE,09310000,488411-2025,2025
Powertica Energie a.s.,a.bartonik@powertica.cz,CZE,Praha - Nové Město,,V celnici 1031/4,8000000,Český statistický úřad,CZE,09310000,116912-2025,2025
"ABBAS, a.s.",abbas@abbas.cz,CZE,Brno - Královo Pole,,Edisonova 3023/5,786171,Národní muzeum,CZE,38636000,629204-2025,2025
EMJ s.r.o.,abc@abc.cz,CZE,Frýdlant,,K. Světlé 1121,68930768,"ČEZ Distribuce, a. s.",CZE,45231400,497279-2025,2025
Neuvedený (§26 ods. 9 ZVO),abc@abc.sk,CZE,-,,-,,"Západoslovenská distribučná, a.s.",SVK,44212263,71846-2024,2024
Phonexia s.r.o.,abecic2@mup.hr,CZE,Brno,,Chaloupkova 3002/1a,,MINISTARSTVO UNUTARNJIH POSLOVA,HRV,72222300,786992-2024,2024
"UNTRACO, s.r.o.",abena@untraco.cz,CZE,Ostrava,,Slavíkova 6139/18c,200000000,"Nemocnice Jihlava, příspěvková organizace",CZE,33140000,298515-2024,2024
"Vodňanská drůbež, a.s.",a.berankova@zsmv.cz,CZE,Vodňany - Vodňany II,,Radomilická 886,11170635.81,Zařízení služeb pro Ministerstvo vnitra,CZE,15000000,448543-2025,2025
ABILITY  s.r.o.,ability@volny.cz,CZE,Praha - Braník,,U dubu 1794/104a,3437300,Česká zemědělská univerzita v Praze,CZE,22820000,741401-2024,2024
Abionic s.r.o.,abionic@abionic.cz,CZE,Praha - Nové Město,,Na Zderaze 1702/12,9120000,Fakultní nemocnice Hradec Králové,CZE,33185200,475226-2025,2025
Abixeor s.r.o.,abixeor@email.cz,CZE,Kratochvilka,https://www.abixeor.cz/,Kratochvilka 98,2244789.3,"Statutární město Brno, městská část Brno-Královo Pole",CZE,45000000,46209-2025,2025
"ABP Holding, a.s.",abp@abpholding.cz,CZE,Praha 8,http://www.abpholding.cz/,Thamova 21/34,112883340.97,Ministerstvo prumyslu a obchodu,CZ,45300000,029912-2020,2020
Abrahám František - OBALY s.r.o.,abraham@abraham-obaly.cz,CZE,Olšany u Prostějova,,Olšany u Prostějova 76,40000000,"CEJIZA, s.r.o.",CZE,19640000,362425-2024,2024
ESTER z. s.,abraham.stanek@esterzalesi.eu,CZE,Javorník ,,"Bílý Potok 152, ",97558818,Olomoucký kraj,CZE,85310000,759479-2024,2024
AF ART s.r.o.,absolonova@cobalt.cz,CZE,Praha 1,https://www.afart.cz/kontakt.html,Lázeňská 285/13,4590200,Správa Pražského hradu,CZE,45000000,465142-2025,2025
T & T projekt s.r.o.,absolon@tt-projekt.cz,CZE,Vysoké Mýto - Litomyšlské Předměstí,,Miličova 314,,Hamzova odborná léčebna pro děti a dospělé,CZE,71300000,721479-2025,2025
TD SYNNEX AS Czech s.r.o.,academy.cz@tdsynnex.com,CZE,Praha 4,,Líbalova 2348/1,1409868,Ministerstvo obrany,CZE,80533100,661785-2025,2025
Ing. David Kail - AKUSTICKÉ CENTRUM,ac@akustickecentrum.cz,CZE,Praha - Břevnov,,Bělohorská 210/131,84500,Ředitelství silnic a dálnic s. p.,CZE,90742000,144331-2025,2025
ACANTHIS-JK s.r.o.,acanthis-jk@seznam.cz,CZE,Praha 6,,"Nevanova 1032/24, Řepy",6864000,"Garáže Lovosická, s.r.o. 	",CZE,63712400,116811-2024,2024
"Acatering, s.r.o.",acateringcr@email.cz,CZE,Praha,,Nekazanka 858/5,,European Union Agency for the Space Programme,CZE,55523000,505672-2025,2025
accela s.r.o.,accela@accela.eu,CZE,Praha - Letňany,,Kramolínská 955,7302451,Fakultní nemocnice Hradec Králové,CZE,38434510,703467-2025,2025
ACCOM Gastro s.r.o.,accom.gastro@accom.cz,CZE,Liberec - Liberec X-Františkov,https://www.accom.cz/gastro/,Švermova 268/76,8763216.63,Nemocnice Na Homolce,CZE,03000000,651680-2025,2025
Jan Brunclik,acer@acerkv.cz,CZE,"Dalovice, Vysoka",,Borska 31,8656850.0,Ustecky kraj,CZ,90721700,189041-2021,2021
Geodézie Východní Čechy spol. s r.o.,acerny@geodezie-vc.cz,CZE,Hradec Králové - Pražské Předměstí,,Jiřího Purkyně 1174/53,480909,Královéhradecký kraj,CZE,77100000,650054-2024,2024
"ACESO PRAHA, s.r.o.",aceso@aceso.cz,CZE,Praha - Vokovice,http://www.aceso.cz,K Červenému vrchu 240/7,866777,"Slévárny Třinec, a.s.",CZE,42000000,701269-2025,2025
"ACISTAV, s.r.o.",acistav@acistav.cz,CZE,Praha - Smíchov,,Strakonická 3363/2d,,"ČEPRO, a.s.",CZE,45223720,628547-2025,2025
AUTOCONT a.s.,acolomoucprodej@autocont.cz,CZE,Ostrava,https://www.autocont.cz/,Hornopolni 3322/34,999040.0,Univerzita Palackeho v Olomouci,CZ,48820000,663711-2023,2023
ACREA Atelier s.r.o.,acrea@acreatelier.com,CZE,Praha - Stodůlky,,Šafránkova 1238/1,4665800,Fakultní nemocnice u sv. Anny v Brně,CZE,71250000,85937-2025,2025
"Actum, s.r.o.",actum@actum.cz,CZE,Praha - Holešovice,,Plynární 1617/10,100000000,"ČEZ Distribuce, a. s.",CZE,72263000,461641-2025,2025
"Electric Medical Service, s.r.o.",adam@amsbrno.cz,CZE,Ledce,,"c.p. 74, 664 62 Ledce",26360098.0,"Nemocnice Havirov, prispevkova organizace",CZ,33100000,288695-2022,2022
AWP s.r.o.,adam@awpsro.cz,CZE,Jesenice - Osnice,https://www.awpsro.cz/,Okružní 635,7342000,"Správa silnic Olomouckého kraje, příspěvková organizace",CZE,43312000,214342-2025,2025
HTT Česko s.r.o.,adam.babjak@htt.sk,CZE,Frýdek-Místek,,Palkovická 837,4559785,Semická s.r.o.,CZE,43323000,581950-2025,2025
Doosan Skoda Power s.r.o.,adam.bajer@doosan.com,CZE,Plzenmesto,,Tylova 1/57,305000000.0,"CEZ, a.s.",CZ,50500000,177003-2021,2021
NTT Czech Republic s.r.o.,adam.berdar@global.ntt,CZE,Praha - Krč,https://services.global.ntt/en-us/,Milevská 2095/5,159769020,"ČEPS, a.s.",CZE,48732000,23812-2025,2025
Hexagon Metrology s.r.o.,adam.chalupa@hexagon.com,CZE,Praha,https://www.hexagonmi.com/,Litvinovska 609/3,17650000.0,Ceske vysoke uceni technicke v Praze,CZ,38300000,010798-2020,2020
"PK Adamec, s.r.o.",adamec.projekce@email.cz,CZE,Letohrad,,Ústecká 86,,Hamzova odborná léčebna pro děti a dospělé,CZE,71300000,721479-2025,2025
EspoMed spol. s r.o.,adam@espomed.cz,CZE,Hradec Králové - Slezské Předměstí,,Březová 482/10,16191000,"Městská nemocnice Ostrava, příspěvková organizace",CZE,33141200,229881-2025,2025
Adam Gebauer,Adam.gebauer1@email.cz,CZE,Ostrava - Poruba,,Hlavní třída 867/34,1115357.6,"Statutární město Ostrava, městský obvod Ostrava-Jih",CZE,60120000,93392-2025,2025
SAGASTA s.r.o.,adam.grman@sagasta.cz,CZE,Praha,,"Novodvorská 1010/14, Lhotka",,Bratislavský samosprávny kraj,SVK,71320000,290079-2024,2024
Smarty CZ a.s.,adam.helcl@smarty.cz,CZE,Praha - Nové Město,,Olivova 2096/4,517011,Univerzita Karlova,CZE,30213000,110262-2025,2025
"JUNG architekti s.r.o., MgA. Ondřej Homola, PMA architects s.r.o., Mgr. Václav Kočí, Ph.D.",adam@jungarchitekti.cz,CZE,Brno,,,,Statutární město Brno,CZE,71000000,319324-2024,2024
CLA Technologies s.r.o.,adam.kahanek@claczech.cz,CZE,Praha - Karlín,,Rohanské nábřeží 721/39,8000000,Česká centrála cestovního ruchu - CzechTourism,CZE,72415000,313562-2025,2025
TANDER KL s.r.o.,adamklement79@gmail.com,CZE,Volary,,Šumavská 97,3852780,"Lesy České republiky, s.p.",CZE,77211500,456207-2024,2024
Adam Klement,adamklement@seznam.cz,CZE,Chroboly,,Chroboly 93,800000000,Správa Národního parku Šumava,CZE,77200000,29718-2025,2025
Alza.cz a.s.,Adam.kocian@alza.cz,CZE,Praha 7 – Holešovice,,Jankovcova 1522/53,0,Ministerstvo vnitra,CZE,32250000,853669-2025,2025
Favorlogic s.r.o.,adam.kohner@favorlogic.com,CZE,Brno - Královo Pole,,Rostislavovo náměstí 2852/11,249000000,Technologická agentura ČR,CZE,72415000,271456-2024,2024
KOTA atelier s.r.o.,adam.koten@gmail.com,CZE,Jihlava,,Ke Skalce 1799/15,,Statutární město Brno,CZE,71000000,415762-2025,2025
Konecta Czech a.s.,adam.koudelka@konecta.com,CZE,Praha - Strašnice,,V olšinách 2300/75,17568001,"ČEZ Prodej, a.s.",CZE,79512000,457658-2025,2025
Adam Kout,adam.kout@infopanely.cz,CZE,Nová Telib,,Nová Telib 123,0,Ústecký kraj,CZE,77100000,392914-2025,2025
"Elektroprim-Koutník, a.s.",adam.koutnik@elektroprim.cz,CZE,Praha 4 - Michle,,Baarova 58/3,8471391.88,"ČEZ, a. s.",CZE,31174000,559931-2024,2024
Zahradnické úpravy s.r.o.,adamkova@zahradnickeupravy.cz,CZE,Brno - Židenice,,Jílkova 1537/124,11928612.95,Město Holešov,CZE,77310000,161443-2025,2025
Hartmann  Rico a.s.,adam.liska@hartmann.info,CZE,Veverska Bityska,,Masarykovo namesti 77,821741.2,"Mestska nemocnice Ostrava, prispevkova organizace",CZ,33141115,201138-2021,2021
Silverton s.r.o.,adam.musil@silverton.cz,CZE,Praha - Dolní Měcholupy,,Za zastávkou 373,1129775.93,Ředitelství silnic a dálnic s. p.,CZE,50230000,492317-2025,2025
PARKSERVIS s.r.o.,adam@parkservis.cz,CZE,Ostrava - Hrabová,https://www.parkservis.cz/,Na Honech 832/16,90000,"Správa silnic Moravskoslezského kraje, příspěvková organizace",CZE,77211400,688105-2024,2024
PORR a.s.,adampribyl@porr.cz,CZE,Praha - Strašnice,,Dubečská 3238/36,75744860,Ředitelství silnic a dálnic s. p.,CZE,45233141,333622-2025,2025
"medisap,s.r.o.",adam.psota@medisap.cz,CZE,Praha - Žižkov,https://www.medisap.cz/,Na rovnosti 2244/5,3434000,Institut klinické a experimentální medicíny,CZE,33195000,712901-2025,2025
Adam Rujbr Architects s.r.o.,adam.rujbr@ararchitects.cz,CZE,Brno - Veveří,,Botanická 598/10,1190000,Všeobecná fakultní nemocnice v Praze,CZE,71000000,42880-2025,2025
PRAGOMETAL recycling s.r.o.,adam.svoboda@pmmetal.cz,CZE,Mníšek pod Brdy,,Pražská 1638,3936000,Centrum služeb pro silniční dopravu,CZE,90500000,682691-2024,2024
ROAR FUUZE ADA s.r.o.,ada.zabickova@gmail.com,CZE,Brno - Staré Brno,,Nové sady 988/2,25420988,"Národní divadlo moravskoslezské, příspěvková organizace",CZE,71000000,773695-2024,2024
"Abbott Laboratories, s.r.o.",addservice@abbott.cz,CZE,Praha 6,http://www.cz.abbott,Evropska 2591/33d,298264.0,Fakultni nemocnice Brno,CZ,33140000,229714-2022,2022
"ŠŤOVÍČEK : ŠŤOVÍČEK advokáti, s.r.o.",adela.francuzova@stovicek.legal,CZE,Praha - Malá Strana,,Malostranské náměstí 5/28,1477500,Městská část Praha 3,CZE,79100000,643498-2025,2025
"Havlová Adéla, Mgr., LL.M., advokátka",adela.havlova@havelnet.at,CZE,Praha - Nové Město,,Na Florenci 2116/15,100000000,Ministerstvo pro místní rozvoj,CZE,79100000,308138-2024,2024
Hullabaloo s.r.o.,adela.hyskova@hullabaloo-eu.com,CZE,Praha - Holešovice,,Dělnická 948/67a,36018849,"ČEZ, a. s.",CZE,92111200,281157-2025,2025
"FORTEX - AGS, a.s.",adela.poliscukova@fortex.cz,CZE,Šumperk,,Jílová 1550/1,980000,"Povodí Moravy, s.p.",CZE,44910000,688170-2024,2024
Thein Systems a.s.,Adela.slivova@thein.eu,CZE,Brno - Královo Pole,,Technická 3029/17,11054196,Jihočeská univerzita v Českých Budějovicích,CZE,30213000,461404-2025,2025
"ORLEN Unipetrol RPA, s.r.o.",adela.straufova@unipetrol.cz,CZE,Litvinov,https://www.unipetrolrpa.cz,Zaluzi 1,65756280.0,Ceska republika - Ministerstvo vnitra,CZ,09132100,451825-2023,2023
dataPartner s.r.o.,adela.vorackova@datapartner.cz,CZE,České Budějovice,,Senovážné náměstí 241/15,16540000,Centrum výzkumu Řež s.r.o.,CZE,35113110,169301-2025,2025
Carl Zeiss spol. s r.o.,adela.zvolankova@zeiss.com,CZE,Praha 5 - Smíchov,https://www.zeiss.cz,Radlická 3201/14,6900000,"Ústav experimentální medicíny AV ČR, v. v. i.",CZE,38000000,343535-2024,2024
ADERA s.r.o.,adera@adera.cz,CZE,Praha 1,https://www.adera.cz/,Novotného lávka 200/5,10000000,Vysoká škola ekonomická v Praze,CZE,90921000,441422-2024,2024
"Asociace poskytovatelů sociálních služeb České republiky, z.s.",adiktologie@apsscr.cz,CZE,Tábor,,Vančurova 2904,13414280.7,Úřad vlády České republiky,CZE,79420000,513655-2024,2024
"ADIP, spol. s r. o.",adip@adip.cz,CZE,Ostrava - Moravská Ostrava,,Vítkovická 3083/1,105000000,"Dopravní společnost Ústeckého kraje, příspěvková organizace",CZE,34913000,309239-2025,2025
Ing. Aleš Lovecký,aditis@aditis.cz,CZE,Moravský Písek,,Díly 758,22931620,"EG.D, s.r.o.",CZE,71250000,483733-2025,2025
"COMP`S, spol. s r.o.",admin@comps.cz,CZE,Smržovka,,Husova 539,18168328,Fakultní nemocnice Královské Vinohrady,CZE,30125110,426497-2024,2024
cre8 s.r.o.,admin@cre8shop.cz,CZE,Zeleneč,,K Vyhlídce 922,1217969,Univerzita Karlova,CZE,39100000,277236-2025,2025
MARTOM WORK s.r.o.,admin-info@post.cz,CZE,Praha 1,,K Žižkovu 282/9,8641426.56,"ČEZ Distribuce, a. s.",CZE,50532400,698593-2025,2025
G and G MEDICAL ENGINEERING spol. s r.o.,administrace@gandgme.cz,CZE,Praha - Libeň,,Trojmezní 1538/44,988800,Fakultní nemocnice Olomouc,CZE,33600000,751315-2025,2025
1. KORONERSKÁ s.r.o. ,administrativa@1koronerska.cz,CZE,Praha,https://1koronerska.cz/,Žitná 562/10,9000000,Jihomoravský kraj,CZE,85000000,13614-2025,2025
"UH CAR, s.r.o.",administrativa2@uhcar.cz,CZE,Uherské Hradiště - Mařatice,,Jaktáře 1794,962737,TECHNICKÉ SLUŽBY HRADEC KRÁLOVÉ,CZE,34134200,799218-2024,2024
Geocentrum spol. s r.o.,administrativa@geocentrum.cz,CZE,Olomouc,https://gc.geocentrum.cz/,tř. Kosmonautů 1143/8b,4660625,Státní pozemkový úřad,CZE,71250000,219787-2025,2025
Geocentrum spol. s r.o.,administrativa@geoentrum.cz,CZE,Olomouc - Hodolany,,tř. Kosmonautů 1143/8b,460000000,Ředitelství silnic a dálnic s. p.,CZE,71300000,163415-2025,2025
"ŘEZANINA & BARTOŇ, s.r.o.",administrativa@rabarch.cz,CZE,Jeníkovice,,Jeníkovice 111,3200000,"Oblastní nemocnice Kolín, a.s., nemocnice Středočeského kraje",CZE,71000000,230694-2024,2024
STYL 2000 spol. s r.o.,administrativa@styl2000.cz,CZE,Brno - Řečkovice,https://www.styl2000.cz/,Maříkova 2287/1a,1161950,"Dopravní podnik hl. m. Prahy, akciová společnost",CZE,34941000,231225-2025,2025
"Ústav archeologické památkové péče Brno, veřejná výzkumná instituce",administrativa@uapp.cz,CZE,Brno - Husovice,,Kaloudova 1321/30,6599040,Město Tišnov,CZE,71351914,218359-2025,2025
VELIMPEX les s.r.o.,administrativa@velimpex.cz,CZE,Mirkovice,,Mirkovice 64,800000000,Správa Národního parku Šumava,CZE,77200000,29718-2025,2025
"LM Construction plus, s.r.o.",admin@lmcg.cz,CZE,Pečky,,Petra Bezruče 1078,,"ČEPRO, a.s.",CZE,45223720,628547-2025,2025
muzikant.cz s.r.o.,admin@muzikant.cz,CZE,Ostrava - Poruba,,Mongolská 1670/40b,1584657,Ostravská univerzita,CZE,32321200,225949-2024,2024
IC Travel Group s.r.o.,admin@uniglobeictravel.cz,CZE,Uherské Hradiště,,Hradební 1547,9000000,Dům zahraniční spolupráce,CZE,63500000,746661-2025,2025
ADOSA a.s.,adosa@adosa.cz,CZE,Rosice,https://www.adosa.cz/,Zastávecká 1030,72804890.32,Jihomoravský kraj,CZE,60100000,521183-2025,2025
České Radiokomunikace a.s.,a.drbohlav@cra.cz,CZE,Praha - Břevnov,,Skokanská 2117/1,249000000,Technologická agentura ČR,CZE,72415000,271456-2024,2024
ABB s.r.o.,adriana.bialkova@cz.abb.com,CZE,Praha,,Vyskocilova 1561 4a,1716029.0,"CEZ Distribuce, a. s.",CZ,31211300,466232-2023,2023
Petr Sochor,ad.sochor@gmail.com,CZE,Klášterec nad Ohří - Miřetice u Klášterce nad Ohří,,17. listopadu 529,11693546,"Lesy České republiky, s.p.",CZE,77211500,55770-2025,2025
ADVAMED s.r.o.,advamed@advamed.cz,CZE,Praha - Malešice,,Počernická 272/96,,Úrazová nemocnice v Brně,CZE,33198200,614957-2025,2025
Boston Scientific Česká republika s.r.o.,adyton@adyton.org,CZE,Praha - Smíchov,,Karla Engliše 3219/4,95376221.32,Fakultní nemocnice Ostrava,CZE,33141200,22016-2025,2025
"AED project, a.s.",aed@aedproject.cz,CZE,Praha - Košíře,,Pod radnicí 1235/2a,5446560,Městská část Praha 6,CZE,71240000,493647-2024,2024
AF concept s.r.o.,afconcept@afconcept.cz,CZE,Praha - Břevnov,,8. listopadu 582/32,8829150,Amaranth life s.r.o.,CZE,39314000,449458-2025,2025
Antonín Fabián,a.fk@seznam.cz,CZE,Hradištko - Rajchardov,,Rajchardova 347,,Lesy hl. m. Prahy,CZE,45520000,373100-2025,2025
ARFY CZ s.r.o.,afracz@afry.com,CZE,Praha 4,,Magistrů 1275/13,932250,Ředitelství silnic a dálnic s. p.,CZE,71000000,206222-2024,2024
AFRY CZ s.r.o.,afry@afry.com,CZE,Praha - Michle,,Magistrů 1275/13,1814313,Ředitelství silnic a dálnic s. p.,CZE,71000000,10719-2025,2025
AFRY CZ s.r.o.,afry@afry.cz,CZE,Praha - Michle,,Magistrů 1275/13,2404750,"Správa a údržba silnic Jihomoravského kraje, příspěvková organizace kraje",CZE,71250000,90472-2025,2025
AFRY CZ s.r.o.,afrycz.@afry.com,CZE,Praha - Michle,,Magistrů 1275/13,713800,Ředitelství silnic a dálnic s. p.,CZE,71000000,15534-2025,2025
AFRY CZ s.r.o.,afrycz@afry.com,CZE,Praha - Michle,,Magistrů 1275/13,259355400,"Správa železnic, státní organizace",CZE,71322000,344084-2025,2025
AFRY CZ s.r.o.,afrycz@afrycom.cz,CZE,Praha - Michle,,Magistrů 1275/13,2527600,Ředitelství silnic a dálnic s. p.,CZE,71315400,219963-2024,2024
AFRY CZ s.r.o.,afrycz@afry.cz,CZE,Praha - Michle,,Magistrů 1275/13,3078000,Ředitelství silnic a dálnic s. p.,CZE,71000000,423107-2024,2024
"After mining, a.s.",aftermining@aftermining.cz,CZE,Ostrava,https://www.aftermining.cz/,Zámostní 1240/41,215000000,Česká republika - Ministerstvo životního prostředí,CZE,45254100,696329-2024,2024
"AGA - Letiště, s.r.o.",aga@aga-letiste.cz,CZE,Praha,,Hrabákova 2001/21,144694400,"Letiště Praha, a. s.",CZE,71000000,762427-2025,2025
"Agama poly-graficky atelier, s.r.o.",agama@agamaart.cz,CZE,Praha,http://www.grafika-agama.cz/,Na vysi 424/4,10000000.0,"Archeologicky ustav AV CR, Praha, v.v.i.",CZ,79800000,031466-2020,2020
AGAMA a. s.,agama@agama-as.cz,CZE,Staré Město,,Huštěnovská 2001,11894000,"VIVA ENERGY, s.r.o.",CZE,43414000,370800-2025,2025
"GEMOS CZ, spol. s r.o.",agenda@gemos.cz,CZE,Čelákovice,,B. Smetany 1599,10625915.91,Město Beroun,CZE,34932000,170177-2024,2024
Agentura GATE s.r.o.,agenturagate@agenturagate.cz,CZE,Praha - Hrdlořezy,,V třešňovce 227/12,,Česká republika - Ministerstvo životního prostředí,CZE,79956000,752591-2025,2025
Agentura M spol. s r.o.,agenturam@seznam.cz,CZE,Studnice,,Studnice 119,12000000,Národní knihovna České republiky,CZE,79971000,204661-2025,2025
AGERIS s.r.o.,ageris@ageris.cz,CZE,Brno,,Jeřábkova 1848/5,3612260,Státní pozemkový úřad,CZE,71250000,345919-2025,2025
Agile Geotechnics s.r.o.,agile@agilevm.cz,CZE,Praha - Vinohrady,,Šumavská 1036/23,600000000,"Krajská správa a údržba silnic Středočeského kraje, příspěvková organizace",CZE,71242000,647257-2025,2025
"Agentura ""Jan Zrzavý"", spol. s r.o.",ag-jz@volny.cz,CZE,Praha - Vinohrady,,Bořivojova 2421/17,5996000,Liberecký kraj,CZE,92522100,14923-2025,2025
"Agentura ""Jan Zrzavý"", spol. s r.o.",ag.jz@volny.cz,CZE,Praha - Vinohrady,,Bořivojova 2421/17,5758337,Liberecký kraj,CZE,92522100,330105-2025,2025
"AGORA - architektonický a stavební atelier, spol. s r.o.",agora@agora-liberec.cz,CZE,Liberec - Liberec II-Nové Město,http://www.agora-liberec.cz/,U Soudu 536/6a,2530000,STATUTÁRNÍ MĚSTO LIBEREC,CZE,71240000,351872-2025,2025
AGPOL s.r.o.,agpol@agpol.cz,CZE,Olomouc - Hodolany,,Jungmannova 153/12,2239000,"Povodí Moravy, s.p.",CZE,71322000,447838-2025,2025
