company_name,email,country,city,website,address,contract_value,authority,authority_country,cpv,notice_id,year
Maandag Interim Professionals B.V.,aanbestedingen@maandag.com,NLD,Amsterdam,,Transformatorweg 94,350880,Gemeente Rotterdam,NLD,79625000,330767-2025,2025
Maandag Interim Professionals B.V.,aanbestedingen@maandag.nl,NLD,Amsterdam,http://www.maandag.nl,Transformatorweg 94,7000000.0,Gemeente Zaanstad,NLD,79620000,65725-2025,2025
Maandag Managed Services B.V.,aanbestedingen.managedservices@maandag.nl,NLD,Amsterdam,https://www.maandag.nl/opdrachtgevers/maandag-managed-services,Transformatorweg 94,750000000,Gemeente Roermond,NLD,79600000,509698-2024,2024
MediaMonks B.V.,aanbestedingen@mediamonks.com,NLD,Amsterdam,,Danzigerbocht 41c,1100000,Ministerie van Defensie d.t.v. RIS,NLD,79341400,428729-2024,2024
Strukton Milieutechniek B.V.,aanbestedingen-milieu@strukton.com,NLD,BREDA,http://www.struktonmilieutechniek.nl,Schapenweide 6,,"Ministerie van Landbouw, Visserij, Voedselzekerheid en Natuur",NLD,90500000,228568-2025,2025
More Than Gifts B.V.,aanbestedingen@morethangifts.nl,NLD,Alkmaar,http://www.morethangifts.nl,Barnsteenstraat 9,,Stichting NHL Stenden Hogeschool,NLD,18530000,539576-2025,2025
Movares Nederland B.V.,aanbestedingen@movares.nl,NLD,Utrecht,http://www.movares.nl,Daalseplein 100,10000000.0,Provincie Overijssel,NL,71300000,212286-2021,2021
Munckhof Taxi B.V.,aanbestedingen@munckhof.nl,NLD,HORST,https://www.munckhof.nl,Handelstraat 15,1.0,Gemeente Diemen,NLD,60100000,288202-2025,2025
Nelissen Ingenieursbureau B.V.,aanbestedingen@nelissenbv.nl,NLD,Eindhoven,,Larixplein 7,,Gemeente Den Haag,NLD,45262700,536295-2025,2025
NEP Broadcast Services B.V.,aanbestedingen@nepgroup.com,NLD,HILVERSUM,http://www.nepworldwide.nl,Andre van Duinboulevard 4,55000.0,NOS,NLD,92200000,17030-2025,2025
NFGD Zoetermeer B.V.,aanbestedingen@nfgd.nl,NLD,ZOETERMEER,http://www.nfgd.nl,Koraalrood 48,450000.0,Gemeente Etten-Leur,NLD,32321300,579845-2025,2025
Nijha B.V.,aanbestedingen@nijha.nl,NLD,Lochem,https://www.nijha.nl,Hanzeweg 2,,Gemeente Midden-Groningen,NLD,37400000,278527-2025,2025
NIVO Noord,aanbestedingen@nivogroep.nl,NLD,LEEUWARDEN,http://www.nivogroep.nl,Avondsterweg 1,,Stichting Scholengroep Trivium,NLD,90900000,797674-2025,2025
NIVO Groep,aanbestedingen@nivonoord.nl,NLD,LEEUWARDEN,http://www.nivogroep.nl,Avondsterweg 1,2879915.0,Samenwerkingsorganisatie De Wolden Hoogeveen,NLD,90900000,792915-2025,2025
Computacenter B.V.,aanbestedingen@nl.computacenter.com,NLD,Amstelveen,https://nl.computacenter.com/,Gondel 1,,Sociale Verzekeringsbank,NLD,50310000,46016-2024,2024
Over Morgen B.V.,aanbestedingen@overmorgen.nl,NLD,Amersfoort,http://www.overmorgen.nl,Kleine Koppel 26,320000.0,gemeente 's-Hertogenbosch,NL,71400000,646720-2022,2022
Overwijk Koffiesystemen,aanbestedingen@overwijk.nl,NLD,BUNNIK,http://www.cafesalento.nl,Veilingweg 59,57188,Gemeente Land van Cuijk,NLD,42968100,108789-2025,2025
PBLQ B.V.,aanbestedingen@pblq.nl,NLD,Den Haag,,Lange Vijverberg 9,399750,Ministerie van Justitie en Veiligheid,NLD,79620000,671285-2024,2024
Professional Partners NL B.V.,aanbestedingen@professionalpartners.nl,NLD,ZOETERMEER,http://www.professionalpartners.nl,Louis Braillelaan 80,,Stichting WIJeindhoven,NLD,85000000,58170-2025,2025
Prowise B.V.,aanbestedingen@prowise.com,NLD,Budel,https://www.prowise.com,Luchthavenweg 1 b,210243.55,"Stichting RSG ""'t Rijks""",NLD,32320000,8235-2025,2025
CQT groep B.V.,aanbestedingen@qconsultzorg.nl,NLD,Utrecht,,Oudlaan 4,,"Ministerie van Volksgezondheid, Welzijn en Sport",NLD,85312300,612505-2025,2025
Reijn bv,aanbestedingen@reijnprofessionals.nl,NLD,Helmond,http://www.reijnprofessionals.nl,Schootense Dreef 15,1.0,Rijn IJssel,NL,79620000,254478-2020,2020
REMONDIS Smart Infra Eindhoven B.V.,aanbestedingenrs@remondis.nl,NLD,EINDHOVEN,http://www.remondis.nl,Hooge Zijde 29,1.0,Gemeente Halderberge,NL,90470000,431652-2023,2023
RYSE. B.V.,aanbestedingen@ryse.nl,NLD,Utrecht,http://www.ryse.nl,Hondiuslaan 46,500010.0,Gemeente Steenwijkerland,NLD,71541000,198178-2025,2025
Sagènn Educatie B.V.,aanbestedingen@sagenn.nl,NLD,ROTTERDAM,http://www.sagenn.nl,Stieltjesstraat 20,1.0,Gemeente Utrecht,NLD,80400000,460792-2024,2024
Salverda Bouw,aanbestedingen@salverda.nl,NLD,'t Harde,https://www.salverda.nl,Industrieweg 13,10290708,Brabant Water N.V.,NLD,45200000,631487-2025,2025
Presikhaaf Schoolmeubelen B.V.,aanbestedingen@schoolmeubelen.com,NLD,ARNHEM,http://www.schoolmeubelen.com,Bruningweg 10,,Stichting voor Onderwijs op Islamitische grondslag in Midden- en Oost-Nederland (SIMON),NLD,39100000,279959-2025,2025
Presikhaaf Schoolmeubelen BV,aanbestedingen@schoolmeubelen.nl,NLD,Arnhem,,,600000,Anculus BV,NLD,39160000,293104-2024,2024
"Siers Leiding-Montage Projekten, Oldenzaal, B.V.",aanbestedingen@siersgroep.nl,NLD,Oldenzaal,https://www.siersgroep.nl,Schuttersveldstraat 22,66000000,Alliander N.V.,NLD,71000000,330496-2025,2025
SIGHT Landscaping B.V.,aanbestedingen@sightlandscaping.nl,NLD,ERMELO,http://www.sightlandscaping.nl,Buitenbrinkweg 41,,Gemeente Amersfoort,NLD,77310000,683151-2025,2025
REMONDIS Smart Infra B.V.,aanbestedingensi@remondis.nl,NLD,Lichtenvoorde,https://www.remondisnederland.nl,Galileïstraat 18,,gemeente Het Hogeland,NLD,90490000,721911-2025,2025
Stichting Siriz,aanbestedingen@siriz.nl,NLD,Gouda,http://www.siriz.nl,Nieuwe Gouwe Westzijde 1,,Gemeente Amersfoort,NLD,85300000,676766-2024,2024
REMONDIS Containers BV,aanbestedingen.son@remondis.nl,NLD,Son en Breugel,https://www.remondisnederland.nl,Ekkersrijt 9004,4054743,Gemeente Veldhoven,NLD,90500000,286598-2025,2025
Speyk B.V.,aanbestedingen@speyk.nl,NLD,Veenendaal,http://www.speyk.nl,Plesmanstraat 60,250000.0,Stichting Openbaar Voortgezet Onderwijs Gouda,NLD,72700000,508440-2025,2025
Stevens Van Dijck Bouwmanagers en Adviseurs B.V.,aanbestedingen@stevensvandijck.nl,NLD,Utrecht,http://www.stevensvandijck.nl,Nijverheidsweg 16f,,Gemeente Dijk en Waard,NLD,71000000,510789-2025,2025
Studytube B.V.,aanbestedingen@studytube.nl,NLD,Amsterdam,https://www.studytube.nl,Naritaweg 70,,Provincie Limburg,NLD,80520000,690184-2025,2025
Switch IT Solutions bv,aanbestedingen@switch.nl,NLD,Enschede,http://www.switch.nl,institutenweg 21,985041.0,Veiligheidsregio Utrecht,NL,30230000,201367-2021,2021
Tesorion Operations,aanbestedingen@tesorion.nl,NLD,LEUSDEN,http://www.tesorion.nl,Fokkerstraat 4,800000.0,Hoogheemraadschap Hollands Noorderkwartier,NLD,72000000,274575-2024,2024
Sligro Food Group Nederland B.V.,aanbestedingen@tintelingen.nl,NLD,Veghel,https://www.sligrofoodgroup.nl,Corridor 11,,Rijkswaterstaat Corporate Dienst,NLD,18530000,209558-2025,2025
vandervalk+degroot bv,aanbestedingen@valkdegroot.nl,NLD,POELDIJK,http://www.valkdegroot.nl,ABC Westland 231,3901360,Gemeente Amersfoort,NLD,90470000,231448-2025,2025
B&T organisatieadvies B.V.,aanbestedingen@vbent.org,NLD,Amsterdam,http://https://www.vbent.org/,Krijn Taconiskade 418,3771470.0,IUC-Noord,NL,80200000,659768-2023,2023
VCK Travel B.V.,aanbestedingen@vcktravel.nl,NLD,AMSTERDAM,http://www.vcktravel.nl,Valreep 13,,Stichting Nuffic,NLD,55100000,39277-2024,2024
