company_name,email,country,city,website,address,contract_value,authority,authority_country,cpv,notice_id,year
4U2U Transport Skåne AB,4u2u.transportab@gmail.com,SWE,MALMÖ,https://www.INTERNETADRESS.SAKNAS.com,Lundavägen 57B,40000000,Malmö kommun,SWE,55521200,260767-2024,2024
Projekt-Tid Skane AB,71121byggkonsult@gmail.com,SWE,Astorp,,Nybovagen 3,2500000.0,Bastads kommun,SE,71313000,287300-2020,2020
Skanska Sverige AB,71140vagskovde@skanska.se,SWE,STOCKHOLM,,,25000000,Skövde kommun,SWE,77314000,197635-2024,2024
Peab Anläggning AB,7611anbud@peab.se,SWE,SOLNA,,Box 808,218622674,Trafikverket Myndighet,SWE,45000000,420174-2025,2025
Firma Orjan Henriksson,918henriksson@telia.com,SWE,Goteborg,,,100000000.0,Goteborgs Stad Inkop och upphandling,SE,80590000,254916-2020,2020
Aktiebolaget Limmareds Gardinfabrik,aa@gardinfabrik.se,SWE,LIMMARED,,Storgatan 120,,Domstolsverket,SWE,19200000,612403-2025,2025
Arris AB,a.airio@arris-ab.com,SWE,STOCKHOLM,,Hollandargatan 20,5400000.0,Goteborgs Stad Inkop och upphandling,SE,71324000,633958-2023,2023
Siemens Aktiebolag,aake.pettersson@siemens.com,SWE,Luleå,,Småbåtsgatan 7,,Skellefteå Kraft AB,SWE,31214000,790698-2024,2024
Umeå Wheels AB,aamer.barood@umeawheels.se,SWE,Umeå,,"Fysikgränd 23A, lgh 1001",,Bostaden i Umeå AB,SWE,90512000,234909-2024,2024
Anjas Massageterapi,a@anjasmassage.se,SWE,Borgholm,,,,Region Kalmar Län,SWE,98333000,843157-2025,2025
DLS Nordic,aarne40@yahoo.se,SWE,Malmö,,Staffanstorpsvägen 33,,Värmdö kommun,SWE,71000000,495030-2024,2024
NTI Sweden AB,aar@nti.biz,SWE,Göteborg,,Fabriksgatan 10,3000000,Fortifikationsverket,SWE,48000000,863109-2025,2025
Astrakan Strategisk Utbildning AB,aaron.haglund@astrakan.se,SWE,Stockholm ,,Sankt Eriksgatan 113,,Polismyndigheten,SWE,80500000,345717-2024,2024
Vygon (Sweden) AB,aarvidsson@vygon.com,SWE,SKELLEFTEÅ,,Box 709,3600000,Västra Götalandsregionen,SWE,33140000,343797-2025,2025
COWI AB,aawn@cowi.se,SWE,Goteborg,http://www.cowi.se,Box 12076,0,Bastads kommun,SE,71351000,287298-2020,2020
Aros Catering & Evenemang i Gäddeholm AB,ab@aroscatering.se,SWE,VÄSTERÅS,,Kranbyggargatan 3,,Uppsala kommun,SWE,15000000,827139-2025,2025
Athenas Sverige AB,ab@athenas.se,SWE,Västra Frölunda,,Victor Hasselbladsgata 9,,Trafikverket Myndighet,SWE,92300000,382736-2025,2025
Kiwa Sweden AB,abbas.ganjehi@kiwa.com,SWE,SOLNA,,Box 7178,,Specialfastigheter Sverige AB,SWE,71000000,791271-2025,2025
Halmstad Logistik o Transport Aktiebolag,abbe@halmstadlt.se,SWE,HALMSTAD,,Österängsgatan 3,,Falkenbergs kommun,SWE,60100000,736309-2025,2025
Norra Flytt AB,abbe@norraflytt.se,SWE,Sollentuna,,Sollentunavagen 63,30000000.0,Uppsala kommun,SE,55521200,340143-2021,2021
Public Clean i Stockholm AB,abbe@publicclean.se,SWE,Solna,,Gårdsvägen 2,12000000,Totalförsvarets forskningsinstitut (FOI),SWE,90910000,96430-2024,2024
Abboxia AB,abboxia.hankinta@oriola.com,SWE,Mölndal,,,130000000,Sansia Oy,FIN,33600000,218278-2024,2024
Abcur AB,abcur.hankinta@oriola.com,SWE,helsinborg,,,130000000,Sansia Oy,FIN,33600000,218278-2024,2024
SWECO Sverige AB,abdalla.amer@sweco.se,SWE,Stockholm,,Box 34044,7129800,Trafikverket Myndighet,SWE,71240000,269101-2025,2025
Plan C Vård och Behandling AB,abdulmalik@plan-c.se,SWE,Malmö,,Ystadvägen 55 A,,Upplands-Bro kommun,SWE,85300000,635076-2024,2024
Lefa-Mark Aktiebolag,a.berg@lefamark.se,SWE,Sollentuna,,Kronåsvägen 10,,Aktiebolaget Svenska Bostäder,SWE,45100000,99868-2025,2025
Vista Management Helsingborg AB,abe@vistamanagement.se,SWE,--,,HYLLIE BOULEVARD 34,,Trafikverket Myndighet,SWE,71000000,400417-2024,2024
PAMI AB,abf@pami.se,SWE,KODE,,Grastensvagen 43,33000000.0,Goteborgs Stad Inkop och upphandling,SE,71550000,171798-2021,2021
HEWED AB,abhewed@gmail.com,SWE,SVÄRTINGE,,Övre vägen 33,,Region Östergötland,SWE,31523200,326174-2025,2025
SVARKING AB,abigail@svarking.se,SWE,Handen,,Handenterminalen 6,3000000.0,Aktiebolaget Stockholmshem,SE,71310000,436476-2023,2023
Lannås Arkitekter AB,ab.lannas@telia.com,SWE,LJUSDAL,,Museivägen 1,,Härjedalens kommun,SWE,71000000,644679-2025,2025
J&L Lindgren Aktiebolag,ablindgren2@gmail.com,SWE,VASTRA FROLUNDA,,,100000000.0,Goteborgs Stad Inkop och upphandling,SE,80590000,254916-2020,2020
Eltex,abodakvarn@gmail.com,SWE,Högsby,,Aboda Kvarn,19900000,Östra Smålands Kommunalteknikförbund,SWE,90620000,473207-2024,2024
Farnell Components AB,abosdotter@farnell.com,SWE,BROMMA,,Voltavägen 13 A,10500000,Lunds universitet,SWE,31700000,16486-2025,2025
ABC Taxi Transport Sverige,aboucamara@live.se,SWE,Göteborg,,klarvädersgatan24,10592700,Sjöfartsverket,SWE,60120000,390116-2025,2025
Attention Omsorg AB,abovang@gmail.com,SWE,UPPSALA,,Bruno Liljeforsgatan 73,22000000,Fagersta kommun,SWE,85000000,851643-2025,2025
OBK Sverige AB,abraham.oktay@obksverige.se,SWE,Örebro,,Virkesvägen 8,100000000,Mälardalens Universitet,SWE,45454000,54154-2025,2025
Abrahamssons Bilelektriska Aktiebolag,abrahamsson@bilel.nu,SWE,PITEA,,Verkstadsgatan 9,2800000.0,Aktiebolaget PiteEnergi,SE,71356000,644773-2023,2023
Sysmex Nordic ApS Filial Sverige,abramsson.frank@sysmex-nordic.se,SWE,LANDSKRONA,,Föreningsgatan 217,3660000,Region Örebro Län,SWE,33100000,830215-2025,2025
Städmakaren Aktiebolag,ab.stdmakaren@telia.com,SWE,Stockholm,,Bontestavägen 16,800000,Kungliga Tekniska högskolan,SWE,90900000,611947-2025,2025
BST Brandskyddsteamet AB,abtin.tabrizi@bstab.com,SWE,Helsingborg,,Djurhagegatan 13,,Helsingborgs stad,SWE,50413200,732117-2025,2025
Fyren Individ och Familj AB,abubakar.mohamed@fyrenomsorg.se,SWE,GOTEBORG,,,560000000.0,Uppsala Kommun,SE,85311000,260693-2022,2022
Anna Davidson Byggkonsult & Design AB,abyggkonsult@outlook.com,SWE,ÄNGELHOLM,,Östergatan 42,4500000,Ljungby kommun,SWE,71000000,659860-2025,2025
Gösta Ahlquist Aktiebolag,a-c@ahlquist.se,SWE,HÄSSLEHOLM,https://www.ahlquist.se/,Box 68,150000000,Markaryds kommun,SWE,60182000,344249-2024,2024
AC Skogstjänst Skövde AB,a.carlander@live.se,SWE,SKARA,,Händene Nyttorp 1,,Lidköpings kommun,SWE,90620000,830973-2025,2025
Segers Aero Corporation,accessoriesandcomponents@segers.aero,SWE,Fairhope,,8100 McGowin Lane,,FMV,SWE,50211210,122826-2024,2024
Otsuka Pharma Scandinavia AB,access@otsuka.se,SWE,Stockholm,,Wenner-Gren Center Sveavägen 166,,Intercommunale de Soins Spécialisés de Liège  ,BEL,33600000,35240-2024,2024
Neovista AB,accounting@neovista.se,SWE,STOCKHOLM,,"c/o Zaker, Karlbergsvägen 76",3500000,Region Stockholm - Serviceförvaltningen,SWE,72000000,810980-2025,2025
Zaker Consulting AB,accounting@sacoaching.se,SWE,STOCKHOLM,,"Zaker, Karlbergsvägen76",2000000,Region Stockholm - Serviceförvaltningen,SWE,72222300,536356-2025,2025
Devyser,accounts@devyser.com,SWE,Stockholm,https://www.devyser.com/?_gl=1*1b8qenc*_up*MQ..*_gs*MQ..&gclid=EAIaIQobChMIqPaDwLO7jAMVnaloCR0j6R53EAAYASAAEgLvdvD_BwE,Instrumentvägen 19,,Ινστιτούτο Νευρολογίας και Γενετικής Κύπρου,CYP,24000000,218241-2025,2025
Sakura Finetek Sweden AB,A.Celep@sakura.eu,SWE,Göteborg,,Östra Hamngatan 17,113000000,Region Västerbotten,SWE,33100000,681377-2025,2025
Hagavir AB,achaggvik@gmail.com,SWE,VIRSERUM,,Ekegatan 8,1600000000,Skånes Kommuner,SWE,85000000,693686-2024,2024
Meby Behandlingshem AB,acke@mebybehandlingshem.se,SWE,FLEN,,"Meby behandlingshem, Box 107",3500000,Tyresö kommun,SWE,85320000,56416-2025,2025
Wikströms Tryckeri AB,acke@wikstroms.se,SWE,UPPSALA,,Box 856,745583.50,Enköpings kommun,SWE,22000000,289193-2025,2025
Ragn-Sells Treatment & Detox AB,acki.georgiadis@ragnsells.com,SWE,SOLLENTUNA,,Box 952,800000000,Halmstads kommun,SWE,45222100,184305-2025,2025
Idé House Of Brands Sweden AB,acki.nordin@idegroup.se,SWE,Stockholm,,Barnhusgatan 16,,Försäkringskassan,SWE,39294100,101011-2024,2024
ACR Aviation Capacity Resources AB,acr@acr-sweden.se,SWE,Stockholm,,Östermalmsgatan 87E,28883500,Arvidsjaurs kommun,SWE,34962200,480662-2025,2025
Ekonomiska föreningen Drivhuset Norden,ac.sandberg.jodahl@drivhuset.se,SWE,STOCKHOLM,,Storgatan 33 B,6000000,Tillväxtverket,SWE,79998000,708846-2024,2024
Forefront NextGen AB,act@forefront.se,SWE,STOCKHOLM,,"c/o Forefront, Holländargatan 13",300000000,Boverket,SWE,72000000,621895-2025,2025
Ateljé Arkitekten i Väst AB,ada@ateljearkitekten.se,SWE,Skara,,Skolgatan 3,,Ale kommun,SWE,71200000,546389-2025,2025
Vinnergi AB,adam.alderin@vinnergi.se,SWE,Linköping,,Sankt Larsgatan 3,80000000,Region Gotland,SWE,71314100,121877-2024,2024
Norrlands Besiktning & Konsult AB,Adam@alugnet.se,SWE,LULEÅ,https://www.msb.se/,Edvägen 101,5000000,Myndigheten för Samhällsskydd och Beredskap (Msb),SWE,71631000,392156-2024,2024
Accord Healthcare AB,adam_amundsson@accord-healthcare.com,SWE,Solna,,Frösundaviks Allé 1,,"Region Skåne, Koncernstab inköp och ekonomistyrning",SWE,33600000,833026-2025,2025
Alltransport i Östergötland AB,adam.andersson@alltransport.se,SWE,Norrköping,,Gustaf adolfsgatan 21,50,Vattenfall AB Procurement Heat Sweden,SWE,90500000,590595-2025,2025
Kungalvs Rorlaggeri Aktiebolag,adam.andersson@kungalvs-ror.se,SWE,KUNGALV,http://www.kungalvs-ror.se,Solbrackegatan 31 1Tr,5640000.0,Ulricehamns kommun,SE,50700000,624756-2023,2023
Omangruppen Svenska AB,adam.arvidsson@omangruppen.com,SWE,VAXJO,http://www.omangruppen.com,Smedjegatan 39,9000000.0,Vimmerby kommun,SE,51500000,502689-2023,2023
Schaktsam AB,adam.augustinsson@schaktsam.se,SWE,KUNGSBACKA,,Myravägen 233,38800000,Lerums kommun,SWE,45000000,105333-2024,2024
AU Kulturmiljö AB,adam@au-kulturmiljo.se,SWE,GÖTEBORG,,"Adam Augustsson, Fridkullagatan 18E",28800000,Öckerö kommun,SWE,71000000,788430-2025,2025
Eitech Electro AB,adam.backstrom@eitech.se,SWE,GÖTEBORG,,Knipplekullen 11,15000000,Tyresö kommun,SWE,51100000,56885-2025,2025
Benders Sverige AB,Adam.bender@benders.se,SWE,Kvanum,,Box 20,,Skellefteå kommun,SWE,44114250,210220-2024,2024
NSH Ships Equipment AS,adam.bengtsson@northseahandling.no,SWE,Laksevåg,,Sjøkrigsskoleveien 14,1,Trafikverket Myndighet,SWE,60640000,595189-2024,2024
Adam Cederholm,adam.cederholm@rudskogataxi.se,SWE,Kristinehamn,,,,Karlskoga Kommun,SWE,90620000,788156-2025,2025
Wetlandia AB,adam.djupfeldt@wetlandia.se,SWE,Vetlanda,,Box 28,500000000,Skellefteå Buss AB,SWE,34121000,450604-2025,2025
Hagmans Tak Mälardalen AB,adam.dunberg@hagmanstak.se,SWE,ESKILSTUNA,,Box 5030,105000000,Telge Inköp AB,SWE,45261900,794758-2024,2024
Hifab AB,adam.elf@hifab.se,SWE,Västerås,,Lysgränd 3,22800000,Västerås stad,SWE,71000000,657224-2024,2024
"Freemelt AB,",adam.fraczyk@freemelt.com,SWE,Gothenburg,,"Fiskhamnsgatan 6A,  ",2496268.66,Syddansk Universitet,DNK,42600000,444248-2025,2025
Front RK AB,adam@front.se,SWE,ESKILSTUNA,,Mått Johanssons väg 38,,AB Familjebostäder,SWE,45262690,231995-2024,2024
Swerock Aktiebolag,adam.gloersen@swerock.se,SWE,Rosersberg,www.swerock.se,Stalgatan 2,5000000.0,SRV atervinning AB,SE,14000000,235953-2022,2022
Kalles Bud & Transport i Norr AB,adam.grundstrom@kallesbud.se,SWE,Luleå,,Murbruksvägen 11,88000000,Region Västerbotten,SWE,60100000,605639-2025,2025
Hemrex A,adam@hemrex.se,SWE,Ystad,,Norra Zinkgatan 16,,Kristianstads kommun,SWE,90910000,708277-2025,2025
Rohde & Schwarz Sverige Aktiebolag,adam.hillbert@rohde-schwarz.com,SWE,Skarpnäck,,Flygfältsgatan 15,1370000,Luleå tekniska universitet,SWE,38300000,494350-2024,2024
Kyros AB,adam.holso@kyros.se,SWE,MÖLNDAL,https://www.kyros.se,Kråketorpsgatan 20,2400000,Akademiska Hus Aktiebolag,SWE,71500000,501366-2024,2024
Kalmar Tak AB,Adam@kalmartak.se,SWE,KALMAR,,Lupinvägen 12 D,3000000,Region Kalmar Län,SWE,71000000,203776-2024,2024
Transformant,Adam.Kamal@transformant.se,SWE,Stall,,Strandbergs väg 11,8400000,GIH,SWE,66600000,67768-2025,2025
Svensk SamverkansentreprenadAB,adam.koller@ssea.se,SWE,Kista,,Nolsögatan 3,250000000,Ekerö kommun,SWE,45000000,533442-2025,2025
Aktea Energy AB,adam.krantz@aktea.se,SWE,Stockholm,,,379900,Göteborgs Stads inköps- och upphandlingsförvaltning,SWE,71630000,430002-2024,2024
IP HJELTE AB,adam.larsson@industriprofil.se,SWE,Gävle,,Förrådsgatan 11,,LÄNSSTYRELSEN I GÄVLEBORGS LÄN,SWE,18100000,390824-2025,2025
Ellery Beach House AB,adam.linder@ellerybeachhouse.com,SWE,Lidingö,,Elfviks Udde,,Försvarsmakten,SWE,55100000,568065-2024,2024
Botkyrka VVS & Fastighetsservice AB,adam.lindgren@botkyrkavvs.se,SWE,Norsborg,,Hantverkarvägen 7,,Skolfastigheter i Stockholm Aktiebolag (SISAB),SWE,45300000,733432-2024,2024
Peab Sverige AB,adam.lindstrom@peab.se,SWE,SOLNA,,"Peab Sverige AB, Box 808",60000000,Falköpings kommun,SWE,45300000,536382-2025,2025
Bengt Dahlgren Stockholm AB,adam.lockner@bengtdahlgren.se,SWE,Sundsvall,,Rådhusgatan 35,,Sundsvalls kommun,SWE,71314000,734904-2024,2024
Positec Nordic AB,adam.lund@positecgroup.com,SWE,HUSKVARNA,,"c/o Per Christiansson, Kidrons Parkstig 1",65000000.0,HBV,SE,16311000,744285-2023,2023
Fresh Coffee KS AB,adam@magnussonmakleri.se,SWE,TÄBY,https://www.karolinska.se,Masurgränd 10,60000000,Karolinska Universitetssjukhuset,SWE,15000000,49310-2024,2024
Tecomatic Entreprenad AB,adam.magnusson@tecomatic.com,SWE,KALMAR,,Gas-Jacobs Gata 3,,Stockholm Vatten AB,SWE,45252124,645787-2025,2025
Markmästarna i Östergötland AB,adam@markmastarna.se,SWE,Östra Ryd,,Viby,,Norrköpings kommun,SWE,45236000,688489-2025,2025
Föräldrarcentrum i Malmö Handelsbolag,adam@mdft.se,SWE,Malmö,,"Marietorps alle 5a, 21775",,Norrtälje kommun,SWE,85112200,863624-2025,2025
Adam James,adam@mradamjames.com,SWE,Sjövik,,"61, Kvarnvägen",9160000,"Göteborgs Stad, Exploateringsförvaltningen",SWE,92310000,164451-2025,2025
Visimind AB,adam.nordqvist@visimind.se,SWE,Solna,,Industrivägen 7,65275.60,Universität Stuttgart,DEU,42990000,66960-2025,2025
Rodolfo AB,adam@rodolfo.se,SWE,Stockholm,,Brännkyrkagatan 62,,Vetenskapsrådet,SWE,79822500,767224-2025,2025
Coor ILV AB,adam.rudin@coor.com,SWE,KISTA,,Knarrarnäsgatan 7,18500000,Studentbostäder i Linköping AB,SWE,90911000,237855-2025,2025
COOR ILV AB,adam.rudin@inspira.se,SWE,Solna,,Råsundavägen 18A,,Upphandlingscenter Falun Borlänge-regionen,SWE,90910000,202211-2025,2025
ISS Facility Services AB,adam.rudin@se.issworld.com,SWE,STOCKHOLM,,Box 47635,,Region Norrbotten,SWE,90910000,788613-2025,2025
Sartorius Stedim Data Analytics AB,adam.ryan@sartorius.com,SWE,Umea,,Ostra Strandgatan 24,3440000.0,UMEA UNIVERSITET,SE,38000000,288781-2022,2022
OneCo Networks AB,adam.salman@oneco.se,SWE,SOLNA,https://www.oneco.se/ ,Box 1457,8000000,Jönköpings kommun,SWE,51000000,56953-2024,2024
Strid & Lundberg Gata AB,adam@stridlundberg.se,SWE,Stockholm,,Norrbackagatan 74,,Upplands Väsby kommun,SWE,71310000,226657-2024,2024
Studio Moi AB,adam@studiomoi.se,SWE,STOCKHOLM,,"Bergström, Sibyllegatan 38",9000000,Ljungby kommun,SWE,71000000,597163-2025,2025
Telenor Sverige Aktiebolag,adam.svallingson@telenor.se,SWE,SOLNA,,Box 3081,45000000,Borås kommun,SWE,64000000,76831-2025,2025
Takelement Laholm AB,adam@takelement.se,SWE,LAHOLM,https://takelement.se/,Industrigatan 17,,Framtiden Byggutveckling AB,SWE,45211100,16592-2024,2024
Taxi Höganäs AB,adam@taxihoganas.se,SWE,Höganäs,,Järnvägsgatan 6,25000000,Höganäs kommun,SWE,34000000,419331-2025,2025
TRIG AB,adam@trig.se,SWE,STENKULLEN,,Hedeforsvägen 28,4000000,Ulricehamns kommun,SWE,71222100,479516-2024,2024
Newsec Advisory Sweden AB,Adam.Tyrcha@newsec.se,SWE,STOCKHOLM,,Box 7795,100,Region Uppsala,SWE,70100000,167819-2024,2024
Wetlandia Aktiebolag,adam@wetlandia.se,SWE,VETLANDA,,Box 28,1258203,Region Gotland,SWE,34000000,546716-2024,2024
Adapt Event & Expo AB,adapteventexpo@buteoservices.se,SWE,GÖTEBORG,,"Mässans Gata 14, 2TR",31000000,Stockholmsmässan Aktiebolag,SWE,51310000,245517-2025,2025
Adapt International Ab,adaptint@buteoservices.se,SWE,Stockholm,,Västmannagatan 15,,Serviceförvaltningen,SWE,31518100,246111-2024,2024
Pacific Propeller International LLC,adare@pacprop.com,SWE,Kent,,5802 South 228th Street,,FMV,SWE,50211210,122826-2024,2024
livix arkitektur och design ab,aday@livix.se,SWE,Hägersten,,Elsa Borgs Gata 68,,Värmdö kommun,SWE,71000000,495030-2024,2024
Birn+Partners Sweden AB,ad@birn-partners.com,SWE,Stockholm,,Klevgränd 8,,Huddinge kommun,SWE,79600000,553507-2024,2024
ADCURIS AB,adcuris2023@gmail.com,SWE,KARLSBORG,,Fortifikationsgatan 6A,2843853,Region Gävleborg,SWE,33163000,531904-2024,2024
Atea Sverige AB,AddaAV2022@atea.se,SWE,Kista,,Kronborgsgränd 1,,Swedavia AB,SWE,31700000,742408-2025,2025
Pro4u AB,adda@pro4u.com,SWE,Stockholm,,Kungsgatan 37 8tr,5000000,E-hälsomyndigheten,SWE,75000000,26027-2025,2025
Volkswagen Group Sverige AB,adda@vwgroup.se,SWE,Södertälje,,Hantverksvägen 9,52033667,Luleå kommun,SWE,34100000,1445-2025,2025
Edgelight Consulting AB,adde@edgelight.se,SWE,LIMHAMN,,Låglandsgatan 16,8000000,Affärsverken Karlskrona Aktiebolag,SWE,72000000,639986-2024,2024
Stockholms Markteknik AB,adde@marktek.se,SWE,Tumba,,Skyttbrinksvägen 29F,,Stockholm Vatten AB,SWE,45233200,544031-2025,2025
COWI AB,adei@cowi.com,SWE,GÖTEBORG,,SKÄRGÅRDSGATAN 1,,Trafikverket Myndighet,SWE,71311000,183620-2024,2024
Image Play Sweden AB,adele@imgplay.com,SWE,Lund,,scheelevägen 15,,Löf regionernas ömsesidiga försäkringsbolag,SWE,72400000,843671-2025,2025
SWECO Sverige AB,adem.hodzic@sweco.se,SWE,STOCKHOLM,,Box 34044,20000000,Göteborg Energi Aktiebolag,SWE,72220000,191227-2024,2024
Adept Sverige AB,adept@sskjour.se,SWE,Hägersten,,Karusellplan 14 B Nb,2000000,Upplands Väsby kommun,SWE,85141200,216127-2025,2025
DAV Nordic AB,adg@davnordic.se,SWE,Norrköping,,S:t Persgatan 19,,Trafikverket Myndighet,SWE,34928230,404475-2024,2024
IFS Sverige AB,adis.brnicanin@ifs.com,SWE,LINKÖPING,,Teknikringen 5,150000000,Tekniska verken i Linköping AB (publ),SWE,72000000,636617-2025,2025
Peab Anläggning AB,adis.dzafic@peab.se,SWE,Solna,,Box 808,200000000,Skåne Blekinge Vattentjänst AB,SWE,45252127,516875-2024,2024
ÅF-Industry AB,adis.osmanovic@afry.com,SWE,STOCKHOLM,,,30000000,Göteborg Energi Aktiebolag,SWE,98000000,515537-2024,2024
Taxi Herrljunga Aktiebolag,admgoran@hotmail.com,SWE,HERRLJUNGA,,Bjorkvagen 1 B,4000000.0,Herrljunga kommun,SE,55521200,029125-2020,2020
Taxicentralen i Kristianstad Aktiebolag,admin@aktaxi.nu,SWE,Åhus,,Lägatan 7,,Region Blekinge,SWE,60120000,539093-2025,2025
Bluell AB,admin@bluell.se,SWE,SOLLENTUNA,,Stackvägen 18,12000000,Migrationsverket,SWE,48000000,213335-2025,2025
Digidem Lab ekonomisk förening,admin@digidemlab.org,SWE,Göteborg,,Linnégatan 21,,Stockholms universitet,SWE,72224000,42138-2024,2024
Evia Fisksatra AB,admin@eviagruppen.se,SWE,SALTSJOBADEN,http://www.eviagruppen.se,,500000000.0,Eskilstuna kommun,SE,85300000,343713-2021,2021
Fiskflyg AB,admin@fiskflyg.se,SWE,PORJUS,,Strömgatan 43,,Försvarsmakten,SWE,60440000,397913-2024,2024
Fyrens HVB AB,adminfyren@vuo.nu,SWE,Backe,,Stationsvagen 2,288000000.0,UMEA KOMMUN,SE,85000000,651810-2023,2023
Clean Gotland AB,admin@hemstadningvisby.se,SWE,Visby,,Hospitalsgatan 3a,4000000,Region Gotland,SWE,90911300,300053-2025,2025
Hire Quality AB,admin@hirequality.se,SWE,NORRKÖPING,,Källvindsgatan 5,4000000,Region Stockholm - Serviceförvaltningen,SWE,72000000,808836-2025,2025
Innovativ elteknik i sverige ab,Admin@iet.nu,SWE,Rönninge,,Blåklintstigen 8,10000000,Exploateringskontoret,SWE,79610000,538915-2024,2024
Cibes Kalea Sverige AB,administration@hissiskane.se,SWE,GÄVLE,,Utmarksvägen 13,,Trelleborgs kommun,SWE,50000000,271776-2025,2025
ABF Progress AB,administration.loj@abf.se,SWE,VÄSTERÅS,,"ABF Västerås, Box 13",,Arbetsförmedlingen,SWE,80500000,612736-2025,2025
Snabbvaccin Sverige AB,administration@medicalvardcentral.se,SWE,GÖTEBORG,,Manufakturgatan 5,,Kristianstads kommun,SWE,85121270,96344-2024,2024
Taxi Gotland,administration@taxigotland.se,SWE,Visby,,Box 2020,4500000,Region Gotland,SWE,64120000,512265-2024,2024
JOST Sverige AB,admin@jostsverige.com,SWE,Söderhamn,,Granitvägen 1,,Locum AB,SWE,71000000,117936-2024,2024
Måviken Rehabcenter AB,admin@maviken.nu,SWE,Mjällom,,Måviken 120,250000000,Huddinge kommun,SWE,85000000,15658-2025,2025
Odd Hill AB,admin@oddhill.se,SWE,malmö,,Exercisgatan 2,,RISE RESEARCH INSTITUTES OF SWEDEN AB,SWE,72410000,854381-2025,2025
Unite Store Europe AB,admin@palmtreehotel.se,SWE,Höllviken,,Hammartorpsvägen 3,,Försvarsmakten,SWE,55100000,565383-2024,2024
Riddersviks Fest & Kursgård AB,admin@riddersviksherrgard.se,SWE,Hässelby,,Riddersviks allé 11,,Upplands Väsby kommun,SWE,55000000,770708-2024,2024
N-E Sormans Bygg o Entreprenad AB,admin@sormansbygg.se,SWE,JONKOPING,http://www.sormansbygg.se,Soldattorpsgatan 16,6200000.0,Mullsjo kommun,SE,90620000,638478-2023,2023
Unitalent AB,admin@spetsa.se,SWE,LINKÖPING,,"LIU HOLDING AB, Teknikringen 7",1011200,202100-2114,SWE,79315000,100999-2025,2025
Ocab Sydost AB,admin.syd@ocab.se,SWE,KALMAR,,Tjuvbackevägen 6,30000000,Kraftringen Energi AB (publ),SWE,90920000,519386-2025,2025
Upphandlingsbolaget i Göteborg AB,admin@upphandlingsbolaget.se,SWE,Nödinge,,Stomvägen 29,,Region Gotland,SWE,79418000,241783-2025,2025
Boule Medical AB,admir.gusic@boule.com,SWE,SPÅNGA,https://boule.com,Domnarvsgatan 4,6000000,Region Östergötland,SWE,33000000,42429-2024,2024
