company_name,email,country,city,website,address,contract_value,authority,authority_country,cpv,notice_id,year
Seie AS,ada@seie.no,NOR,Bergen,,Fabrikkgaten 5,22000000,Vanylven Kommune,NOR,85000000,111703-2025,2025
Add Arkitekter AS,add@addarkitekter.no,NOR,Oslo,,Frognerseterveien 42D,2400000,Moss kommune,NOR,71000000,556641-2024,2024
BELLMAN & SYMFON NORGE AS,ade@bellman.no,NOR,Sandefjord,https://bellman.com/en/about-us/offices/norway/,Breiliveien 47,1635000,Västra Götalandsregionen,SWE,33196000,275307-2024,2024
Agitec AS,adm@agitec.no,NOR,OSLO,,Arbins gate 11,1000000.0,Digitaliseringsdirektoratet,NO,72200000,434307-2023,2023
Capus AS,adm@capus.no,NOR,OSLO,,Pilestredet 8,4000000,Registerenheten i Brønnøysund,NOR,79600000,326163-2025,2025
Gjennestad Drift AS,adm@gjennestad.no,NOR,STOKKE,,Gjennestadtunet 10,3900000,Bærum kommune,NOR,03121100,148405-2024,2024
Mednordix AS,admin@adcarenordic.com,NOR,Fornebu,,,5300000,SYKEHUSINNKJØP HF,NOR,33140000,393128-2024,2024
Follo Taxi AS,admin@follotaxi.no,NOR,Ski,,,89000000,Ruter As,NOR,60000000,285674-2025,2025
Helsesupport AS,admin@hesu.no,NOR,Oslo,,"c/o Ekonomernas Hus Bruksenhetsnummer H0505, Dronning Eufemias gate 59",35000000,Voss kommune,NOR,79000000,411614-2025,2025
Hapro Jobb og Karriere AS,administrasjon@hapro.no,NOR,Jaren,,,25938000,ARBEIDS- OG VELFERDSETATEN,NOR,85312300,401143-2024,2024
Lindbak AS,administrasjon@lindbak.no,NOR,TRONDHEIM,,Nordslettvegen 1,425000000,Forsvaret v/Forsvarets logistikkorganisasjon,NOR,39100000,172349-2024,2024
OSTERØY FERJESELSKAP AS,administrasjon@ofsas.no,NOR,VALESTRANDSFOSSEN,,Postboks 100,108000000, VESTLAND FYLKESKOMMUNE SKYSS,NOR,60000000,243432-2024,2024
Binary Security AS,administration@binarysecurity.no,NOR,Oslo,,Torggata 5,,Norsk Tipping AS,NOR,72000000,546065-2025,2025
Uptime Consulting AS,administration@uptimeconsulting.no,NOR,OSLO,,Munchs gate 7,25000000.0,Digitaliseringsdirektoratet,NO,72200000,654407-2022,2022
KapitalKontroll AS,ADMIN@KAPITALKONTROLL.NO,NOR,Oslo,,,,Engerdal kommune,NOR,48440000,67841-2024,2024
Lumbar AS,admin@lumbar.no,NOR,Våler i Østfold,,Vestlia 25,10000000,Norsk nukleær dekommisjonering (NND),NOR,79635000,690780-2024,2024
Studix,admin@studix.com,NOR,OSLO,,Postboks 1389 VIka,,Asker kommune,NOR,79711000,8046-2024,2024
KNOWIT AS,adm@knowit.no,NOR,OSLO,,Universitetsgata 1,10000000.0,Digitaliseringsdirektoratet,NO,72212222,629751-2023,2023
Olympus Norge AS,adm@olympus-europa.com,NOR,Asker,,,,SYKEHUSINNKJØP HF,NOR,33000000,185111-2025,2025
Olympus Norge AS,adm@olympus.no,NOR,ASKER,,Drengsrudbekken 12,8000632,SYKEHUSINNKJØP HF,NOR,33100000,767189-2024,2024
Øverbygd Elektro AS,adm@overbygd-elektro.no,NOR,ØVERBYGD,,Takvassveien 29,15000000,Forsvarsbygg,NOR,50532000,267494-2025,2025
Smakfullt Storkjøkken AS,adm@smakfullt.as,NOR,Hunndalen,,Damsletta 7,30000000,Stange kommune,NOR,03310000,468257-2024,2024
Elkjøp Norge AS,adrian.arlien@elkjop.no,NOR,Lørenskog,,Postboks 153,147000000,Rogaland fylkeskommune,NOR,30213000,630014-2025,2025
Konik AS,adrian.hoti@nhn.no,NOR,Trondheim,,Postboks 1247 Torgard,9652500,Norsk Helsenett SF,NOR,79421000,8125-2024,2024
Alektum AS,adrian.plesner@alektumgroup.com,NOR,3103 Tønsberg,,"Nedre Langgate 20, 3126 Tønsberg",230,Asker kommune,NOR,79940000,620105-2024,2024
Reidar Stokke AS,adrian@reidarstokke.no,NOR,Ellingsøy,,Lyngholmvegen 245,4000000,Ålesund kommune,NOR,90620000,475603-2024,2024
Dentsu Norge AS,adrien.bjornskau@dentsu.com,NOR,Oslo,,Kristian Augusts gate 23,12000000,Norges miljø- og biovitenskapelige universitet,NOR,79341200,191786-2025,2025
Advansia AS,advansia@advansia.no,NOR,Oslo,,,1000000000,Oslo kommune v/ Oslobygg KF,NOR,71540000,31699-2025,2025
ADVANSIA AS,advansia@afconsult.com,NOR,OSLO,,Lilleakerveien 8,35000000,STATSBYGG,NOR,71000000,135548-2025,2025
Advokatfirmaet Johnsrud & Co AS,advokat@advjohnsrud.no,NOR,Hamar,,,2900000,Sirkula IKS,NOR,75231000,144684-2025,2025
Bresto Advokatfirma AS,advokat@bresto.no,NOR,Oslo,,Pb 1058 Hoff,40000000,NORCE Research AS,NOR,75000000,627915-2025,2025
ADVOKATFIRMAET HJORT AS,advokatfirmaet@hjort.no,NOR,OSLO,https://www.hjort.no/,Universitetsgata 1,13122000,Den norske kirke,NOR,75231000,464572-2024,2024
Inventura advokat as,advokat@inventura.no,NOR,Fyllingsdalen,,Spelhaugen 22,37000000,Holmestrand kommune,NOR,79100000,264518-2024,2024
Bjarnes Handverkstjenester AS,aea@bjarnes.no,NOR,Grimstad,,Lia 90,120000000.0,Agder fylkeskommune,NO,45210000,209953-2021,2021
Hamstad AS,aed@hamstad.no,NOR,FURNES,,Øvermarka 2,,Verdal Kommune,NOR,50000000,625907-2025,2025
Akkodis Edge Norway AS,aes@akkodis.no,NOR,Høvik,,Sandviksveien 26,1550000,Universitetet i Agder,NOR,48800000,270250-2025,2025
Abildsø gård,af@abildso.org,NOR,Oslo,,Enebakkveien 210,70000000,Oslo kommune v/ Utdanningsetaten,NOR,75121000,816957-2025,2025
Børstad Transport AS,afb@borstad.no,NOR,Stjørdal,,Sutterøygata 14,72262000,Midtre Namdal Avfallsselskap IKS,NOR,90520000,396066-2024,2024
Nidaros-eiendomsmegling sentrum AS,afl@eie.no,NOR,Trondheim,,Nedre Bakklandet 58 C,3000000,Innherred Anskaffelser,NOR,70100000,230657-2025,2025
Oslo Elektriske AS,af@oslo-elektriske.no,NOR,0668,,Ole Deviks vei 44,1745476,Universitetet i Oslo,NOR,09331000,164619-2025,2025
Akershusgartneren AS,agartner@agartner.no,NOR,Gjerdrum,,PB 100,35000000,Øvre Romerike Innkjøpssamarbeid,NOR,37535200,565365-2025,2025
Axess Industries AS,age.elvestuen@axessgroup.com,NOR,Molde,,Granfjæra 22 C,4500000,Asker kommune,NOR,71000000,340117-2025,2025
Evje Elektroservice AS,ag@ees.no,NOR,Evje,,Verksvegen 16,120000000.0,Agder fylkeskommune,NO,45210000,209953-2021,2021
STATENS LEGEMIDDELVERK,agenas@pec.agenas.it,NOR,OSLO,,Grensesvingen 26,918220,"Health and Digital Executive Agency (HaDEA) , HADEA - Health and Digital Executive Agency",BEL,80521000,707551-2024,2024
Agenda Kaupang AS,agenda.kaupang@agendakaupang.no,NOR,Oslo,,Hoffsveien 1C,30000000,Oslo kommune v/ Byrådsavdeling for helse,NOR,73220000,127946-2025,2025
Skorve Entreprenør,age.seltveit@skorve.no,NOR,Seljord,https://skorve.no,Brøløsvegen 3,20200969,ROLLAG KOMMUNE,NOR,45223000,757628-2024,2024
Østerbø Solution  AS,aggregat@osterbo.no,NOR,Bjordal,,Sørebøvegen 371,3500000,Sandnes kommune,NOR,50000000,112932-2024,2024
Aglo Opplæringssenter,aglo@aglo.no,NOR,SKATVAL,,Fløanvegen 89,,Stjørdal kommune,NOR,80000000,303424-2024,2024
Holen Installasjon AS,agnar@holen-installasjon.no,NOR,Sogndal,,Nestangen,6000000.0,Vik kommune,NO,51110000,290803-2022,2022
Applus Norway AS,agnar.sidhu@applusvelosi.com,NOR,Kongsberg,,Kirkegårdsveien 50,5733750,Statens vegvesen,NOR,71631450,62242-2025,2025
Capgemini Norge AS,agnes-yvonne.lading@capgemini.com,NOR,Oslo,,Karenlyst Alle 20,1200000000,Statens vegvesen,NOR,72000000,303331-2025,2025
ZEISS AS,agneta.eriksson@zeiss.com,NOR,Oslo,,Kabelgaten 8C,5250000,NTNU,NOR,38000000,364617-2025,2025
Etac AS,agnete.norberg.watndal@etac.com,NOR,Moss,,Vanemveien 1,20000000,Sunnfjord kommune,NOR,33000000,512629-2025,2025
Nordic Infucare,agnete.stray-pedersen@infucare.com,NOR,Oslo,,,,SYKEHUSINNKJØP HF,NOR,33140000,40418-2025,2025
Proba AS,ag@proba.no,NOR,Oslo,,Biskop Gunnerus' gate 2,2000000,Arbeids- og inkluderingsdepartementet,NOR,73000000,533220-2025,2025
ASSENT AS,agr@assent.no,NOR,BERGEN,,Måseskjæret 8,310000000,Bodø Kommune,NOR,85000000,10235-2025,2025
ViaNova Trondheim AS,agxs@trondheim.kommune.no,NOR,TRONDHEIM,,Postboks 6104,2960245.0,Trondheim kommune,NO,71311210,782444-2023,2023
Oceaneering Asset Integrity AS,ahamnes@oceaneering.com,NOR,Bergen,,,12000000,Norwegian Ocean Industry Authority (Havtil),NOR,79417000,110821-2024,2024
AH Diagnostics AS,ahdiagnostics@ahdiagnostics.no,NOR,Oslo,,Fjellgata 1,,Universitetet i Stavanger,NOR,38000000,611145-2025,2025
In Situ as,ah@insitu.no,NOR,Moss,,Verket 22,337000000,Viken Vest Innkjøpssamarbeid (VVI),NOR,71000000,672363-2024,2024
Variant Norge AS,ah_norge@variant.no,NOR,Trondheim,,Kongens gate 36,,Entur AS,NOR,72000000,775134-2025,2025
Nucleus AS,ah@nucleus.no,NOR,OSLO,,Wergelandsveien 7,25000000,Medietilsynet,NOR,79000000,274193-2025,2025
Gunnar Hognerud AS,ahogner@online.no,NOR,Hovet,,Hovsvegen 75,20000000,Hol kommune,NOR,90620000,382908-2025,2025
Architectopia AS,aholt@architectopia.com,NOR,Oslo,,PB 8928 Youngstorget,1500000,Agder fylkeskommune,NOR,71000000,343011-2025,2025
Abicon elektro AS,a.hope@abicon.no,NOR,DRAMMEN,,Kobbervikdalen 119,50000000,Kongsberg kommunale eiendom KF,NOR,50000000,294111-2024,2024
Scanbur AS,ah@scanbur.com,NOR,NITTEDAL,,RAUERSKAUVEIEN 518,26200000,STATSBYGG,NOR,33000000,730938-2024,2024
SIGN AS,ahs@sign-as.no,NOR,NAMSOS,,PB376,,Sandnes kommune,NOR,71500000,795405-2025,2025
SIGN AS,ahs@sign.no,NOR,Namsos,,Postboks 376,80000000,Øvre Romerike Innkjøpssamarbeid,NOR,71000000,624765-2025,2025
Stiftelsen Telemarksforsking,ailin.aastvedt@tmforsk.no,NOR,Bø,,Kyrkjevegen 6,2500000,Kunnskapsdepartementet,NOR,73000000,593935-2025,2025
Aase Prosjekt AS,aina.johnsen@aase.no,NOR,Oslo,,"Fyrstikkalléen 7,",120000000,Viken Vest Innkjøpssamarbeid (VVI),NOR,71000000,368851-2025,2025
Signal Companiet AS,ait@signalcompaniet.no,NOR,Stathelle,,Nysteinveien 154,2000000,Bane NOR SF,NOR,50220000,544193-2024,2024
Brobyggere bemannings- og rekrutteringstjeneste,a.jabar@brobyggere.com,NOR,Bergen,,Strandgaten 87,12000000,Randaberg kommune,NOR,79600000,368126-2025,2025
Abri Dialogue AS,aj@abridialogue.no,NOR,Sola,,Solakrossen 2,,Sandnes kommune,NOR,85312400,744290-2025,2025
Nordvik,aj@nordvik.dk,NOR,Godvik,,Nedre Stiaberget 51b,,Oslo kommune v/ Utviklings- og kompetanseetaten,NOR,79620000,672735-2025,2025
Johnsrud Etterforskning og Rådgivning,ajohnsru@online.no,NOR,TØNSBERG,,Tollbodgaten 15,2000000,Horten kommune,NOR,75110000,711236-2024,2024
Progit Consulting AS,aka@progit.no,NOR,Oslo,,Torggata 9A,9000000,STATSBYGG,NOR,71310000,76228-2024,2024
Ørn Software AS - en del av EG,akarl@eg.no,NOR,RANHEIM,,Skonnertvegen 10,7000000,Oslo kommune v/ Eiendoms- og byfornyelsesetaten,NOR,72310000,859442-2025,2025
KNUTSVIK DRIFT AS,ak@knutsvikdrift.no,NOR,ÅLGÅRD,,Balders gate 1,0,Stavanger kommune,NOR,50000000,108067-2025,2025
BACKER SKEIE AS,akn@backerskeie.com,NOR,Oslo,http://www.backerskeie.com,Radhusgata 23,40000000.0,STATNETT SF,NO,79600000,750610-2023,2023
Hagen og Godager AS,akre@hagenoggodager.no,NOR,Stange,,Stensrudvn 13,60000000,Stange kommune,NOR,45422000,583411-2024,2024
Bielke&Yang AS,aksel@bielkeyang.com,NOR,Oslo,,Akersgata 38,4500000,Stiftelsen Design og arkitektur Norge,NOR,72000000,408545-2025,2025
Entelios AS,aksel.eckbo@entelios.com,NOR,Kristiansand,,Kjøita 18,130000000,Ålesund kommune,NOR,09000000,381472-2024,2024
Haptic,aksel@hapticarchitects.com,NOR,Oslo,,Torggata 38,450000000,Oslobygg KF,NOR,71210000,220148-2025,2025
KVERNELAND ENERGI AS,aksel@kvernelandenergi.no,NOR,Klepp stasjon,,Plogfabrikkveien 15,4475000,Statens vegvesen,NOR,31100000,70306-2024,2024
PPM prosjekt Oslo AS,aksel.midtbo@ppmprosjekt.no,NOR,Oslo,,Torggata 8,5000000,Ålesund kommune,NOR,71541000,137647-2025,2025
MINUS 1 AS,aksel@minus1.no,NOR,OSLO,,Universitetsgata 2,4800000,Digitaliseringsdirektoratet,NOR,72200000,168297-2025,2025
ITECH AS,Aksel.wiberg@itech.no,NOR,Asker,,Skysstasjon 9,1650000,Norges miljø- og biovitenskapelige universitet,NOR,71300000,765645-2024,2024
Østengen & Bergo AS,akva@ostengen-bergo.no,NOR,Oslo,,Kronprinsens gate 1,70000000,Oslobygg KF,NOR,71000000,576229-2025,2025
ACO Rengjøring AS,al@acorengjoring.no,NOR,Oslo,,,3125232,Sirkula IKS,NOR,90911000,714058-2024,2024
Agito Norge,albert.hagne@agito.org,NOR,OSLO,,Dronning Maudsgate 10,22000000,Vanylven Kommune,NOR,85000000,111703-2025,2025
Argentum Entreprenør AS,aleksander.bjerke@agas.no,NOR,Kongsberg,,Storgata 8,150000000,Øvre Eiker kommune,NOR,71500000,110675-2025,2025
blinQ AS,aleksander.freberg@blinq.no,NOR,Oslo,,Wergelandsveien 7,20000000,Statens arbeidsmiljøinstitutt,NOR,72260000,176983-2024,2024
ATEA AS,aleksander.hoff@atea.no,NOR,OSLO,https://www.atea.no,Karvesvingen 5,4200000000,Stiftelsen Tradebroker,NOR,30200000,817875-2025,2025
Milla Says AS,aleksander@millasays.com,NOR,STRAUME,,Trollhaugmyra 15,334014800,Arbeids- og velferdsdirektoratet,NOR,32581000,504902-2024,2024
Øines Digital AS,aleksander@oinesdigital.no,NOR,Mo i Rana,,,,Værnesregionen Innkjøp,NOR,72000000,150497-2025,2025
Rødal skog,aleksander_roedal@hotmail.com,NOR,Ålesund,,Havnevikvegen 33,3200000,Gammel Ålesund kommune,NOR,77200000,390287-2024,2024
TRIMBLE SOLUTIONS SANDVIKA AS,aleksandra.lullu@trimble.com,NOR,Sandvika,,,1667164.00,osaühing Rail Baltic Estonia,EST,72260000,797532-2024,2024
CETUS AS,aleved@online.no,NOR,Veavågen,,Postboks 99,5350000,The Directorate of Fisheries,NOR,60653000,700932-2025,2025
AR ANLEGG AS,alexander@ar-anlegg.no,NOR,SØGNE,,Skarveien 11,,KRISTIANSAND KOMMUNE,NOR,60181000,628831-2025,2025
DNB Bank ASA,alexander.bakken@autolease.no,NOR,Oslo,,Dronning Eufemiasgt. 30,,Bane NOR SF,NOR,66000000,842326-2025,2025
Tikkurilla Norge AS,Alexander.bekkavik@ppg.com,NOR,Tromsø,,,,Tromsø kommune,NOR,44800000,458364-2025,2025
BERRE Kommunikasjonsbyrå AS,alexander@berre.no,NOR,Trondheim,,Mellomila 56,,Høgskolen i Molde,NOR,79340000,782517-2025,2025
Kantar Media Norge AS,alexander.eidsaether@kantar.com,NOR,Oslo,,Lakkegata 23,1330000,Norsk filminstitutt,NOR,79310000,182060-2025,2025
Atea AS (Hovedenhet),alexander.flesland@atea.no,NOR,OSLO,,Karvesvingen 5,68000000,VALIDÉR AS,NOR,64200000,19894-2025,2025
LOS&CO,alexander@losco.no,NOR,Oslo,,"Skur 41 Vippetangen, Postboks 398 Sentrum",25000000,Medietilsynet,NOR,79000000,274193-2025,2025
AIG Europe SA Nuf,alexander.martinez@aig.com,NOR,0slo,,,45224457.00,Vygruppen AS,NOR,66510000,755621-2024,2024
MIDTEIDE CONSULTING AS,alexander@midteideconsulting.no,NOR,OSLO,,Etterstadsletta 25A,5100000,Digitaliseringsdirektoratet,NOR,72200000,396689-2025,2025
Netlife Design AS,alexander.nordkvelle@netlife.com,NOR,Oslo,,Youngstorget 3,4500000,Stiftelsen Design og arkitektur Norge,NOR,72000000,408545-2025,2025
Iron Mountain Norge AS,alexander.nyborg@ironmountain.com,NOR,VESTBY,,Deliveien 5,50000000,Skatteetaten,NOR,79999100,170180-2025,2025
Sønstegård AS,alexander@sonstegard.no,NOR,Gransherad,,Tinsjøveien 1897,60000000,Tinn kommune,NOR,45000000,795188-2025,2025
ST1 NORGE AS,alexander.svensen@st1.com,NOR,Oslo,,DRAMMENSVEIEN 134 BYGG 6 P O BOX 1154 SENTRUM,8400000,Statens vegvesen,NOR,70000000,288315-2025,2025
St1 Norge AS,alexander.svensen@st1.no,NOR,OSLO,,DRAMMENSVEIEN 134,21000000,Innkjøpsservice Advokatfirma AS,NOR,09000000,290505-2024,2024
Alex Dekor AS,alexdekoras@gmail.com,NOR,7603,,Nesheimvegen 17,12400000,Levanger Kommune,NOR,50000000,311029-2025,2025
HAVERSTAD GRAVESERVICE AS,alex@havgrav.no,NOR,SØR-FRON,,Bjørnstulvegen 17,827042,Sør-Fron Kommune,NOR,90620000,530696-2025,2025
Rune Pedersen Malerfirma AS,alex@malerpedersen.no,NOR,Mandal,,Grensegata 20,20000000,OFA - Konkurranseportal,NOR,50700000,97908-2024,2024
MORGENSTERN AS,alex@mrgn.no,NOR,OSLO,,Karl Johans gate 21,,Norsk Tipping AS,NOR,79340000,703948-2025,2025
ALFA SIKKERHET BEMANNING OG VAKTSERVICE AS - Mitt Hotell,alfabvaktservice@gmail.com,NOR,Moss,,Rådhusgata 3,36000000,Moss kommune,NOR,55000000,524204-2025,2025
Dronninga landskap,alf@dronninga.com,NOR,Oslo,,Dronningens gate 22,70000000,Oslobygg KF,NOR,71000000,576229-2025,2025
Sweco Norge AS,AlfEgil.Skrea@sweco.no,NOR,Sköien,,Postbox 80,20000000,Rogaland fylkeskommune,NOR,71300000,377182-2025,2025
Senab Eikeland Nord AS,alf.erik.hansen@senabeiekalnd.no,NOR,Bod,,Tolder Holmers Vei 6,4500000.0,Kompetanse Norge,NO,39130000,297915-2020,2020
Alf Gunnar Vullum,alfgunnarvullum@hotmail.no,NOR,HALSANAUSTAN,,"126 vullumstranda, 126vullumstranda",18769200,Heim kommune,NOR,90620000,469646-2024,2024
Matvarehuset AS,alf.helge.halland@matvarehuset.no,NOR,Bergen,,Postboks 574 Olsvik,120000000,Ålesund kommune,NOR,55520000,406528-2025,2025
Maskinentreprenør Flåt AS,alf.inge@flaat.no,NOR,ØVREBØ,,Øvrebø Industriområde 12,,KRISTIANSAND KOMMUNE,NOR,60181000,628831-2025,2025
Kare Christensen AS,alfinge@k-christensen.no,NOR,ARENDAL,,Asbieveien 12,7200000.0,Risr kommune ,NO,50700000,624156-2022,2022
Teqva Haugesund AS,alf.kristian.kvalevag@teqva.no,NOR,Karmsund,,Norevegen 34,200000000,Rogaland fylkeskommune,NOR,45330000,461977-2025,2025
Fjellestad & Heggland AS,alfmagne@fjell-hegg.no,NOR,NODELAND,,Sogndalsveien 257,,KRISTIANSAND KOMMUNE,NOR,60181000,628831-2025,2025
Trollvegg Arkitektstudio AS,alfpetter@trollvegg.no,NOR,Kristiansand,,Markens gate 13-15,36100000,Vennesla kommune,NOR,71000000,302946-2025,2025
HAVFORSKNINGSINSTITUTTET,alf.ring.kleiven@hi.no,NOR,BERGEN,,,2500000,Miljødirektoratet,NOR,90700000,529597-2025,2025
Flekkefjord rør&Varme as,al@frov.no,NOR,Flekkefjord,,Svegeskogen 3,8000000,Flekkefjord kommune,NOR,50000000,217288-2025,2025
METOS AS,aline.kanyange@metos.no,NOR,OSLO,,Rosenholmvn. 4A,15000000,NTNU,NOR,39221000,233229-2024,2024
Samtak AS,Ali.seena.jamali@Inventura.no,NOR,Rolvsøy,,Dikeveien 29,300000000,Sarpsborg kommune,NOR,85000000,98499-2025,2025
Advicia AS,allan@advicia.no,NOR,Oslo,,Løvenskioldsgate,6000000,Kolumbus AS,NOR,71620000,758419-2024,2024
Zystm AS,alm@zystm.com,NOR,Grålum,,Vesterheimveien 2,19600000,NTNU,NOR,39180000,455978-2025,2025
NEDIG AS,al@nedig.no,NOR,Arendal,,Skrubbedalsveien 1,16000000,Universitetet i Agder,NOR,50711000,120224-2025,2025
Thune Produkter,al@thuneprodukter.no,NOR,2323,,Halsetsvea 38,4135976,Universitetet i Oslo,NOR,33000000,67084-2025,2025
Altibox AS,altiboxbedrift@altibox.no,NOR,Stavanger,,Breiflatveien 18,1827060.0,Husbanken,NO,72400000,656150-2023,2023
AXTECH AS,alu@axtech.no,NOR,MOLDE,,Fannestrandvegen 85,91300000,STATSBYGG,NOR,42900000,48967-2024,2024
Rjukan VVS & Elektro AS,aluraas@rjukan-vvs.no,NOR,RJUKAN,,SVADDEVEGEN 147,10000000,Tinn kommune,NOR,70000000,784901-2024,2024
Jupiter System Partner,amanda@jupiter.no,NOR,Tromsø,,Postboks 246,5000000,Ås kommune,NOR,72000000,324153-2025,2025
Manymore.com,aman@manymore.com,NOR,Oslo,,Pilestredet 17,2400000,UNIVERSITETET I INNLANDET,NOR,79600000,591694-2025,2025
BearingPoint Norway AS,amelie.hardoe@bearingpoint.com,NOR,Oslo,,Tjuvholmen Alle 3,35000000,Asker kommune,NOR,72000000,642085-2025,2025
SHAATH,Amershaath2001@gmail.com,NOR,Ottestad,,Veltbakken 6,620000000,AVINOR AS,NOR,70220000,713765-2024,2024
Saltimport AS,amg@salt.no,NOR,Bergen,,Sandviksveien 62,17000000,Sarpsborg kommune,NOR,14000000,323097-2025,2025
Østbø AS,amj@ostbo.no,NOR,Bodø,,Postboks 1447,78000000,Lofoten Avfallsselskap IKS,NOR,90511200,74384-2025,2025
Frogner House apartments,amto@frognerhouse.no,NOR,Oslo,,Colbjørnsensgate 3,7500000,Universitetet i Oslo,NOR,55000000,104420-2025,2025
Konica Minolta Business Solutions Norway AS,amund.bones@konicaminolta.no,NOR,Oslo,,Maridalsveien 323,140000000,Statens innkjøpssenter v/DFØ,NOR,30232110,544182-2025,2025
Knowit AS,amund.brandsrud@knowit.no,NOR,Oslo,,Universitetsgaten 1,,TET Digital AS,NOR,72000000,773122-2025,2025
