First Name,Middle Name,Last Name,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Name Prefix,Name Suffix,Nickname,File As,Organization Name,Organization Title,Organization Department,Birthday,Notes,Photo,Labels,E-mail 1 - Label,E-mail 1 - Value,E-mail 2 - Label,E-mail 2 - Value,E-mail 3 - Label,E-mail 3 - Value,E-mail 4 - Label,E-mail 4 - Value,Phone 1 - Label,Phone 1 - Value,Phone 2 - Label,Phone 2 - Value,Phone 3 - Label,Phone 3 - Value,Phone 4 - Label,Phone 4 - Value,Address 1 - Label,Address 1 - Formatted,Address 1 - Street,Address 1 - City,Address 1 - PO Box,Address 1 - Region,Address 1 - Postal Code,Address 1 - Country,Address 1 - Extended Address,Website 1 - Label,Website 1 - Value,Website 2 - Label,Website 2 - Value,Website 3 - Label,Website 3 - Value,Website 4 - Label,Website 4 - Value,Website 5 - Label,Website 5 - Value,Custom Field 1 - Label,Custom Field 1 - Value,Custom Field 2 - Label,Custom Field 2 - Value,Custom Field 3 - Label,Custom Field 3 - Value,Custom Field 4 - Label,Custom Field 4 - Value,Address 2 - Label,Address 2 - Formatted,Address 2 - Street,Address 2 - City,Address 2 - PO Box,Address 2 - Region,Address 2 - Postal Code,Address 2 - Country,Address 2 - Extended Address,score,segment
,,fartek.lebensmittel@aon.at,,,,,,,,Fartek Lebensmittelvertriebs Ges.m.b.H.,,,,"Objekt: C07
Telefon: +43 664 223 81 57
Homepage: www.fartek.at
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,fartek.lebensmittel@aon.at,,,,,,,Work Fax,+4316153701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,franz.bindl@landgold-fresh.at,,,,,,,,Landgold Fresh GmbH,,,,"Objekt: A03
Telefon: +43 664 457 89 23
Homepage: www.landgold
Eiprodukte: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,franz.bindl@landgold-fresh.at,,,,,,,Work Fax,+4375882007930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,franz.gerstmayr@gmx.at,,,,,,,,GERSTMAYR Franz,,,,"Objekt: FF
Telefon: +43 664 917 88 58
Eiprodukte: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,franz.gerstmayr@gmx.at,,,,,,,Work Fax,+43743442593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,internetus@go.ro,,,,,,,,CVETCOVIC Slobodan,,,,"Objekt: C10
Telefon: +43 699 19 08 45 17
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,fruchtland@gmx.at,,,,,,,Work Fax,+4316151313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,gartnerkgwien@gartnerkg.com,,,,,,,,Gartner KG,,,,"Objekt: A12
Telefon: +43 1 707 76 01
Homepage: www.gartnerkg.com
Dienstleistung: Logistik",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,gartnerkgwien@gartnerkg.com,,,,,,,Work Fax,+43170776017019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
Unger,,,,,,,,,,UNGER Josef,,,,"Objekt: FF
Telefon: +43 664 164 01 54
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,gemuese.unger@gmx.at,,,,,,,Work Fax,+4321743208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,haas.office@gmx.at,,,,,,,,Patrizia Haas Obst-Gemüse & Südfrüchtehandels GmbH,,,,"Objekt: C08
Telefon: +43 1 617 57 32
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,haas.office@gmx.at,,,,,,,Work Fax,+4316150975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,happy-garlic@aon.at,,,,,,,,Happy Garlic Handels GmbH,,,,"Objekt: A09
Telefon: +43 1 616 89 20-22
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,happy-garlic@aon.at,,,,,,,Work Fax,+431616892025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,herzog-office@aon.at,,,,,,,,Herzog Großhandels GmbH,,,,"Objekt: C05
Telefon: +43 1 616 20 74
Homepage: www.herzog-grosshandel.at
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,herzog-office@aon.at,,,,,,,Work Fax,+43161620743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,horawien@hora.co.at,,,,,,,,Hora J. & Co Ges.m.b.H.,,,,"Objekt: C03
Telefon: +43 1 616 69 26
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,horawien@hora.co.at,,,,,,,Work Fax,+43161669265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
Danisman Info,,,,,,,,,,DANISMAN Attila,,,,"Objekt: C17
Telefon: +43 699 11 41 98 12
Obst, Gemüse: x
Eiprodukte: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,info@danisman.at,,,,,,,Work Fax,+4316152311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
Khan Fruchte Info,,,,,,,,,,KHAN Früchte KG,,,,"Objekt: C13
Telefon: +43 1 676 626 59 62
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,info@khan-fruchte.at,,,,,,,Work Fax,+4316150070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
Wilddragon Info,,,,,,,,,,Wild Dragon GmbH,,,,"Objekt: A08
Telefon: +43 1 616 43 60-34
Homepage: www.wilddragon.at
Getränke: x",https://lh3.googleusercontent.com/contacts/AG6tpzFiEUbgRQjpR4v5sKY-bcLJ0ZxKjbE5kwHKOr5HS9lSSeu5DZRu,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,info@wilddragon.at,,,,,,,Work Fax,+431616436040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
Josef Jeitler,,,,,,,,,,JEITLER Josef,,,,"Objekt: FF
Telefon: +43 699 17 23 91 21
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,jjeitler@gmx.at,,,,,,,Work Fax,+4333328262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,m.suess@wiegert.at,,,,,,,,WIEGERT OBST UND GEMÜSEGROSSHANDEL GmbH,,,,"Objekt: C01
Telefon: +43 1 616 69 17
Homepage: www.wiegert.at
Obst, Gemüse: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,m.suess@wiegert.at,,,,,,,Work Fax,+431616691722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,mail@obsthaus.at,,,,,,,,Obsthaus Haller GmbH,,,,"Objekt: C10
Telefon: +43 664 73 85 97 24
Homepage: bestellung@obsthaus.at
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,mail@obsthaus.at,,,,,,,Work Fax,+4316175542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,markt@maronithier.at,,,,,,,,Maroni THIER GmbH & Co KG,,,,"Objekt: C18
Telefon: +43 1 616 85 71
Homepage: www.maronithier.at
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,markt@maronithier.at,,,,,,,Work Fax,+431616857116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,obst-windhaber@aon.at,,,,,,,,WINDHABER Peter-Johann,,,,"Objekt: C03
Telefon: +43 1 616 69 29
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,obst-windhaber@aon.at,,,,,,,Work Fax,+43317688464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
Landgold Frischei Erzeugungs- u VertriebsgesmbH  Co KG,,,,,,,,,,Landgold Frischei Erzeugungs- Und Vertriebsgesellschaft M.b.H.,,,,"Objekt: C09
Telefon: +43 1 616 69 18
Homepage: www.steiner-ei.at
Eiprodukte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office.wien@landgold.co.at,,,,,,,Work Fax,+4316166918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@an-on.com,,,,,,,,Anon Südfrüchte HandelsgmbH,,,,"Objekt: C15
Telefon: +43 1 616 73 35
Homepage: www.an-on.at
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,office@an-on.com,,,,,,,Work Fax,+4316166978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@aycansupermarkt.at,,,,,,,,AYSAN Handels GmbH,,,,"Objekt: C08
Telefon: +43 664 241 93 43
Homepage: www.aycansupermarkt.at
Obst, Gemüse: x
Fleisch, Wurst: x
Eiprodukte: x
Getränke: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@aycansupermarkt.at,,,,,,,Work Fax,+4317293280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@beimel.at,,,,,,,,Kurt Beimel E.U.,,,,"Objekt: C10
Telefon: +43 1 616 69 63
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,office@beimel.at,,,,,,,Work Fax,+4316167659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@biohof-burkhart.at,,,,,,,,BURKHART Kurt,,,,"Objekt: C04
Telefon: +43 664 302 31 38
Homepage: www.biohof-burkhart.at
Obst, Gemüse: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@biohof-burkhart.at,,,,,,,Work Fax,+4316150089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@enka.at,,,,,,,,ENKA GmbH,,,,"Objekt: C03
Telefon: +43 1 615 12 33
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@enka.at,,,,,,,Work Fax,+4316150936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@frischundrasch.at,,,,,,,,Frisch + rasch Obst und Gemüse GmbH,,,,"Objekt: C15
Telefon: +43 1 616 69 36
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@frischundrasch.at,,,,,,,Work Fax,+4316166936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@fruittime.at,,,,,,,,Fruittime GmbH,,,,"Objekt: C11
Telefon: +43 1 276 23 39
Homepage: www.fruittime.at
Obst, Gemüse: x
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@fruittime.at,,,,,,,Work Fax,+4312762339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@frupro.at,,,,,,,,FRUPRO GmbH,,,,"Objekt: C18
Telefon: +43 664 73 64 58 50
Homepage: www.frupro.at
Obst, Gemüse: x
Zustellung: x
Dienstleistung: Verarbeitung",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,office@frupro.at,,,,,,,Work Fax,+43223637987489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@gemueseland.at,,,,,,,,Schneider LandesproduktenhandelsgmbH,,,,"Objekt: C11
Telefon: +43 1 616 73 25
Homepage: www.gemueseland.at
Obst, Gemüse: x
Bio-Produkte: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,office@gemueseland.at,,,,,,,Work Fax,+432249250565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@grasser-gmbh.at,,,,,,,,Grasser Handelsgesellschaft m.b.H.,,,,"Objekt: A12
Telefon: +43 1 615 06 13
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@grasser-gmbh.at,,,,,,,Work Fax,+4316150626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@holzhacker-kraeuter.at,,,,,,,,HOLZHACKER GmbH,,,,"Objekt: C07
Telefon: +43 1 203 51 28
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,office@holzhacker-kraeuter.at,,,,,,,Work Fax,+431203512872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@hyegmbh.at,,,,,,,,HYE GmbH,,,,"Objekt: C13
Telefon: +43 1 676 517 51 57
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@hyegmbh.at,,,,,,,Work Fax,+43187608829299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@itimat.at,,,,,,,,ITIMAT Gida E.U.,,,,"Objekt: C06
Telefon: +43 1 600 49 22
Homepage: www.itimat.at
Fleisch, Wurst: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@itimat.at,,,,,,,Work Fax,+4316005369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@kreimer-obst.at,,,,,,,,Gottfried Kreimer Obst-Gemüsehandels GmbH,,,,"Objekt: C07
Telefon: +43 1 405 45 62
Homepage: members.aon.at/gkreime1/index.htm
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@kreimer-obst.at,,,,,,,Work Fax,+431405456213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@m-jovanovic.at,,,,,,,,M. JOVANOVIC E.U.,,,,"Objekt: C01
Telefon: +43 1 617 57 26                                             
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@m-jovanovic.at,,,,,,,Work Fax,+4316175728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@obst-gemuese.at,,,,,,,,K.MÜLLNER E.U.,,,,"Objekt: C05
Telefon: +43 1 616 73 19
Homepage: www.obst-gemuese.at
Obst, Gemüse: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at ::: wholesale_at_vienna,* Other,office@obst-gemuese.at,,,,,,,Work Fax,+43161673195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
Anna Radowan KG,,,,,,,,,,Anna Radowan KG,,,,"Objekt: C17
Telefon: +43 1 405 22 20
Homepage: www.radowan.at
Obst, Gemüse: x
Bio-Produkte: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: Importado el 20/4/18 ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@radowan.at,,,,,,,Work Fax,+4314052220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@sabex.at,,,,,,,,SABEX Handelsgesellschaft M.b.H.& Co.KG,,,,"Objekt: A14
Telefon: +43 1 616 99 70
Homepage: www.sabex.at
Lebensmittel: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@sabex.at,,,,,,,Work Fax,+4316163792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@scheit.at,,,,,,,,SCHEIT Christian,,,,"Objekt: FF
Telefon: +43 2216 31 76
Obst, Gemüse: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@scheit.at,,,,,,,Work Fax,+432216317666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@schister.at,,,,,,,,SCHISTER Franz E.U.,,,,"Objekt: C08
Telefon: +43 1 616 67 52
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@schister.at,,,,,,,Work Fax,+4316150147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
,,office@schloeglhofer.at,,,,,,,,"K.& M.Schlögelhofer, Obst-,Gemüse-
und Südfrüchten- Groß- Und Versandhandel 
Gesellschaft M.b.H. & Co KG",,,,"Objekt: C16
Telefon: +43 1 616 39 90
Homepage: www.schloeglhofer.at
Obst, Gemüse: x
Zustellung: x",,* myContacts ::: Vienna Wholesalers Fruit Vegetables ::: * myContacts ::: wholesale_at_vienna,* Other,office@schloeglhofer.at,,,,,,,Work Fax,+431616399054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,business_austria
