name,email,city,phone,source
DAVIS TRANSPORTURI FRIGORIFICE,conta@davistransport.ro,Bihor > MUNICIPIUL ORADEA > ORADEA,0727922908,
GHETEO DRIVING S.R.L.,conta@gtoarad.ro,,+40745588620
TRANS AVRAM SRL,conta@transavram.ro,,+40728233939
PIC INTERLOGISTIC SRL,contabiliategenova@gmail.com,,+40737899539,
RED FAST LOGISTICS SRL,contabilitate.redfast@gmail.com,PITESTI,,
AUTO TACT SRL,contabilitate@autotact.ro,,+40752192333
CUREA COMPANY SRL,contabilitate@cureacompany.ro,,+40722794790
MOIRA PIESE AUTO S.R.L.,contabilitate@dpat.ro,,+40754552112
DUROTERM SRL,contabilitate@duroterm.com,,+40751299738
SANDRA AUTOMOBILE S.R.L.,contabilitate@sandra.ro,,+40725800139
FQ BIOMAX CONSTRUCT SRL,contabilitatebiomax@gmail.com,,+40746929474
RECAUTOSOLUTION SRL,contabilitaterecauto@yahoo.com,,+40744266240
MIETTE S.R.L.,contact.miette@gmail.com,,+40747474972
SC AUTO CLEAN ZONE SRL,contact@abiaccounting.com,,+40744535199
CARGO SRL,contact@consolehotel.ro,Ialomița > MUNICIPIUL SLOBOZIA > SLOBOZIA,0722453346,
PASCU MARIAN LOGISTICS,contact@triorecruitment.com,Dolj > MALU MARE > PREAJBA,0727594266,
PALLETPRO LOGISTICS SRL,coraci.dana@gmail.cm,Dolj > MUNICIPIUL CRAIOVA > CRAIOVA,0722606618,
SC ALBA SPEDITION SRL,cordea.sorin@yahoo.com,Alba > MUNICIPIUL ALBA IULIA,0745664148,
VALEA PRAHOVEI SA,cordovidiu1956@yahoo.com,,+40723380148
TAXI DORNA PILUG S.R.L.,cornel_pilug@yahoo.com,,+40747314466
SC COS PETRANSPORT,costel.petronela@yahoo.com,,+40762392132,
LITTLE STAR SRL,covalciuci@yahoo.com,,+40729308186
COVORESCU S.R.L.,covorescuses@gmail.com,,+40771118118
LOGISTIKZENTRUM AUGSBURG CONTRANSPORT SRL,creditcontol@contransport.ro,,+40731150913
DAR CRIS COMMERCE BUSINESS,cristi_oprea1977@yahoo.com,,+40745016248
BCVO LOGISTICS SRL,cristian.codarean@bcvologistics.eu,Bistrița-Năsăud > MUNICIPIUL BISTRITA > VIISOARA,0732146782,
BTR MARKET SRL,cristianbatranca@yahoo.com,,+40763233683
Manifest SRL,cristina@salonmanifest.ro,,+40723322082
CTA TIR SPEDITION SRL,ctatir.ajofm@gmail.com,,+40744920662
BEST PERSONAL SERVICES SRL,cv@petrotel.lukoil.com,,+40244504000
NEMES CARPOINT SRL,daiannemes1@gmail.com,,+40751784191
DAMIANIS AUTO SERV SRL,damianiauto@gmail.com,,+40722208006
COMPANIA NATIONALA DE TRANSPORT AL ENERGIEI ELECTRICE TRANSELECTRICA SA SUCURSALA TERITORIALA DE TRANSPORT TIMISOARA,dana.pojoga@translectrica.ro,Timiș > MUNICIPIUL TIMISOARA > TIMISOARA,+40374508111,
GLOBAL METAL SYSTEM S.R.L.,danacolessa@yahoo.com,,+40755791200
TAXI ADI RAF S.R.L.,danalazar1975@gmail.com,,+40731294072
DANDAN TUR LOGISTIC SRL,dandantur78@yahoo.com,Cluj > MUNICIPIUL TURDA > TURDA,0740041523,
UNICARM SRL,daniel.gherhes@unicarm.ro,,+40747112940
LILI TRANSPORT PAN S.R.L.,daniel_pana@yahoo.com,Giurgiu > FRATESTI > REMUS,0744704405,
C.N.T.E.E. TRANSELECTRICA SA - SUCURSALA TERITORIALA DE TRANSPORT SIBIU,daniela.chiuia@transelectrica.ro,,+40269207120,
EU TRUCKING SERVICE S.R.L.,daniela.soare@ekol.com,,+40736107101
COMPUTER CONECTIONS SRL BOTOSANI,danielapantirasu@gmail.com,,+40723202560
DANY TRANSPORT COM SRL,dany_transportcom@yahoo.com,Municipiul Bucuresti,+40745049172,
DAS PROCONCEPT SRL,dasproconcept@gmail.com,,+40738713843
SC DAXIA AUTOCONCEPT SRL,daxia.auto@gmail.com,,+40745782357
DELIVERY4ALL SRL,delivery4allsrl@gmail.com,,+40732858717
DEN IL CRIS FRIGOTRANS SRL,denilcrisfrigotrans.87@gmail.com,,+40766922101
MIRESCU I. DENISIA ÎNTREPRINDERE INDIVIDUALĂ,denisamirescu16@gmail.com,,+40724520625
DENIZ INTER GLOBAL S.R.L.,deniz.interglobal@gmail.com,,+40749922928
DIVERS ECO TECH SRL,diversecotech@yahoo.com,,+40728283876
AGER VERITEK SOLUTIONS S.R.L.,dobrecristian655@gmail.com,,+40749934063
EDU MAGIC TRIPS SRL,doina_doina44@yhaoo.com,,+40757033835
DONEXCAV SRL,donexcav@yahoo.com,,+40761099100
AGRIMAYS SRL,doris_mihalcut@yahoo.com,,+40746917982
DST TRANSCOM ENERGY SRL,dst.transcom_energy@yahoo.com,,+40764448974
DUCU SERV SPEDITION,ducuserv@gmail.com,,+40736041611
S.C. TRANSMIH AUTO POWER SRL,dumitruovidiumihai1962@gmail.com,,+40763418389
CRISEDU LOGISTIC SRL,dumitucristicristea@gmail.com,Alba > IGHIU,0745044606,
S.C. DURAN TRUCKS SERVICE S.R.,durantrucksservice@gmail.com,,+40751303702
M T AUTOSERVICE SRL,dyxmihai@yahoo.com,,+40747020676
ECO TRANSPORT LOCAL S.R.L.,ecotransportlocal@gmail.com,,+40786182149,
TRANSCANAL SRL,elena.cioroiu@transcanal.ro,,+40241738028
CDA PITICOT SRL,elenaungureanu07@yahoo.com,,+40721173281
ELIEZER LOGISTIC S.R.L.,eliezerlogistic@gmail.com,Bistrița-Năsăud > MUNICIPIUL BISTRITA > BISTRITA,0728136542,
FLOMARIN ELISA GREEN S.R.L.,elysof.marin@gmail.com,,+40742133161
POMPILIAN SRL,emadiamary@yahoo.com,,+40742747928
name,email,city,phone,source
Curiera Transport Solutions SRL,emilia.van@curiera.ro,,+40785491111,
ERMIHANCOM TRANS SRL,erhanmia65@gmail.com,,+40234334246
S.C. KRK TRANSPORT S.R.L.,erturkcalina@yahoo.com,Arad > MUNICIPIUL ARAD > ARAD,0736701904,
DEUTSCHE BAHN CARGO ROMANIA SR,eva.cordo@deutschebahn.com,Gorj > ORAS TURCENI,0724212999,
RA-UF LOGISTIC S.R.L.,expertcontabilag@gmail.com,,+40745186188
S.C. EXPOCAR AUTO S.R.L.,expocar.auto@yahoo.com,,+40765119226
CRIS FP TRANS S.R.L.,f_petculescu@yahoo.com,,+40784049888
FAMOUS PRESTSERV SRL,famousprestserv@gmail.com,,+40745215391
TOP BBS CARGO SRL,fanutfanut184@yahoo.com,,+40755664291
FELAS COURIERS SRL,felascouriers@gmail.com,Mureș > MUNICIPIUL REGHIN,0749844901,
ANNA GROUP DELIVERY S.R.L.,financiar_agd@crescendogrup.ro,Municipiul Targu Jiu,+40744648202,
KEL HOUSE LOGISTIC S.R.L.,fineurocont@yahoo.com,Sat Stanilesti, Comuna Stanilesti,079977045,
KRITER S.R.L.,florescupop@yahoo.es,,+40264213400
FLASHGO DELIVERY SRL,florin_14_stefan94@yahoo.com,MUNICIPIUL CRAIOVA,+40769894899,
CC PRIOFURNITURE S.R.L.,florinaciubotariu@gmail.com,,+40756396411
HENRIK SKOV CHRISTENSEN TRANSPORT GROUP SRL,florina-krisch@hschristensen.ro,Cluj > MUNICIPIUL CLUJ-NAPOCA > CLUJ-NAPOCA,0364113331,
FOOD DELIVERY HAPPYDAY SRL,fooddeliveryhappyday@gmail.com,,+40739921175,
RARES VLAD COP SPEDITION SRL,gabi_copaci@yahoo.com,,+40735266557
GRITRANS SRL,gabi73gri@yahoo.com,,+40721233235
Societatea pentru Servicii de Mentenanta a Retelei Electrice de Transport Smart,gabriela.fodorean@smartcj.ro,Bucuresti,0264405552,
DISTRIBUTIE ENERGIE OLTENIA S.A.,gabriela.iliescu@distributieoltenia.ro,,+40730190246,
POPAS LOGISTICS CURIER SRL,gabrielionutpopa@gmail.com,,+40746118401,
GENERAL SERVICE CREATIV,generalservicecreativ@gmail.com,,+40724167087
RAGAMENT DANIEL ÎNTREPRINDERE INDIVIDUALA,georgiana.contabilitate@yahoo.com,,+40765285922
RECTIFICARI UNIVERSALE SRL,georgiana@rommc.ro,,+40724351212
GHEOTRANS SRL,gheotrans@yahoo.com,,+40761689491
GICU SERVICE AUTO SRL,gicuservice@yahoo.com,,+40741092888
DP. SITE SRL,giorgiana.dpsite@gmail.com,,+40764816265
S.C.GIROCOU LOGISTIC SRL,girocoulogistic@gmail.com,Brașov > VISTEA > VISTEA DE SUS,0762666040,
VEST MIRAUTO SRL,gj99van@yahoo.com,,+40765453201
GOLD MARI 2013 SRL,goldmari2013@yahoo.com,,+40744777330
GRIGORIUP SRL,grigorpetru@yahoo.com,,+40724046271
GRS TRAFFIC SOLUTIONS SRL,grstrafficsolutionssrl@gmail.com,,+40721656525
GVC COMPUTERS SRL,gvccomputers3@gmail.com,,+40230708380
ALI GABI AGROMIXT SRL,hadareancrucita@yahoo.com,,+40745566253
KX TEAMWORK SRL,hello@potstories.ro,,+40760656264
HOPY SRL,hopy_srl@yahoo.com,,+40744624877
TRANSPORT MONITOR CONTROL SRL,hr.romania@essers.com,,+40259476808
VOS LOGISTICS CARGO SA,hr.romania@voslogistics.com,Cluj > MUNICIPIUL CLUJ-NAPOCA > CLUJ-NAPOCA,0733071444,
ARABESQUE SRL,hr.tm@arabesque.ro,,+40751132596
AUTO BRAND SRL,hr@autobrand.ro,,+40744607344
CARBON LOGISTIC S.A.,hr@carbonlogistic.com,GIARMATA,+40738283974,
CARGO TRACK SOLUTIONS SRL,hr@cargotrack.ro,Bihor > MUNICIPIUL ORADEA > ORADEA,0756145228,
FAN COURIER EXPRESS SRL,hr@fancourier.ro,Ilfov > STEFANESTII DE JOS > STEFANESTII DE JOS,0219336000,
LANCETTI TRANSPORT SRL,hr@lancetti.ro,ORADEA,0748115346,
LOGICTRANS DISTRIBUŢIE S.R.L.,hr@logictrans.ro,,+40757479171
PALMEX CM SRL,hr@palmex.ro,,+40749878113
Pansiprod Distributie,hr@pansiprod.ro,Bucuresti,0722536795,
YUSEN LOGISTICS ROMANIA S.R.L.,hr@ro.yusen-logistics.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 6,0312292722,
T.B.T. LOGISTIC INTERNATIONAL SRL,hr@tbtlogistic.eu,Brașov > MUNICIPIUL BRASOV > BRASOV,0368/401350,
SUCIU VIOREL PERSOANA FIZICA A,hrsuciuviorel@outlook.com,,+40747915626
SILVER TRANS SRL,huihupdoina@yahoo.com,,+40764804334
EDY TRANS DRIVERS SRL,id_cars.flota@yahoo.com,,+40746631553
IKILER TRANSPORT SRL,ikilertransport@hotmail.com,,+40751867152
VERDE ELECTRIC CORPORATION S.R.L.,ileana.chiurciu@yahoo.ro,,+40725247539
PERFORMER CONTA SRL,ileana_birlea@yahoo.com,,+40726734920
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,ilie.raluca@distributie-energie.ro,CLUJ-NAPOCA,0264205018,
IMOMOVE EXPRESS SRL,imomove.express@gmil.com,,+40736819113
INFINITY DRIVE SRL,infoinfinitydrive@protonmail.com,,+40747307728
SC INTERABS LOGISTIC SRL,interabslogistic@gmail.com,Arad > MUNICIPIUL ARAD > ARAD,0740476221,
AUTOMED MULTISERV S.R.L.,intermed1991@gmail.com,,+40767640379
INVEST ECO MANAGEMENT S.R.L.,investecomanagement@gmail.com,,+40748933955
DOMIX TRANS SRL,invoices.domixtrans@gmail.com,,+40745626150
DISTRIBUTIE ENERGIE ELECTRICA ROMANIA S.A.,ioana.balazs@distributie-energie.ro,,+40264205434,
ZEN CORE INNOVATION S.R.L.,ioana_pia@yahoo.com,,+40744937943
DAN & VAS DEZ SRL,ioanacosmina@yahoo.com,,+40742089859
IOAN ANCUTA SRL,ioanancutavama@gmail.com,,+40744120479
MARIA SHIPPING AGENCY SRL,ionela.chirigiu@mariashipping.ro,Constanta,0742218018,
SC APA STEF SRL,ionutapa@yahoo.com,,+40744500748
SC MIS EXPERT DELIVERY SRL,ionutmoldovan63@yahoo.com,,+40740377158,
TRANSDONI LOGISTIC SRL,iordacheanamaria19@yahoo.com,Sat Geamana, Comuna Bradu,+40721903900,
CLOUD SYSTEMS SRL,irma.balint@gmail.com,,0740
SC DODI &amp; BEA DETAILS SRL,itp_albesti@yahoo.com,,+40755250004
MARVI LOGISTIC SRL,iulia.c@marvilogistic.ro,,+40753038465,
S.C. MATBAR CONSTRUCT SRL,iulian19_81@yahoo.com,,+40724461508
RDI GABRIEL CAR SERVICE SRL,iustin.rosoaga@yahoo.com,,074999323
KOALA LOGISTICS SRL,ivan_alexandradiana@yahoo.com,,+40734215171
HASINTO SRL,jacint.hasinto@gmail.com,,+40742163209
JAC & RAC TRANS SRL,jianuromeo@yahoo.com,,+40721712127
S.C. JILAVEANU TRANSCOMS.R.L,jilaveanutrans@yahoo.com,,+40720841827
JRT DELIVERY HUB S.R.L.,jrt.romania@gmail.com,Timiș > MUNICIPIUL TIMISOARA > TIMISOARA,+40 765 385 616,
JT LOGISTICSCONSULTING SRL,jtlogisticsro@yahoo.com,Giurgiu > MUNICIPIUL GIURGIU > GIURGIU,0722391958,
ENS BEAUTY INTERNATIONAL,karakayageta@gmail.com,,+40727777052
SMILE & FOOD DELIVERY S.R.L.,kemal602000@gmail.com,,+40728561731,
EDMONDWASH SRL,kleftiscom@gmail.com,,+40752897166
CLAUDIA & ALESSIA TRANS 2025 S.R.L.,koko_cristian@icloud.com,,+40757057475
ADM ROMANIA LOGISTICS S.R.L.,kontakt@id-logistics.com,Constanța > MUNICIPIUL CONSTANTA > CONSTANTA,0241603247,
KRS TRANSPORTER SRL,krstransporter@gmail.ro,,+40766274206
DANAIDE SRL,ks_expertcont17@yahoo.com,,+40762401560
KSC TRANSPORT SRL,ksc@ksc-transport.ro,Bihor > MUNICIPIUL ORADEA > ORADEA,0770104595,
S.C. EUROSPEED SRL,lacramioara@eurospeed.ro,,+40330780005
GTA LACTAS SRL,lactas02@yahoo.com,,+40736611046
PORT SHIPPING ENGINEERING S.R.L.,lavinia.ovezea@p-s-e.ro,Constanța > MUNICIPIUL CONSTANTA > CONSTANTA,0736594338,
DISTRIBUTIE ENERGIE OLTENIA S.A.,Lavinia.Teleaba@distributieoltenia.ro,,+40372524478,
SC TLH BOGAR SRL,lavinia_liuta@yahoo.com,,+40746573119
L & E SPEEDY DELIVERY S.R.L.,lespeedyd@gmail.com,,074,
LOGISTICS SERV SRL,lgs.serv@yahoo.com,Arad,+40745783279,
LICA AUTOSERV S.R.L.,lica.autoserv@gmail.com,,+40755509461
SENSE & RESULT CONSULTING SRL,ligia.craciun@ac-ca.ri,,+40758848484
LPS DELIVERY S.R.L.,lionpathdelivery@gmail.com,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 1,0738762033,
AXL TRANSPORTES AXL SRL,loredana.axltrans@gmail.com,Cluj > CUZDRIOARA > CUZDRIOARA,0770467305,
RUYU TRANSPORT SRL,loredana.ruyu@gmail.com,,+40770467305
SC TRANSPORTURI JOHN SRL,lucaciioan921@gmail.com,,+40731464540
SC.VÂRSTINICII - VESELI SRL-D,lucacirazvan78@gmail.com,,+40764663209
SC PRICHINDEL CLUB SRL,lucian.agapia@yahoo.com,,+40742314550
GIORGIO COM SRL,lucianoliniuc@yahoo.com,,+40756468266
KRAFT LOGISTIC SRL,lucretia.purenciu@kraft-logistic.com,Mureș > MUNICIPIUL SIGHISOARA > SIGHISOARA,0265/771307,
LICA AUTO LUX SRL,lyk.farcas81@gmail.com,,+40747575234
CROSS CARGO LOGISTICS SRL,m.pop@cross-cargo.eu,Covasna > OZUN > OZUN,0732530236,
BMN REZIDENT S.R.L.,mada.bog90@yahoo.com,,+40775621463
MADELI,madeli.constanta@gmail.com,,+40748835720
ARCESE TRANSPORT SRL,maria.danciu@contelit.ro,Cluj > MUNICIPIUL DEJ > DEJ,0727328838,
UNICARM SRL,marian.spirache@unicarm.ro,,+40753315264
DRUMURI ŞI PODURI SA,mariana.gica@drumuripodurisibiu.ro,,+40269210095
MARIAN CĂTĂ COMPANY 2008 SRL,mariancata@yahoo.com,,+40720700317
MARIDOR TRANSPORT SRL,maridortransport@yahoo.com,Sat Tomsani, Comuna Tomsani,+40250863709,
SC.ERIC&DARIUS S.R.L.,mario_ali@yahoo.com,,+40765381698
ROMSTAL IMEX SRL,marius.moisa@romstal.ro,,+40734455523
ERMAGIL S.R.L.,mariuserhan@yahoo.com,,+40747605364
A C EXPEDITION S.R.L.,matei_claudiu1977@yahoo.com,,+40766363564
S.C. MATEPRIM CARGO S.R.L.,mateprim.cargo@gmail.com,,+40743863937
SAVA LOGISTIC SRL,mbufnea@nervia.ro,Cluj > MUNICIPIUL CLUJ-NAPOCA > CLUJ-NAPOCA,0751513173,
MERCA FOODS GMG SRL,mercafoods@yahoo.com,,+40744543330
EXPRES MERCUR SPEDITION SRL,mercursped@gmail.com,,+40744576692,
METAMOB SRL,metamob@metamob.ro,,+40261711511
MEZ TRANSPORT SRL,mezdrea_dragos@yahoo.com,,+40740766968,
SC MIGATRAK TRANS SRL,migatrak.trans@yahoo.com,,+40766103379
HAGAG DISTRIBUTIE SI FURNIZARE S.R.L.,mihaela.avram@btdgaz.ro,Municipiul București > MUNICIPIUL BUCURESTI > BUCURESTI SECTORUL 1,0799734317,
RACE DELIVERY SRL,mihaela.baila@octogonhr.ro,,+40720333068,
MARADI LOGISTIC,mihaela.basturea@gmail.com,,+40722922830,
FLY SPED ACTIV S.R.L.,mihaela.stoica38@yahoo.com,,07 666 456 708
SELGROS CASH CARRY SRL,mihaela.vranceanu@selgros.ro,,+40234209114
VLADIS DELIVERY SRL,mihaela_serban81@yahoo.com,,+40736781962
A.A.A.R.M. SRL,mihaeladeliu@yahoo.com,,+40745209533
AUTO WASH IMPEX SRL,mihaelan63@gmail.com,,+40769658762
DISTRIBUTIE ENERGIE OLTENIA S.A.,mihai.ionescu@evryo.ro,,+40248204083,
FARAGOPROCONSTRUCT S.R.L.,mihaifarago30@gmail.com,,+40727344941
AMEROPA LOGISTICS SRL,mihailturjan@gmail.com,,+40758105928
A + G TRANSPORT INTERNATIONAL SRL,mirela@ag-transporten.com,Iași > MUNICIPIUL IASI > IASI,0786808764,
DOCTRANS ALBINUȚA S.R.L.,mirela_botez84@yahoo.com,,+40743822194
MIRODENIA MIXED SRL,mirodeniamixed@gmail.com,,+40745764747
MOB CONFORT SRL,mobilamobconfort@gmail.com,,+40744663140
